year,voter_name,affiliation,yr_contrary,num_awards_voted
2016,Mark Boyle,107.5/1070 The Fan,6.1968569193500285,9
2016,Mark Followill,TXA-21/Fox Sports Net,6.246664931444689,7
2016,Mark Medina,LA Daily News,5.966419127712509,9
2016,Marv Albert,TNT,6.43736438229635,9
2016,Matt Bullard,Root Sports Southwest,1.7193979485216255,4
2016,Matt Devlin,SportsNet/TSN,1.1442654299097788,3
2016,Matt Pinto,WWLS / 98.1,3.1853017685785394,5
2016,Matt Winer,NBA TV,5.647819125085782,9
2016,Michael Cage,Fox Sports Oklahoma,4.453350378192052,5
2016,Michael Smith,Prime Ticket,6.68426365085653,7
2016,Michael Wilbon,ESPN,5.496636471189839,9
2016,Mike Breen,ABC Sports,5.529826948273737,9
2016,Mike Crispino,MSG Network,3.482061206597889,4
2016,Mike Fratello,TNT,9.11367145904055,9
2016,Mike Gorman,Comcast SportsNet New England,2.3061418600920676,3
2016,Mike Inglis,WAXY Radio,1.8542055172125365,2
2016,Mike Monroe,The Rivard Report,5.792815375680267,9
2016,Mike Rice,Comcast SportsNet NW,5.04627716543724,7
2016,Mike Tirico,ESPN,5.951793495520231,9
2016,Nate Taylor,Indianapolis Star,4.112782718844742,4
2016,NBA Fan Vote,NBA.com/Twitter/Google,1.7449911411924808,1
2016,Neil Funk,Comcast SportsNet Chicago,2.2699142177256277,3
2016,Nick Friedell,ESPNChicago.com,3.0237578261467504,3
2016,Paul Coro,The Arizona Republic,7.63315298331598,9
2016,Paul Jones,TSN 1050/Sportsnet 590 The Fan,3.101031781736226,3
2016,Pete Pranica,Fox Sports Southeast,6.767170961889152,9
2016,Phil Chenier,Comcast SportsNet Mid-Atlantic,4.4278704971856,7
2016,Ralph Lawler,Prime Ticket,6.2261661904712735,6
2016,Ramona Shelburne,ESPN.com,5.715040212002285,9
2016,Ric Bucher,Bleacher Report,6.500082225273938,9
2016,Rick Bonnell,Charlotte Observer,5.9734538534701285,8
2016,Rod Beard,Detroit News,5.770937706549952,7
2016,Ron Boone,ROOT Sports,5.725352851103473,9
2016,Ron Tillery,Memphis Commercial Appeal,5.825419303076891,9
2016,Royce Young,ESPN.com,4.044527994860725,5
2016,Rusty Simmons,San Francisco Chronicle,4.022624751070934,6
2016,Sage Steele,ABC Sports,5.618903880065835,9
2016,Sam Amick,USA Today,5.258947532354074,9
2016,Sam Smith,Bulls.com,9.136838469626722,9
2016,Scott Hastings,Altitude Sports & Entertainment,4.736946482715386,7
2016,Sean Deveney,The Sporting News,8.235553700594359,9
2016,Sean Grande,98.5 The Sports Hub,3.320330936382307,4
2016,Sean Kelley,WRNO 99.5 FM,6.1441047138537925,9
2016,Sherman Hamilton,NBA TV Canada,3.436866818750356,3
2016,Stacey King,Comcast SportsNet Chicago,2.7420423767039672,4
2016,Stefan Bondy,New York Daily News,4.704558853142843,4
2016,Stephanie Ready,Fox Sports Carolinas/SportSouth,3.6241051690989416,6
2016,Steve Aschburner,NBA.com,6.506903116201853,9
2016,Steve Buckhantz,Comcast SportsNet Mid-Atlantic,5.853463326217018,7
2016,Steve Holman,Hawks Radio Network,6.961172068633817,9
2016,Steve Martin,Fox Sports Carolinas/SportSouth,4.584577308372987,5
2016,Steve Popper,The Record,2.373679929522548,4
2016,Ted Davis,WTMJ Radio,6.8210835998897315,9
2016,Tim Capstraw,WFAN (660),2.4162738913807003,4
2016,Tim Kempton,KTAR Radio,8.85173519875525,9
2016,Tim Reynolds,Associated Press,7.824506676238315,9
2016,Tim Roye,KNBR Radio,3.7170580405336953,6
2016,Tom Heinsohn,Comcast SportsNet New England,3.0773590816249183,3
2016,Tom McGinnis,Sixers Radio,5.815692750812094,7
2016,Tony Fiorentino,Fox Sports Sun,2.9681262527768446,3
2016,Vince Ellis,Detroit Free Press,6.046935811965149,7
2016,Vincent Goodwill,CSNChicago.com,0.8301069513909066,3
2016,Walt Frazier,MSG Network,1.8182161840124291,3
2016,Zach Lowe,ESPN.com,6.492227388153014,9
2017,A. Sherrod Blakely,CSN New England,8.57714599398861,9
2017,Ailene Voisin,Sacramento Bee,6.597636581169559,9
2017,Andrew Sharp,Sports Illustrated,7.51236827900762,9
2017,Anthony Slater,Bay Area News Group,4.300529757781312,9
2017,Antoni Daimiel,Moviestar+,7.009273733258809,9
2017,Ben Golliver,Sports Illustrated,7.5352722147072875,9
2017,Bill Oram,Orange County Register,5.343389092029326,9
2017,Bill Simmons,The Ringer,6.687061045254463,9
2017,Brent Barry,Turner,5.066181122391022,9
2017,Brian Lewis,New York Post,4.430041260888072,9
2017,Brian Mahoney,Associated Press,7.061975103097798,9
2017,Brian Windhorst,ESPN.com,5.662963997276115,9
2017,Calvin Watkins,ESPN.com,5.1138103061138365,9
2017,Charles Gardner,Milwaukee Journal-Sentinel,5.405500262596695,9
2017,Chris Broussard,Fox Sports,6.245715290303741,9
2017,Chris Webber,Turner,8.002013375230927,9
2017,David Aldridge,Turner,5.42500095494605,9
2017,Davide Chinellato,LaGazetta Dello Sport,5.548093128607047,9
2017,Dennis Scott,Turner,8.218124651448862,9
2017,Doris Burke,ABC/ESPN,5.044972198012644,9
2017,Doug Collins,ABC/ESPN,6.955089342476565,9
2017,Doug Haller,Arizona Republic,4.643994053578349,9
2017,Doug Smith,The Toronto Star,6.50318226498189,9
2017,Eddie Sefko,Dallas Morning News,9.018467283862199,9
2017,Erik Horne,The Oklahoman,6.063984794943664,9
2017,Ernie Johnson,Turner,6.045060193910107,9
2017,Flavio Tranquillo,Sky Italia,8.59193496072224,9
2017,Fran Blinebury,NBA.com,7.64937088879681,9
2017,Frank Isola,Sirius Radio/New York Daily News,6.500264176612153,9
2017,Gary Washburn,Boston Globe,8.278666300687604,9
2017,Howard Beck,Bleacher Report,5.590620721303631,9
2017,Hubie Brown,ABC/ESPN,9.903642945580422,9
2017,J Michael Falgoust,CSN Washington,10.287896564815648,9
2017,JA Adande,ESPN.com,5.717296483264932,9
2017,Jackie MacMullan,ESPN.com,6.740972379002563,9
2017,Jacques Monclar,BEIN Sport,8.519622297615948,9
2017,Jalen Rose,ABC/ESPN,7.5517217412981665,9
2017,Jared Greenberg,Turner,6.737103937968959,9
2017,Jason Jones,Sacramento Bee,6.74738151255498,9
2017,Jeff McDonald,San Antonio Express-News,6.731867696178219,9
2017,Jeff Zillgitt,USA Today,5.579848603227314,9
2017,Jerry Zgoda,Minneapolis Star-Tribune,6.991608894869004,9
2017,Joe Freeman,The Oregonian,5.162308459694554,9
2017,Joe Vardon,Cleveland.com,8.376295753676613,9
2017,John Schuhmann,NBA.com,6.764537094073317,9
2017,Jon Barry,ESPN Radio,6.059136756934923,9
2017,Jon Krawczynski,Associated Press,4.936684845169428,9
2017,Justin Termine,Sirius XM,5.747837941175152,9
2017,Justin Verrier,ESPN.com,6.527053317962228,9
2017,K.C. Johnson,Chicago Tribune,5.055267727279465,9
2017,Keith Pompey,Philadelphia Inquirer,6.792672429653899,9
2017,Kevin Arnovitz,ESPN.com,7.860583918802497,9
2017,Kevin Ding,Bleacher Report,8.402102025182602,9
2017,Kevin Harlan,Turner,6.4770670104315755,9
2017,Kevin O'Connor,The Ringer,7.2471614243339815,9
2017,Kristen Ledlow,Turner,5.54686866095864,9
2017,Kurt Helin,NBCSports.com,5.633880280374326,9
2017,Lang Whitaker,NBA.com,5.468370641351315,9
2017,Lee Jenkins,Sports Illustrated,6.03813975442028,9
2017,Lisa Shen Yang,Tencent,7.271695272236444,9
2017,Manny Navarro,Miami Herald,7.262667193282095,9
2017,Marc Berman,New York Post,8.14969831895819,9
2017,Marc Kestecher,ESPN Radio,6.854165390637264,9
2017,Marc Spears,The Undefeated,7.855018489837442,9
2017,Marc Stein,ESPN.com,4.781730563199641,9
2017,Marcelo Nogueira,Ole,9.563319478258956,9
2017,Mark Jackson,ABC/ESPN,6.362557500335058,9
2017,Mark Medina,LA Daily News,4.98807846733916,9
2017,Matt Moore,CBSSports.com,7.147943411008443,9
2017,Matt Winer,Turner,6.024795235103812,9
2017,Michael Grange,Rogers Sportsnet,6.749143927649277,9
2017,Michael Wilbon,ABC/ESPN,5.317128659171393,9
2017,Michelle Beadle,ABC/ESPN,7.279108919647857,9
2017,Mike Breen,ABC/ESPN,6.416280966055998,9
2017,Nate Taylor,Indianapolis Star,7.742763099235489,9
2017,NBA Fan Vote,NA,1.629891240097159,1
2017,Nira Khurana,Excelsior,6.276740348162614,9
2017,Paul Flannery,SB Nation,4.529241812050957,9
2017,Rachel Nichols,ABC/ESPN,5.630929590360033,9
2017,Ramona Shelburne,ESPN.com,5.104633909556378,9
2017,Reggie Miller,Turner,8.29164205615631,9
2017,Ric Bucher,Bleacher Report,8.458258923394558,9
2017,Richard Walker,Gaston Gazette,10.61557867060812,9
2017,Rod Beard,Detroit News,4.962430364510872,9
2017,Ron Tillery,Memphis Commercial-Appeal,8.024265380846584,9
2017,Royce Young,ESPN,7.407436777508142,9
2017,Ryan Wolstat,Toronto Sun,5.716735122807064,9
2017,Sage Steele,ABC/ESPN,5.859238968881256,9
2017,Sam Amick,USA Today,4.590352725117157,9
2017,Sean Deveney,The Sporting News,6.397189912252688,9
2017,Sekou Smith,NBA.com,6.706035861721285,9
2017,Steve Aschburner,NBA.com,5.445000489434427,9
2017,Steve Kyler,Basketball Insiders,8.978078432112255,9
2017,Steve Smith,Turner,6.26973772709003,9
2017,Tim Reynolds,Associated Press,10.310795417171752,9
2017,TJ Manotoc,ABC-CBN,7.677521305058519,9
2017,Tony Jones,Salt Lake Tribune,8.436424737587199,9
2017,Vincent Goodwill,CSN Chicago,5.78698546005298,9
2017,Weiping Zhang,CCTV,8.00511817155358,9
2017,Yoko Miyaji,Sports Graphic Number,4.886027912342988,9
2017,Zach Lowe,ESPN.com,7.056646655357448,9
2018,A. Sherrod Blakely,NBC Sports Boston,7.532576592385979,9
2018,Ailene Voisin,Sacramento Bee,4.46751748969877,9
2018,Amin Elhassan,ESPN.com,5.622614369102115,9
2018,Andrew Sharp,Sports Illustrated,4.169867179290359,9
2018,Anthony Slater,The Athletic,4.896415471867563,9
2018,Ben Golliver,Sports Illustrated,4.96461442146681,9
2018,Bill Oram,Orange County Register,4.709111980389266,9
2018,Bill Simmons,The Ringer,5.5489833851632735,9
2018,Brent Barry,Turner,6.32269623347501,9
2018,Brett Dawson,The Oklahoman,4.724093626999122,9
2018,Brian Mahoney,Associated Press,7.553684491761733,9
2018,Brian Windhorst,ESPN.com,4.480725401098677,9
2018,Cassidy Hubbarth,ESPN,4.207140529548904,9
2018,Chase Hughes,NBCSportsWashington.com,6.079603571565407,9
2018,Chris Broussard,Fox Sports,5.68225117318293,9
2018,Chris Haynes,ESPN.com,5.838888669926542,9
2018,Chris Mannix,Yahoo!,4.939965030953188,9
2018,Chris Webber,Turner,6.66714939190948,9
2018,Clifton Brown,Indianapolis Star,3.9909253177288915,9
2018,Connor Letourneau,San Francisco Chronicle,4.170923724922358,9
2018,Dave McMenamin,ESPN.com,5.377377020485825,9
2018,David Aldridge,Turner,5.571291533154632,9
2018,Davide Chinellato,La Gazzetta dello Sport,5.114311981828389,9
2018,Dennis Scott,Turner,8.496439955028167,9
2018,Diego Martínez Cabrera,Periódico Reforma,6.948142168582397,9
2018,Doris Burke,ABC/ESPN,4.597080934554361,9
2018,Eddie Sefko,Dallas Morning News,7.01680402995563,9
2018,Elliott Teaford,Southern California News Group,6.163916029912564,9
2018,Ernie Johnson,Turner,4.996341390096278,9
2018,Flavio Tranquillo,Sky Italia,6.769602966031955,9
2018,Frank Isola,Sirius Radio/New York Daily News,7.151457897355499,9
2018,Gary Washburn,Boston Globe,8.451798037128858,9
2018,Gina Mizell,Denver Post,4.696904721997381,9
2018,Greg Anthony,Turner,6.332222887186697,9
2018,Greg Logan,Newsday,5.723600094277966,9
2018,Howard Beck,Bleacher Report,5.554294652929796,9
2018,Jackie MacMullan,ESPN.com,4.769127118335447,9
2018,Jalen Rose,ABC/ESPN,6.857792496011782,9
2018,Jared Greenberg,Turner,5.062316344501004,9
2018,Jason Jones,Sacramento Bee,5.6707902013729585,9
2018,Jason Lloyd,The Athletic,4.968154427225133,9
2018,Jason Quick,NBC Sports Northwest,6.882129641604502,9
2018,Jeff McDonald,San Antonio Express‐News,4.3343459218061895,9
2018,Jeff Zillgitt,USA Today,5.62014621313639,9
2018,Jerry Zgoda,Minneapolis Star Tribune,4.665064083772381,9
2018,Joe Cowley,Chicago Sun‐Times,7.44528735378257,9
2018,John Schuhmann,NBA.com,4.421566733688018,9
2018,Jon Barry,ESPN Radio,4.359786415461895,9
2018,Justin Termine,Sirius Radio,3.9343300330677735,9
2018,K.C. Johnson,Chicago Tribune,4.549038342079267,9
2018,Keith Pompey,Philadelphia Inquirer,6.424214997807411,9
2018,Kevin Arnovitz,ESPN.com,5.404036376243644,9
2018,Kevin Harlan,Turner,5.518506428129925,9
2018,Kevin O'Connor,The Ringer,4.89485314966273,9
2018,Kevin Pelton,ESPN.com,6.453284350106472,9
2018,Kristen Ledlow,Turner,5.184299774594858,9
2018,Kurt Helin,NBCSports.com,5.613152163396651,9
2018,Lee Jenkins,Sports Illustrated,4.956234604205033,9
2018,Lisa Shen Yang,Tencent,4.098084137973334,9
2018,Manny Navarro,Miami Herald,6.787196717005888,9
2018,Marc Berman,New York Post,7.983954663853422,9
2018,Marc Kestecher,ESPN Radio,4.377736303413718,9
2018,Mark Jackson,ABC/ESPN,6.492928415739718,9
2018,Marv Albert,Turner,5.421586751264457,9
2018,Matt Velazquez,Milwaukee Journal Sentinel,4.841369857797387,9
2018,Matt Winer,Turner,4.918084570183945,9
2018,Michael Grange,Rogers Sportsnet,6.898697277457188,9
2018,Michael Wilbon,ABC/ESPN,4.345299133585648,9
2018,Michelle Beadle,ABC/ESPN,5.31342467284858,9
2018,Mike Breen,ABC/ESPN,3.9567713125110306,9
2018,Mike Ganter,Toronto Sun,6.0570312509694135,9
2018,NBA Fan Vote,NA,3.3629434365545636,5
2018,Nira Khurana,Excelsior,5.104375621351655,9
2018,Paul Flannery,SB Nation,5.417453092422972,9
2018,Rachel Nichols,ABC/ESPN,4.990674798067839,9
2018,Ramona Shelburne,ESPN.com,4.549650594504874,9
2018,Reggie Miller,Turner,5.827566391050439,9
2018,Ric Bucher,Bleacher Report,8.218874762820024,9
2018,Richard Walker,Gaston Gazette,7.741337339182372,9
2018,Rob Mahoney,Sports Illustrated,6.002400276283095,9
2018,Rod Beard,Detroit News,4.576346926322579,9
2018,Ron Tillery,Memphis Commercial Appeal,5.042901648171946,9
2018,Rosalyn Gold-Onwude,Turner,4.854090738775667,9
2018,Royce Young,ESPN.com,6.066295559590555,9
2018,Sam Amick,USA Today,4.028260444614686,9
2018,Scott Bordow,Arizona Republic,6.181149793643424,9
2018,Sean Deveney,The Sporting News,5.990643310966195,9
2018,Sekou Smith,NBA.com,5.161876111250964,9
2018,Stefan Bondy,New York Daily News,4.8728562209981865,9
2018,Steve Aschburner,NBA.com,4.034737490277822,9
2018,Steve Smith,Turner,4.10029738902839,9
2018,Thales Soares,Globoesporte.com,7.0231877111590535,9
2018,Tim Reynolds,Associated Press,7.91082721855954,9
2018,TJ Manotoc,ABS‐CBN,4.813961344108184,9
2018,Tony Jones,Salt Lake Tribune,7.621946490827349,9
2018,Vincent Goodwill,NBC Sports Chicago,5.66628990074419,9
2018,Weiping Zhang,CCTV,5.576157903950298,9
2018,Will Guillory,New Orleans Times‐Picayune,5.926497219715682,9
2018,Xavier Vaution,BeIn Sport,6.027222230565826,9
2018,Yoko Miyaji,Sports Graphic Number,4.263563996503604,9
2018,Zach Lowe,ESPN.com,4.518219855567878,9
2019,A. Sherrod Blakely,NBC Sports Boston,8.658650186901163,9
2019,Amin Elhassan,ESPN,6.6594600378119395,9
2019,Andre Voigt,DAZN,4.172770883695093,9
2019,Andrew Sharp,Sports Illustrated,4.4291359540261235,9
2019,Anthony Chiang,Miami Herald,4.069755627173162,9
2019,Anthony Slater,The Athletic,5.983054711833643,9
2019,Bill Oram,The Athletic,3.4367690893339864,9
2019,Bill Simmons,The Ringer,5.079377801659115,9
2019,Brian Lewis,New York Post,4.486709209833551,9
2019,Brian Mahoney,Associated Press,5.156350472763452,9
2019,Brian Windhorst,ESPN,5.25309758473833,9
2019,Casey Stern,Turner Sports,6.471861631100351,9
2019,Cassidy Hubbarth,ESPN,4.612184660962527,9
2019,Chris Broussard,Fox Sports,5.522791386121607,9
2019,Chris Haynes,Yahoo! Sports,6.429185485491346,9
2019,Chris Mannix,Sports Illustrated,4.684818730838875,9
2019,Dave Campbell,Associated Press,4.368998027508455,9
2019,Dave McMenamin,ESPN,5.953106196138732,9
2019,Dave Pasch,ESPN,4.954635741130321,9
2019,David Cobb,Memphis Commercial Appeal,6.751660319110157,9
2019,Dennis Scott,Turner Sports,7.070111483175886,9
2019,Diego Martínez Cabrera,Reforma,6.80211519937295,9
2019,Doris Burke,ESPN,3.2140290242458818,9
2019,Doug Smith,Toronto Star,6.024858656145138,9
2019,Duane Rankin,Arizona Republic,6.890544331804075,9
2019,Eric Woodyard,Deseret News,6.419562843175692,9
2019,Erik Horne,The Oklahoman,4.571955066447723,9
2019,Flavio Tranquillo,Sky Italia,5.47958841169118,9
2019,Frank Isola,Sirius Radio/The Athletic,6.176161253958066,9
2019,Fred Katz,The Athletic,5.176546724507333,9
2019,Gary Washburn,Boston Globe,9.05386128043389,9
2019,Greg Anthony,Turner Sports,7.779045368168822,9
2019,Guillermo Schutz,Televisa,3.540889844233978,9
2019,Howard Beck,Bleacher Report,4.726851687236796,9
2019,Jackie MacMullan,ESPN,4.166765721103697,9
2019,Jalen Rose,ESPN,5.730715978583116,9
2019,Jared Greenberg,Turner,5.071494235422262,9
2019,Jason Anderson,Sacramento Bee,4.092258220825101,9
2019,Jeff McDonald,San Antonio Express‐News,5.049171739691793,9
2019,Jeff Zillgitt,USA Today,4.531375001063956,9
2019,Joe Freeman,The Oregonian,4.7868027883967805,9
2019,Joe Vardon,The Athletic,7.153656441958985,9
2019,John Schuhmann,NBA.com,4.071261574671134,9
2019,Jon Barry,ESPN,5.9710076679622,9
2019,Josh Robbins,The Athletic,4.226293552674507,9
2019,Justin Termine,Sirius Radio,4.360093113663887,9
2019,K.C. Johnson,Chicago Tribune,4.4903019638962505,9
2019,Keith Pompey,Philadelphia Inqurier and Daily News,7.347031592398495,9
2019,Kelly Iko,The Athletic,5.696843088952054,9
2019,Kennegh Lau,BesTV,9.632790896791901,9
2019,Kevin Arnovitz,ESPN,4.542034746256778,9
2019,Kevin Harlan,Turner Sports,4.281583250228475,9
2019,Kevin O'Connor,The Ringer,4.0704196637537935,9
2019,Kevin Pelton,ESPN,7.08214282915555,9
2019,Kristen Ledlow,Turner Sports,3.6477180997344427,9
2019,Kurt Helin,NBCSports.com,4.2395235890141985,9
2019,Lisa Hsu,Tencent,4.4693982466509805,9
2019,Marc Kestecher,ESPN,4.593873225833016,9
2019,Mark Jackson,ESPN,6.570428775643461,9
2019,Mark Jones,ESPN,5.501849814052967,9
2019,Marv Albert,Turner Sports,4.63732887601695,9
2019,Massimo Lopes Pegna,La Gazzetta dello Sport,7.62498795513116,9
2019,Matt Velazquez,Milwaukee Journal Sentinel,3.7943399422813506,9
2019,Matt Winer,Turner Sports,5.14252250736893,9
2019,Maxime Malet,L'Equipe,6.867044712245421,9
2019,Michael Grange,Rogers Sportsnet,6.041174100631119,9
2019,Michael Wilbon,ESPN,4.69261267529862,9
2019,Michelle Beadle,ESPN,4.927825007394158,9
2019,Mike Breen,ESPN,4.887250638300848,9
2019,Mike Singer,Denver Post,4.503853905747063,9
2019,Mirjam Swanson,Southern California News Group,4.462488675119826,9
2019,NBA Fan Vote,NA,0.9620810776644555,1
2019,Nira Khurana,Perform,4.570622692066018,9
2019,Olgun Uluc,Fox Sports Australia,5.499585971575066,9
2019,Paul Flannery,SB Nation,4.08646847535345,9
2019,Rachel Nichols,ESPN,4.228472842672644,9
2019,Ramona Shelburne,ESPN,5.459068334387574,9
2019,Reggie Miller,Turner Sports,6.2415311568525285,9
2019,Reid Forgrave,CBSSports.com,5.735443973862245,9
2019,Ric Bucher,Bleacher Report,5.739187476553256,9
2019,Richard Walker,Gaston Gazette,8.231777985347897,9
2019,Rob Mahoney,Sports Illustrated,4.224161606122513,9
2019,Rod Beard,Detroit News,4.009616967361319,9
2019,Rosalyn Gold-Onwude,Turner,4.116827468123422,9
2019,Royce Young,ESPN,7.008629078184665,9
2019,Ryan Wolstat,Toronto Sun,4.710237818731361,9
2019,Sam Amick,The Athletic,4.420407440367682,9
2019,Scott Agness,The Athletic,4.434321398644261,9
2019,Sean Deveney,The Sporting News,6.764538867901354,9
2019,Sekou Smith,NBA.com,3.858853847325755,9
2019,Stefan Bondy,New York Daily News,7.454323038612679,9
2019,Steve Aschburner,NBA.com,4.580668256528329,9
2019,Steve Smith,Turner Sports,4.441117842538837,9
2019,Tim Bontemps,ESPN,6.655803193063294,9
2019,Tim MacMahon,ESPN,4.947024135327849,9
2019,Tim Reynolds,Associated Press,6.180469914781433,9
2019,Vincent Goodwill,Yahoo! Sports,6.628407157507003,9
2019,Weiping Zhang,CCTV,5.2733677617494985,9
2019,Will Guillory,The Athletic,5.961289252669062,9
2019,Zach Harper,The Athletic,4.270936508737631,9
2019,Zach Lowe,ESPN,3.3815702514324255,9
2020,Adam Himmelsbach,Boston Globe,5.559901625445873,9
2020,Amin Elhassan,ESPN,7.210739242417445,9
2020,Andy Larsen,Salt Lake Tribune,6.245908925912703,9
2020,Anthony Chiang,Miami Herald,4.496525274066666,9
2020,Antoine Bancharel,Canal+ Afrique,6.766658031032586,9
2020,Antoni Daimiel,Movistar+,9.494167020078134,9
2020,Bill Simmons,The Ringer,6.880663656695551,9
2020,Brad Townsend,Dallas Morning News,5.395576936286946,9
2020,Brian Mahoney,Associated Press,7.725296407386704,9
2020,Brian Windhorst,ESPN,6.490834171051068,9
2020,Candace Parker,Turner,5.802466330322651,9
2020,Casey Stern,Turner,7.054773521525857,9
2020,Cassidy Hubbarth,ESPN,4.958482206178268,9
2020,Chris Broussard,Fox Sports,7.416893833039874,9
2020,Chris Fedor,Cleveland.com,4.723461528186745,9
2020,Chris Haynes,Yahoo! Sports,9.628131436646129,9
2020,Chris Hine,Minneapolis Star Tribune,6.589017049219248,9
2020,Chris Kirschner,The Athletic,4.679625009317924,9
2020,Chris Mannix,Sports Illustrated,6.311087654412211,9
2020,Chris Sasaki,Rakuten,4.94306108459341,9
2020,Connor Letourneau,San Francisco Chronicle,4.945236552183845,9
2020,Coral Lu,ESPN-Tencent,6.704794688821335,9
2020,Dan Devine,The Ringer,6.785092512351726,9
2020,Dave McMenamin,ESPN,6.424477180295827,9
2020,Dave Pasch,ESPN,7.229866747533164,9
2020,Davide Chinellato,La Gazzetta dello Sport,7.85984696888917,9
2020,Dennis Scott,Turner,9.145881660064585,9
2020,Diego Martínez Cabrera,Reforma,5.703628913783056,9
2020,Doris Burke,ESPN,4.839849776553581,9
2020,Doug Smith,The Toronto Star,6.861480661040403,9
2020,Duane Rankin,Arizona Republic,7.456150328142324,9
2020,Erik Horne,The Athletic,6.04133822968706,9
2020,Ernie Johnson,Turner,6.036371047912432,9
2020,Evan Barnes,Memphis Commercial Appeal,4.880512444525699,9
2020,Frank Isola,Sirius Radio,7.099507816965939,9
2020,Fred Katz,The Athletic,6.668364220625961,9
2020,Gary Washburn,Boston Globe,7.909678073719091,9
2020,Greg Anthony,Turner,7.809103699548037,9
2020,Greg Logan,Newsday,10.384037913194392,9
2020,Howard Beck,Bleacher Report,5.73975042714724,9
2020,Jackie MacMullan,ESPN,5.5350701736229615,9
2020,Jalen Rose,ESPN,8.486119000132529,9
2020,Jared Greenberg,Turner,6.336542393398459,9
2020,Jason Anderson,Sacramento Bee,5.705152236357433,9
2020,Jason Quick,The Athletic,6.9928460957410525,9
2020,Jeff McDonald,San Antonio Express-News,5.73318112291808,9
2020,Jeff Zillgitt,USA Today,7.167469119320411,9
2020,Joe Cowley,Chicago Sun-Times,9.984920189871366,9
2020,Joe Vardon,The Athletic,7.103882281666947,9
2020,John Schuhmann,NBA.com,5.873611414241784,9
2020,Jon Barry,ESPN,5.99007148086489,9
2020,Josh Robbins,The Athletic,5.586670157876835,9
2020,Justin Termine,Sirius Radio,8.343016181167421,9
2020,Keith Pompey,Philadelphia Inquirer and Daily News,8.44165226976564,9
2020,Kelly Iko,The Athletic,4.834479606180816,9
2020,Kevin Arnovitz,ESPN,8.256164565344175,9
2020,Kevin Harlan,Turner,5.228956604235661,9
2020,Kevin O'Connor,The Ringer,7.304241207160672,9
2020,Kevin Pelton,ESPN,9.236295358080957,9
2020,Kristen Ledlow,Turner,5.372989241105997,9
2020,Kurt Helin,NBCSports.com,4.949016260998857,9
2020,Lisa Hsu,Tencent,5.114876944768723,9
2020,Marc Berman,New York Post,7.737015876514893,9
2020,Marc Kestecher,ESPN,6.518437986265647,9
2020,Maria Taylor,ESPN,8.46220913109619,9
2020,Mark Jackson,ESPN,7.3754517438836515,9
2020,Mark Jones,ESPN,8.709649887473812,9
2020,Mark Medina,USA Today,6.482891603283185,9
2020,Marv Albert,Turner,5.066576043544536,9
2020,Matt Velazquez,Milwaukee Journal Sentinel,5.243923843897753,9
2020,Matt Winer,Turner,5.748555619230046,9
2020,Maxime Malet,L'Equipe,5.6542291732169065,9
2020,Michael Wilbon,ESPN,7.820670159216625,9
2020,Mike Breen,ESPN,5.668440177781223,9
2020,Mike Ganter,The Toronto Sun,5.651015384066172,9
2020,Mirjam Swanson,Southern California News Group,7.760258686814725,9
2020,NBA Fan Vote,NBA.com,1.2036056940155555,1
2020,Nick Kosmider,The Athletic,7.401715602011309,9
2020,Rachel Nichols,ESPN,5.450727868566828,9
2020,Ramona Shelburne,ESPN,5.733592530236606,9
2020,Remi Reverchon,BeIN Sport (France),7.336899748525397,9
2020,Renjun Bao,Tencent,6.328077296352061,9
2020,Ric Bucher,Bleacher Report,9.062273913527166,9
2020,Rod Beard,Detroit News,6.88439667518649,9
2020,Royce Young,ESPN,7.9014729768958505,9
2020,Sam Amick,The Athletic,5.219332707852012,9
2020,Seerat Sohi,Yahoo! Sports,9.509349352951972,9
2020,Sekou Smith,NBA.com,7.257506141442062,9
2020,Shams Charania,The Athletic/Stadium,7.9981023988568145,9
2020,Shaun Powell,NBA.com,5.122813707595212,9
2020,Simone Sandri,La Gazzetta Dello Sport,6.124990086219415,9
2020,Stephen A. Smith,ESPN,6.101258203446403,9
2020,Steve Aschburner,NBA.com,7.442902080770377,9
2020,Steve Smith,Turner,5.532813595769678,9
2020,Tim Bontemps,ESPN,8.046405411219876,9
2020,Tim Reynolds,Associated Press,7.123967353948239,9
2020,Vincent Goodwill,Yahoo! Sports,5.369620912104586,9
2020,Will Guillory,The Athletic,4.883550614554735,9
2020,Yoko Miyaji,Sports Graphic Number,5.042446918850007,9
2020,Zach Harper,The Athletic,5.888075605806907,9
2020,Zach Lowe,ESPN,4.8613438718641095,9
2021,Adam Himmelsbach,Boston Globe,3.524997910256013,9
2021,Anthony Chiang,Miami Herald,4.901961545585868,9
2021,Anthony Slater,The Athletic,5.906255239376097,9
2021,Antoni Daimiel,Movistar+,7.468236078214577,9
2021,Bill Reiter,CBSSports.com,4.341653391647249,9
2021,Bill Simmons,The Ringer,5.0430632458203455,9
2021,Brad Townsend,Dallas Morning News,5.133803866947835,9
2021,Brian Lewis,New York Post,4.241350099684306,9
2021,Brian Mahoney,Associated Press,6.401501329880432,9
2021,Brian Windhorst,ESPN,4.941874620648937,9
2021,Candace Parker,Turner,4.987001234443632,9
2021,Cassidy Hubbarth,ESPN,4.8128528425838475,9
2021,Chris Broussard,Fox Sports,7.471235200730091,9
2021,Chris Fedor,Cleveland.com,4.360289705733379,9
