year,award,voter_name,affiliation,player,points_given,num_ballots,tot_pts,avg_pts,abs_pt_diff,sq_pt_diff
2014,All-NBA,Glenn Consor,106.7 The Fan,John Wall,3,125,70,0.5403225806451613,2.459677419354839,6.050013007284081
2014,All-NBA,Grant Napear,CSN-CA,Al Jefferson,0,125,191,1.5403225806451613,1.5403225806451613,2.3725936524453695
2014,All-NBA,Howard Beck,Bleacher Report,Chris Paul,1,125,540,4.346774193548387,3.346774193548387,11.200897502601457
2014,All-NBA,Hubie Brown,ESPN,Tim Duncan,3,125,63,0.4838709677419355,2.5161290322580645,6.330905306971904
2014,All-NBA,Ian Eagle,YES Network,Paul George,3,125,171,1.3548387096774193,1.6451612903225807,2.7065556711758587
2014,All-NBA,Ira Winderman,South Florida Sun Sentinel,Tony Parker,5,125,210,1.653225806451613,3.346774193548387,11.200897502601457
2014,All-NBA,Israel Gutierrez,ESPN.com,Kyle Lowry,3,125,29,0.20967741935483872,2.7903225806451615,7.785900104058274
2014,All-NBA,JA Adande,ESPN.com,Tony Parker,3,125,210,1.6693548387096775,1.3306451612903225,1.7706165452653484
2014,All-NBA,Jason Jackson,Sun Sports,DeMarcus Cousins,5,125,14,0.07258064516129033,4.92741935483871,24.27946149843913
2014,All-NBA,Jason Jones,Sacramento Bee,Carmelo Anthony,3,125,86,0.6693548387096774,2.3306451612903225,5.431906867845994
2014,All-NBA,Jason Kosmicki,Altitude Radio Network,Marc Gasol,5,125,16,0.08870967741935484,4.911290322580645,24.120772632674296
2014,All-NBA,Jason Lloyd,Akron Beacon Journal,Joakim Noah,0,125,551,4.443548387096774,4.443548387096774,19.745122268470343
2014,All-NBA,Jeff McDonald,San Antonio Express-News,John Wall,3,125,70,0.5403225806451613,2.459677419354839,6.050013007284081
2014,All-NBA,Jeff Zillgitt,USA Today,James Harden,0,125,502,4.048387096774194,4.048387096774194,16.389438085327786
2014,All-NBA,Jerry Zgoda,Minneapolis Star Tribune,Paul George,3,125,171,1.3548387096774193,1.6451612903225807,2.7065556711758587
2014,All-NBA,Jim Barnett,Comcast SportsNet Bay Area,Tim Duncan,5,125,63,0.46774193548387094,4.532258064516129,20.54136316337149
2014,All-NBA,Jim Paschke,Fox Sports Wisconsin,Paul George,3,125,171,1.3548387096774193,1.6451612903225807,2.7065556711758587
2014,All-NBA,Jim Petersen,Fox Sports North,Tony Parker,5,125,210,1.653225806451613,3.346774193548387,11.200897502601457
2014,All-NBA,Jody Genessy,Deseret News,Goran Dragic,3,125,115,0.9032258064516129,2.096774193548387,4.396462018730489
2014,All-NBA,Joe Cowley,Chicago Sun-Times,Damian Lillard,3,125,115,0.9032258064516129,2.096774193548387,4.396462018730489
2014,All-NBA,Joe Freeman,The Oregonian,Goran Dragic,3,125,115,0.9032258064516129,2.096774193548387,4.396462018730489
2014,All-NBA,Joel Meyers,Fox Sports New Orleans,Al Jefferson,3,125,191,1.5161290322580645,1.4838709677419355,2.2018730489073883
2014,All-NBA,John Reid,New Orleans Times Picayune,Damian Lillard,3,125,115,0.9032258064516129,2.096774193548387,4.396462018730489
2014,All-NBA,Jon Barry,ESPN Radio,Tim Duncan,3,125,63,0.4838709677419355,2.5161290322580645,6.330905306971904
2014,All-NBA,Jonathan Feigen,Houston Chronicle,Damian Lillard,3,125,115,0.9032258064516129,2.096774193548387,4.396462018730489
2014,All-NBA,K.C. Johnson,Chicago Tribune,Tony Parker,5,125,210,1.653225806451613,3.346774193548387,11.200897502601457
