voter_name,affiliation,year,yr_contrary,num_awards_voted
Matt Devlin,SportsNet/TSN,2016,9.261846940166404,3
Matt Pinto,WWLS / 98.1,2016,28.54490492135661,5
Matt Winer,NBA TV,2016,53.22166761406994,9
Michael Cage,Fox Sports Oklahoma,2016,42.71607540106797,5
Michael Smith,Prime Ticket,2016,55.31769029258546,7
Michael Wilbon,ESPN,2016,56.332493920376734,9
Mike Breen,ABC Sports,2016,50.93288076541285,9
Mike Crispino,MSG Network,2016,22.128568896452734,4
Mike Fratello,TNT,2016,92.08226918291504,9
Mike Gorman,Comcast SportsNet New England,2016,18.657626527369636,3
Mike Inglis,WAXY Radio,2016,12.101514189240543,2
Mike Monroe,The Rivard Report,2016,53.899903853202574,9
Mike Rice,Comcast SportsNet NW,2016,51.94476939166469,7
Mike Tirico,ESPN,2016,52.050260776125945,9
Nate Taylor,Indianapolis Star,2016,26.540008393496798,4
NBA Fan Vote,NBA.com/Twitter/Google,2016,12.160927829753508,1
Neil Funk,Comcast SportsNet Chicago,2016,19.45317234427968,3
Nick Friedell,ESPNChicago.com,2016,18.991744656789702,3
Paul Coro,The Arizona Republic,2016,67.2468332910443,9
Paul Jones,TSN 1050/Sportsnet 590 The Fan,2016,17.278099947372123,3
Pete Pranica,Fox Sports Southeast,2016,65.74123969702654,9
Phil Chenier,Comcast SportsNet Mid-Atlantic,2016,49.89451421897989,7
Ralph Lawler,Prime Ticket,2016,52.78551534759137,6
Ramona Shelburne,ESPN.com,2016,54.282628307710226,9
Ric Bucher,Bleacher Report,2016,58.7649047749442,9
Rick Bonnell,Charlotte Observer,2016,40.52912586326817,8
Rod Beard,Detroit News,2016,49.68469108319137,7
Ron Boone,ROOT Sports,2016,54.2292040419607,9
Ron Tillery,Memphis Commercial Appeal,2016,53.27317906170783,9
Royce Young,ESPN.com,2016,28.752300146918166,5
Rusty Simmons,San Francisco Chronicle,2016,36.774410434630894,6
Sage Steele,ABC Sports,2016,54.874579021130494,9
Sam Amick,USA Today,2016,50.64569418352611,9
Sam Smith,Bulls.com,2016,81.25699453905214,9
Scott Hastings,Altitude Sports & Entertainment,2016,35.858086233130855,7
Sean Deveney,The Sporting News,2016,72.8980618016045,9
Sean Grande,98.5 The Sports Hub,2016,31.84030193355226,4
Sean Kelley,WRNO 99.5 FM,2016,59.11586480219695,9
Sherman Hamilton,NBA TV Canada,2016,34.884903699662765,3
Stacey King,Comcast SportsNet Chicago,2016,22.929526194109357,4
Stefan Bondy,New York Daily News,2016,36.32438561463567,4
Stephanie Ready,Fox Sports Carolinas/SportSouth,2016,44.82099134807817,6
Steve Aschburner,NBA.com,2016,59.9976626203177,9
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,2016,55.82919502021368,7
Steve Holman,Hawks Radio Network,2016,61.68597248008518,9
Steve Martin,Fox Sports Carolinas/SportSouth,2016,49.70344528910814,5
Steve Popper,The Record,2016,21.826620069899498,4
Ted Davis,WTMJ Radio,2016,58.68457562294658,9
Tim Capstraw,WFAN (660),2016,14.801992609367803,4
Tim Kempton,KTAR Radio,2016,77.05656575847004,9
Tim Reynolds,Associated Press,2016,68.4809804690228,9
Tim Roye,KNBR Radio,2016,30.34757058293146,6
Tom Heinsohn,Comcast SportsNet New England,2016,22.53856324724709,3
Tom McGinnis,Sixers Radio,2016,57.91849043182718,7
Tony Fiorentino,Fox Sports Sun,2016,17.646185798736582,3
Vince Ellis,Detroit Free Press,2016,39.579418239616174,7
Vincent Goodwill,CSNChicago.com,2016,6.451381478893845,3
Walt Frazier,MSG Network,2016,10.986450926703343,3
Zach Lowe,ESPN.com,2016,55.78799334254349,9
A. Sherrod Blakely,CSN New England,2017,70.10225386808864,9
Ailene Voisin,Sacramento Bee,2017,63.31299605025928,9
Andrew Sharp,Sports Illustrated,2017,63.68325719024411,9
Anthony Slater,Bay Area News Group,2017,37.76070358473915,9
Antoni Daimiel,Moviestar+,2017,56.44120228543825,9
Ben Golliver,Sports Illustrated,2017,63.73252620622512,9
Bill Oram,Orange County Register,2017,41.5120400634306,9
Bill Simmons,The Ringer,2017,53.585274110801585,9
Brent Barry,Turner,2017,39.863833377246934,9
Brian Lewis,New York Post,2017,39.858978498550975,9
Brian Mahoney,Associated Press,2017,59.4972639914895,9
Brian Windhorst,ESPN.com,2017,50.25936827754323,9
Calvin Watkins,ESPN.com,2017,44.08354632361496,9
Charles Gardner,Milwaukee Journal-Sentinel,2017,45.70770890164596,9
Chris Broussard,Fox Sports,2017,62.357009189166526,9
Chris Webber,Turner,2017,69.67404411108826,9
David Aldridge,Turner,2017,56.26303154507633,9
Davide Chinellato,LaGazetta Dello Sport,2017,47.710707231989836,9
Dennis Scott,Turner,2017,72.09590450316279,9
Doris Burke,ABC/ESPN,2017,40.08760143582972,9
Doug Collins,ABC/ESPN,2017,61.66849334994773,9
Doug Haller,Arizona Republic,2017,37.93934569774923,9
Doug Smith,The Toronto Star,2017,47.65817520756917,9
Eddie Sefko,Dallas Morning News,2017,69.55175715482669,9
Erik Horne,The Oklahoman,2017,49.7231222365935,9
Ernie Johnson,Turner,2017,53.41305116315335,9
Flavio Tranquillo,Sky Italia,2017,72.21886564732101,9
Fran Blinebury,NBA.com,2017,66.52268814892926,9
Frank Isola,Sirius Radio/New York Daily News,2017,50.313598429773954,9
Gary Washburn,Boston Globe,2017,74.01011549341436,9
Howard Beck,Bleacher Report,2017,49.68365783939482,9
Hubie Brown,ABC/ESPN,2017,69.95887822311704,9
J Michael Falgoust,CSN Washington,2017,86.68200501459185,9
JA Adande,ESPN.com,2017,51.643355583370145,9
Jackie MacMullan,ESPN.com,2017,57.97720604338771,9
Jacques Monclar,BEIN Sport,2017,63.220224084464206,9
Jalen Rose,ABC/ESPN,2017,58.93424761233044,9
Jared Greenberg,Turner,2017,57.10813744953841,9
Jason Jones,Sacramento Bee,2017,62.965564320460146,9
Jeff McDonald,San Antonio Express-News,2017,53.10725891828484,9
Jeff Zillgitt,USA Today,2017,46.02298248672796,9
Jerry Zgoda,Minneapolis Star-Tribune,2017,54.67048084214102,9
Joe Freeman,The Oregonian,2017,42.89637027589931,9
Joe Vardon,Cleveland.com,2017,65.05976920784806,9
John Schuhmann,NBA.com,2017,59.226452375068035,9
Jon Barry,ESPN Radio,2017,56.01079807726484,9
Jon Krawczynski,Associated Press,2017,43.12380166171786,9
Justin Termine,Sirius XM,2017,44.65203298084651,9
Justin Verrier,ESPN.com,2017,54.41532340777141,9
K.C. Johnson,Chicago Tribune,2017,42.41870506460926,9
Keith Pompey,Philadelphia Inquirer,2017,52.68742982632853,9
Kevin Arnovitz,ESPN.com,2017,65.75055749956562,9
Kevin Ding,Bleacher Report,2017,64.24634295775446,9
Kevin Harlan,Turner,2017,49.882574627982585,9
Kevin O'Connor,The Ringer,2017,51.62470174812063,9
Kristen Ledlow,Turner,2017,44.14385696547854,9
Kurt Helin,NBCSports.com,2017,44.46974852441851,9
Lang Whitaker,NBA.com,2017,41.33360588136066,9
Lee Jenkins,Sports Illustrated,2017,54.23467573125588,9
Lisa Shen Yang,Tencent,2017,57.410808013155425,9
Manny Navarro,Miami Herald,2017,58.9390620675516,9
Marc Berman,New York Post,2017,68.17326805023987,9
Marc Kestecher,ESPN Radio,2017,58.8827806855484,9
Marc Spears,The Undefeated,2017,70.00277622458204,9
Marc Stein,ESPN.com,2017,38.9508601100948,9
Marcelo Nogueira,Ole,2017,73.24959874515797,9
Mark Jackson,ABC/ESPN,2017,51.05331306638394,9
Mark Medina,LA Daily News,2017,43.82154864803193,9
Matt Moore,CBSSports.com,2017,57.66092994904195,9
Matt Winer,Turner,2017,46.40900441615215,9
Michael Grange,Rogers Sportsnet,2017,56.81867727545538,9
Michael Wilbon,ABC/ESPN,2017,46.85638378336777,9
Michelle Beadle,ABC/ESPN,2017,60.178428733366175,9
Mike Breen,ABC/ESPN,2017,52.8353552434245,9
Nate Taylor,Indianapolis Star,2017,62.5761016965347,9
NBA Fan Vote,NA,2017,12.029318351427898,1
Nira Khurana,Excelsior,2017,53.486543784580114,9
Paul Flannery,SB Nation,2017,40.1832303923458,9
Rachel Nichols,ABC/ESPN,2017,48.28494096002181,9
Ramona Shelburne,ESPN.com,2017,45.33269285169181,9
Reggie Miller,Turner,2017,69.18031528259387,9
Ric Bucher,Bleacher Report,2017,76.29912918761057,9
Richard Walker,Gaston Gazette,2017,92.54729001350825,9
Rod Beard,Detroit News,2017,37.89069407973881,9
Ron Tillery,Memphis Commercial-Appeal,2017,66.5590359332091,9
Royce Young,ESPN,2017,63.17936529482185,9
Ryan Wolstat,Toronto Sun,2017,49.39431505541471,9
Sage Steele,ABC/ESPN,2017,47.64897761288347,9
Sam Amick,USA Today,2017,38.213199041811876,9
Sean Deveney,The Sporting News,2017,52.01650153779568,9
Sekou Smith,NBA.com,2017,53.48316447174135,9
Steve Aschburner,NBA.com,2017,43.26437025366202,9
Steve Kyler,Basketball Insiders,2017,74.74167217588267,9
Steve Smith,Turner,2017,52.948703418296276,9
Tim Reynolds,Associated Press,2017,81.12062848245205,9
TJ Manotoc,ABC-CBN,2017,66.02677820825738,9
Tony Jones,Salt Lake Tribune,2017,63.49853385684805,9
Vincent Goodwill,CSN Chicago,2017,53.73823163609728,9
Weiping Zhang,CCTV,2017,63.41259313427002,9
Yoko Miyaji,Sports Graphic Number,2017,42.91017750766783,9
Zach Lowe,ESPN.com,2017,56.08772470754381,9
A. Sherrod Blakely,NBC Sports Boston,2018,61.485443465041826,9
Ailene Voisin,Sacramento Bee,2018,44.86076165103765,9
Amin Elhassan,ESPN.com,2018,52.11920264278838,9
Andrew Sharp,Sports Illustrated,2018,37.02358325101032,9
Anthony Slater,The Athletic,2018,40.47646978143329,9
Ben Golliver,Sports Illustrated,2018,42.73788774900363,9
Bill Oram,Orange County Register,2018,47.48639630915377,9
Bill Simmons,The Ringer,2018,51.74351012844475,9
Brent Barry,Turner,2018,56.16659845081487,9
Brett Dawson,The Oklahoman,2018,40.41633769598367,9
Brian Mahoney,Associated Press,2018,66.0204955058218,9
Brian Windhorst,ESPN.com,2018,40.09831373683369,9
Cassidy Hubbarth,ESPN,2018,44.217725543423555,9
Chase Hughes,NBCSportsWashington.com,2018,51.981928924110086,9
Chris Broussard,Fox Sports,2018,51.9399901261316,9
Chris Haynes,ESPN.com,2018,57.17555180462626,9
Chris Mannix,Yahoo!,2018,48.44896137851636,9
Chris Webber,Turner,2018,56.775250933272964,9
Clifton Brown,Indianapolis Star,2018,35.95480199807454,9
Connor Letourneau,San Francisco Chronicle,2018,39.03171935799841,9
Dave McMenamin,ESPN.com,2018,49.73986439822868,9
David Aldridge,Turner,2018,50.26485609722146,9
Davide Chinellato,La Gazzetta dello Sport,2018,46.652094044669205,9
Dennis Scott,Turner,2018,76.15572257453998,9
Diego Martínez Cabrera,Periódico Reforma,2018,59.477439517200295,9
Doris Burke,ABC/ESPN,2018,46.082483238764254,9
Eddie Sefko,Dallas Morning News,2018,64.45496299362152,9
Elliott Teaford,Southern California News Group,2018,54.27016108292762,9
Ernie Johnson,Turner,2018,46.359598349466886,9
Flavio Tranquillo,Sky Italia,2018,56.26352883951216,9
Frank Isola,Sirius Radio/New York Daily News,2018,58.08327652492934,9
Gary Washburn,Boston Globe,2018,73.28330119971713,9
Gina Mizell,Denver Post,2018,43.13443136082251,9
Greg Anthony,Turner,2018,59.16523635431466,9
Greg Logan,Newsday,2018,53.84867557135887,9
Howard Beck,Bleacher Report,2018,51.57612532593216,9
Jackie MacMullan,ESPN.com,2018,45.0435377491948,9
Jalen Rose,ABC/ESPN,2018,67.75083101163331,9
Jared Greenberg,Turner,2018,44.90405906116253,9
Jason Jones,Sacramento Bee,2018,42.893347543957105,9
Jason Lloyd,The Athletic,2018,43.88051672367259,9
Jason Quick,NBC Sports Northwest,2018,58.95024686361402,9
Jeff McDonald,San Antonio Express‐News,2018,37.87230232270261,9
Jeff Zillgitt,USA Today,2018,56.68481026886349,9
Jerry Zgoda,Minneapolis Star Tribune,2018,40.554810982197445,9
Joe Cowley,Chicago Sun‐Times,2018,67.36921626116546,9
John Schuhmann,NBA.com,2018,39.364727459208595,9
Jon Barry,ESPN Radio,2018,42.15207203180551,9
Justin Termine,Sirius Radio,2018,34.89609856215498,9
K.C. Johnson,Chicago Tribune,2018,42.871516570053195,9
Keith Pompey,Philadelphia Inquirer,2018,62.605730568923086,9
Kevin Arnovitz,ESPN.com,2018,55.03848786776584,9
Kevin Harlan,Turner,2018,44.265601898397314,9
Kevin O'Connor,The Ringer,2018,46.49837625040541,9
Kevin Pelton,ESPN.com,2018,59.0994470852963,9
Kristen Ledlow,Turner,2018,46.880104318353546,9
Kurt Helin,NBCSports.com,2018,50.32720257756943,9
Lee Jenkins,Sports Illustrated,2018,48.13427580366785,9
Lisa Shen Yang,Tencent,2018,40.768951691976376,9
Manny Navarro,Miami Herald,2018,61.15639649175393,9
Marc Berman,New York Post,2018,63.830634174210935,9
Marc Kestecher,ESPN Radio,2018,44.081432551184825,9
Mark Jackson,ABC/ESPN,2018,59.14486871835543,9
Marv Albert,Turner,2018,42.479955216238494,9
Matt Velazquez,Milwaukee Journal Sentinel,2018,44.05561731120638,9
Matt Winer,Turner,2018,48.61027504646577,9
Michael Grange,Rogers Sportsnet,2018,60.49464247428117,9
Michael Wilbon,ABC/ESPN,2018,39.47738877492919,9
Michelle Beadle,ABC/ESPN,2018,45.45511773226144,9
Mike Breen,ABC/ESPN,2018,36.23235845301841,9
Mike Ganter,Toronto Sun,2018,60.86780606184733,9
NBA Fan Vote,NA,2018,21.240030808658886,5
Nira Khurana,Excelsior,2018,52.01647504447124,9
Paul Flannery,SB Nation,2018,46.768439117269295,9
Rachel Nichols,ABC/ESPN,2018,44.96153372843502,9
Ramona Shelburne,ESPN.com,2018,39.984547654338215,9
Reggie Miller,Turner,2018,49.30873226794398,9
Ric Bucher,Bleacher Report,2018,65.43038803458315,9
Richard Walker,Gaston Gazette,2018,62.98611889258685,9
Rob Mahoney,Sports Illustrated,2018,56.753775446471906,9
Rod Beard,Detroit News,2018,44.65499824575246,9
Ron Tillery,Memphis Commercial Appeal,2018,50.830240840200524,9
Rosalyn Gold-Onwude,Turner,2018,44.6032306229802,9
Royce Young,ESPN.com,2018,51.09579195105517,9
Sam Amick,USA Today,2018,35.00840995155962,9
Scott Bordow,Arizona Republic,2018,62.739842255621404,9
Sean Deveney,The Sporting News,2018,55.13200404060262,9
Sekou Smith,NBA.com,2018,42.64566247652328,9
Stefan Bondy,New York Daily News,2018,42.63824263169188,9
Steve Aschburner,NBA.com,2018,37.17319070922155,9
Steve Smith,Turner,2018,36.2936032078631,9
Thales Soares,Globoesporte.com,2018,67.30341569265464,9
Tim Reynolds,Associated Press,2018,64.48197517299883,9
TJ Manotoc,ABS‐CBN,2018,43.977624702793214,9
Tony Jones,Salt Lake Tribune,2018,65.70128763411589,9
Vincent Goodwill,NBC Sports Chicago,2018,50.70692959712338,9
Weiping Zhang,CCTV,2018,49.43735184433305,9
Will Guillory,New Orleans Times‐Picayune,2018,53.38989265298641,9
Xavier Vaution,BeIn Sport,2018,53.02856890860448,9
Yoko Miyaji,Sports Graphic Number,2018,36.37456577698903,9
Zach Lowe,ESPN.com,2018,45.04484090848733,9
A. Sherrod Blakely,NBC Sports Boston,2019,63.36357192904502,9
Amin Elhassan,ESPN,2019,49.06863824690786,9
Andre Voigt,DAZN,2019,38.46785871039004,9
Andrew Sharp,Sports Illustrated,2019,38.602780912233506,9
Anthony Chiang,Miami Herald,2019,35.05272544680307,9
Anthony Slater,The Athletic,2019,50.15622598397858,9
Bill Oram,The Athletic,2019,33.391754471278595,9
Bill Simmons,The Ringer,2019,45.66483320829795,9
Brian Lewis,New York Post,2019,40.61072477979174,9
Brian Mahoney,Associated Press,2019,43.05815584228424,9
Brian Windhorst,ESPN,2019,40.99892967084936,9
Casey Stern,Turner Sports,2019,50.96697344722943,9
Cassidy Hubbarth,ESPN,2019,42.33232454844161,9
Chris Broussard,Fox Sports,2019,50.77694170448586,9
Chris Haynes,Yahoo! Sports,2019,53.67038581294992,9
Chris Mannix,Sports Illustrated,2019,38.47865842323362,9
Dave Campbell,Associated Press,2019,42.59679591523315,9
Dave McMenamin,ESPN,2019,48.5643762469415,9
Dave Pasch,ESPN,2019,44.54755448499992,9
David Cobb,Memphis Commercial Appeal,2019,57.486508398411665,9
Dennis Scott,Turner Sports,2019,64.43888915832699,9
Diego Martínez Cabrera,Reforma,2019,63.190550247593116,9
Doris Burke,ESPN,2019,30.632756808994177,9
Doug Smith,Toronto Star,2019,53.762487073024126,9
Duane Rankin,Arizona Republic,2019,53.36696319727683,9
Eric Woodyard,Deseret News,2019,53.610047510849306,9
Erik Horne,The Oklahoman,2019,39.24655675164677,9
Flavio Tranquillo,Sky Italia,2019,43.853865220215376,9
Frank Isola,Sirius Radio/The Athletic,2019,55.836747963062614,9
Fred Katz,The Athletic,2019,43.219195711705,9
Gary Washburn,Boston Globe,2019,69.20155312605735,9
Greg Anthony,Turner Sports,2019,65.76425047925487,9
Guillermo Schutz,Televisa,2019,34.66790702437537,9
Howard Beck,Bleacher Report,2019,41.25068697409769,9
Jackie MacMullan,ESPN,2019,39.14850793862887,9
Jalen Rose,ESPN,2019,45.302878749894006,9
Jared Greenberg,Turner,2019,43.46430395353991,9
Jason Anderson,Sacramento Bee,2019,41.87193140971693,9
Jeff McDonald,San Antonio Express-News,2019,41.90317895526302,9
Jeff Zillgitt,USA Today,2019,39.73294394425673,9
Joe Freeman,The Oregonian,2019,42.716928504315376,9
Joe Vardon,The Athletic,2019,64.06185387424543,9
John Schuhmann,NBA.com,2019,39.55126676533196,9
Jon Barry,ESPN,2019,53.80711431130669,9
Josh Robbins,The Athletic,2019,38.34538685234701,9
Justin Termine,Sirius Radio,2019,39.56370883115581,9
K.C. Johnson,Chicago Tribune,2019,39.337421359688356,9
Keith Pompey,Philadelphia Inqurier and Daily News,2019,57.40419936639885,9
Kelly Iko,The Athletic,2019,48.410864440130716,9
Kennegh Lau,BesTV,2019,82.19431922544992,9
Kevin Arnovitz,ESPN,2019,41.44044540807829,9
Kevin Harlan,Turner Sports,2019,39.05387731503547,9
Kevin O'Connor,The Ringer,2019,34.73961791240445,9
Kevin Pelton,ESPN,2019,58.44991802356541,9
Kristen Ledlow,Turner Sports,2019,33.265948863372614,9
Kurt Helin,NBCSports.com,2019,36.995652184726815,9
Lisa Hsu,Tencent,2019,39.289913440732924,9
Marc Kestecher,ESPN,2019,41.34022291958236,9
Mark Jackson,ESPN,2019,52.75444358110832,9
Mark Jones,ESPN,2019,46.77092577813843,9
Marv Albert,Turner Sports,2019,46.05090168351356,9
Massimo Lopes Pegna,La Gazzetta dello Sport,2019,56.65251205914121,9
Matt Velazquez,Milwaukee Journal Sentinel,2019,32.97106387429537,9
Matt Winer,Turner Sports,2019,46.99481712057626,9
Maxime Malet,L'Equipe,2019,54.05395172780722,9
Michael Grange,Rogers Sportsnet,2019,54.331012349569804,9
Michael Wilbon,ESPN,2019,42.01881382580658,9
Michelle Beadle,ESPN,2019,40.13426244134713,9
Mike Breen,ESPN,2019,41.905828003218446,9
Mike Singer,Denver Post,2019,39.74880766274737,9
Mirjam Swanson,Southern California News Group,2019,43.313795313505494,9
NBA Fan Vote,NA,2019,5.390129868565321,1
Nira Khurana,Perform,2019,45.17801238286898,9
Olgun Uluc,Fox Sports Australia,2019,50.001398610347415,9
Paul Flannery,SB Nation,2019,38.2979072716072,9
Rachel Nichols,ESPN,2019,35.282253226420366,9
Ramona Shelburne,ESPN,2019,50.16051015428258,9
Reggie Miller,Turner Sports,2019,50.463409847795326,9
Reid Forgrave,CBSSports.com,2019,44.09751827097525,9
Ric Bucher,Bleacher Report,2019,46.61667748230493,9
Richard Walker,Gaston Gazette,2019,58.503029796007766,9
Rob Mahoney,Sports Illustrated,2019,37.83170324109793,9
Rod Beard,Detroit News,2019,37.93531548460481,9
Rosalyn Gold-Onwude,Turner,2019,37.525378941279236,9
Royce Young,ESPN,2019,56.6741518534731,9
Ryan Wolstat,Toronto Sun,2019,39.03850971687986,9
Sam Amick,The Athletic,2019,40.70452334994664,9
Scott Agness,The Athletic,2019,35.497242532361014,9
Sean Deveney,The Sporting News,2019,60.3710311680579,9
Sekou Smith,NBA.com,2019,36.451172000407865,9
Stefan Bondy,New York Daily News,2019,61.24172176496613,9
Steve Aschburner,NBA.com,2019,42.83207820250396,9
Steve Smith,Turner Sports,2019,42.718794307707114,9
Tim Bontemps,ESPN,2019,56.01682420043792,9
Tim MacMahon,ESPN,2019,39.42436675437363,9
Tim Reynolds,Associated Press,2019,50.29159939145884,9
Vincent Goodwill,Yahoo!,2019,48.461463274186194,9
Weiping Zhang,CCTV,2019,55.02285018007106,9
Will Guillory,The Athletic,2019,52.51045023789001,9
Zach Harper,The Athletic,2019,37.35206335689043,9
Zach Lowe,ESPN,2019,30.23411433515353,9
Adam Himmelsbach,Boston Globe,2020,42.00432355393557,9
Amin Elhassan,ESPN,2020,55.72845329172496,9
Andy Larsen,Salt Lake Tribune,2020,45.56769093533301,9
Anthony Chiang,Miami Herald,2020,38.13836267862666,9
Antoine Bancharel,Canal+ Afrique,2020,54.94266681190946,9
Antoni Daimiel,Movistar+,2020,71.99053766306939,9
Bill Simmons,The Ringer,2020,49.89525466252806,9
Brad Townsend,Dallas Morning News,2020,45.662273673056056,9
Brian Mahoney,Associated Press,2020,58.014928727836555,9
Brian Windhorst,ESPN,2020,49.87795747226914,9
Candace Parker,Turner,2020,42.63363858749013,9
Casey Stern,Turner,2020,55.11798523861638,9
Cassidy Hubbarth,ESPN,2020,41.13194270281492,9
Chris Broussard,Fox Sports,2020,53.18216038216901,9
Chris Fedor,Cleveland.com,2020,39.27533439877669,9
Chris Haynes,Yahoo! Sports,2020,61.99901762114164,9
Chris Hine,Minneapolis Star Tribune,2020,50.276148556932284,9
Chris Kirschner,The Athletic,2020,36.60782349312571,9
Chris Mannix,Sports Illustrated,2020,44.00720792643926,9
Chris Sasaki,Rakuten,2020,43.35531303421946,9
Connor Letourneau,San Francisco Chronicle,2020,40.17500138941169,9
Coral Lu,ESPN-Tencent,2020,54.802446155811815,9
Dan Devine,The Ringer,2020,47.74324398937564,9
Dave McMenamin,ESPN,2020,52.513095842195895,9
Dave Pasch,ESPN,2020,53.47357716499448,9
Davide Chinellato,La Gazzetta dello Sport,2020,65.65382604195173,9
Dennis Scott,Turner,2020,70.5916009441447,9
Diego Martínez Cabrera,Reforma,2020,47.30366235904508,9
Doris Burke,ESPN,2020,38.22955308205037,9
Doug Smith,The Toronto Star,2020,59.65525626824897,9
Duane Rankin,Arizona Republic,2020,55.73581619756986,9
Erik Horne,The Athletic,2020,47.076590411298476,9
Ernie Johnson,Turner,2020,48.101996245754286,9
Evan Barnes,Memphis Commercial Appeal,2020,38.46412341073635,9
Frank Isola,Sirius Radio,2020,50.99143848925292,9
Fred Katz,The Athletic,2020,47.73765960006827,9
Gary Washburn,Boston Globe,2020,58.16367784238806,9
Greg Anthony,Turner,2020,66.45024184465382,9
Greg Logan,Newsday,2020,85.42481322879352,9
Howard Beck,Bleacher Report,2020,40.30553971377665,9
Jackie MacMullan,ESPN,2020,43.58807439360143,9
Jalen Rose,ESPN,2020,61.671599551293276,9
Jared Greenberg,Turner,2020,47.105305930106454,9
Jason Anderson,Sacramento Bee,2020,44.29997003481853,9
Jason Quick,The Athletic,2020,55.73231073696,9
Jeff McDonald,San Antonio Express-News,2020,44.165152107788956,9
Jeff Zillgitt,USA Today,2020,49.90285143906647,9
Joe Cowley,Chicago Sun-Times,2020,77.40454218571506,9
Joe Vardon,The Athletic,2020,50.6543968679983,9
John Schuhmann,NBA.com,2020,43.69391763628112,9
Jon Barry,ESPN,2020,47.25000989893957,9
Josh Robbins,The Athletic,2020,40.07854573934415,9
Justin Termine,Sirius Radio,2020,64.16575292376555,9
Keith Pompey,Philadelphia Inquirer and Daily News,2020,66.858720218411,9
Kelly Iko,The Athletic,2020,35.82184863384746,9
Kevin Arnovitz,ESPN,2020,58.081086372840005,9
Kevin Harlan,Turner,2020,41.247090416140786,9
Kevin O'Connor,The Ringer,2020,48.163975418524664,9
Kevin Pelton,ESPN,2020,69.82181164255391,9
Kristen Ledlow,Turner,2020,42.14050704656842,9
Kurt Helin,NBCSports.com,2020,39.47357985556208,9
Lisa Hsu,Tencent,2020,41.879991970261365,9
Marc Berman,New York Post,2020,58.17933072720951,9
Marc Kestecher,ESPN,2020,53.58431506543419,9
Maria Taylor,ESPN,2020,57.63241733784644,9
Mark Jackson,ESPN,2020,61.11180911132606,9
Mark Jones,ESPN,2020,66.16921704097533,9
Mark Medina,USA Today,2020,47.846951040135224,9
Marv Albert,Turner,2020,43.70454227944035,9
Matt Velazquez,Milwaukee Journal Sentinel,2020,40.000897383899925,9
Matt Winer,Turner,2020,44.267314226363666,9
Maxime Malet,L'Equipe,2020,45.376267045985415,9
Michael Wilbon,ESPN,2020,57.381415564512565,9
Mike Breen,ESPN,2020,39.750676009194095,9
Mike Ganter,The Toronto Sun,2020,41.71703350542351,9
Mirjam Swanson,Southern California News Group,2020,59.17375788001415,9
NBA Fan Vote,NBA.com,2020,9.088894322193433,1
Nick Kosmider,The Athletic,2020,59.03298030139125,9
Rachel Nichols,ESPN,2020,44.41026979875303,9
Ramona Shelburne,ESPN,2020,44.413070938589506,9
Remi Reverchon,BeIN Sport (France),2020,57.123287556062586,9
Renjun Bao,Tencent,2020,48.93618575424978,9
Ric Bucher,Bleacher Report,2020,71.28024926427955,9
Rod Beard,Detroit News,2020,56.000882149072005,9
Royce Young,ESPN,2020,55.281258426182326,9
Sam Amick,The Athletic,2020,40.59536373866138,9
Seerat Sohi,Yahoo! Sports,2020,75.95646474161121,9
Sekou Smith,NBA.com,2020,56.63792972775467,9
Shams Charania,The Athletic/Stadium,2020,58.342630143530386,9
Shaun Powell,NBA.com,2020,45.50002949785697,9
Simone Sandri,La Gazzetta Dello Sport,2020,45.502011456812,9
Stephen A. Smith,ESPN,2020,49.20759517501312,9
Steve Aschburner,NBA.com,2020,54.620351116440425,9
Steve Smith,Turner,2020,43.891438271569214,9
Tim Bontemps,ESPN,2020,62.38832535841331,9
Tim Reynolds,Associated Press,2020,59.57830646738227,9
Vincent Goodwill,Yahoo! Sports,2020,46.34283398628281,9
Will Guillory,The Athletic,2020,38.91075463574574,9
Yoko Miyaji,Sports Graphic Number,2020,40.33799816050047,9
Zach Harper,The Athletic,2020,52.13777544638275,9
Zach Lowe,ESPN,2020,38.39026806059442,9
