voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Darnell Mayberry,Oklahoman,"Dragic, Goran -- PHO","Thomas, Isaiah -- SAC","Stephenson, Lance -- IND",2014,MIP
Dave Johnson,106.7 The Fan,"Dragic, Goran -- PHO","Davis, Anthony -- NO","DeRozan, DeMar -- TOR",2014,MIP
Dave McMenamin,ESPNLosAngeles.com,"Jordan, DeAndre -- LAC","Dragic, Goran -- PHO","Stephenson, Lance -- IND",2014,MIP
David Aldridge,TNT,"Stephenson, Lance -- IND","Dragic, Goran -- PHO","Green, Gerald -- PHO",2014,MIP
David Mayo,Mlive Media Group,"Jordan, DeAndre -- LAC","Lowry, Kyle -- TOR","Dragic, Goran -- PHO",2014,MIP
David Steele,Fox Sports Florida,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Thomas, Isaiah -- SAC",2014,MIP
Dei Lynam,Comcast SportsNet,"Stephenson, Lance -- IND","Davis, Anthony -- NO","Griffin, Blake -- LAC",2014,MIP
Diamond Leung,Bay Area News Group/Contra Costa Times,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Green, Gerald -- PHO",2014,MIP
Dominique Wilkins,Fox Sports South,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Livingston, Shaun -- BKN",2014,MIP
Doug Smith,Toronto Star,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Lowry, Kyle -- TOR",2014,MIP
Dwain Price,Ft. Worth Star Telegam,"Green, Gerald -- PHO","Dragic, Goran -- PHO","Jackson, Reggie -- OKC",2014,MIP
Eddie Sefko,Dallas Morning News,"Dragic, Goran -- PHO","Thomas, Isaiah -- SAC","Stephenson, Lance -- IND",2014,MIP
Eric Hasseltine,92.9 FM ESPN/680 AM,"Dragic, Goran -- PHO","DeRozan, DeMar -- TOR","Davis, Anthony -- NO",2014,MIP
Eric Smith,SportsNet 590 The Fan,"Stephenson, Lance -- IND","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,MIP
Ernie Johnson,TNT,"Green, Gerald -- PHO","Jordan, DeAndre -- LAC","Davis, Anthony -- NO",2014,MIP
Fran Blinebury,NBA.com,"Dragic, Goran -- PHO","Jordan, DeAndre -- LAC","Stephenson, Lance -- IND",2014,MIP
Fred McLeod,Fox Sports Ohio,"Davis, Anthony -- NO","Dragic, Goran -- PHO","Lowry, Kyle -- TOR",2014,MIP
Gary Gerould,CSN-CA,"Stephenson, Lance -- IND","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,MIP
Gary Washburn,Boston Globe,"Jordan, DeAndre -- LAC","Green, Gerald -- PHO","Burks, Alec -- UTAH",2014,MIP
George Blaha,WXYT / Fox Sports Detroit,"Dragic, Goran -- PHO","Drummond, Andre -- DET","Green, Gerald -- PHO",2014,MIP
Glenn Consor,106.7 The Fan,"Davis, Anthony -- NO","Dragic, Goran -- PHO","Wall, John -- WAS",2014,MIP
Grant Napear,CSN-CA,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Cousins, DeMarcus -- SAC",2014,MIP
Howard Beck,Bleacher Report,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Davis, Anthony -- NO",2014,MIP
Hubie Brown,ESPN,"Stephenson, Lance -- IND","Jordan, DeAndre -- LAC","DeRozan, DeMar -- TOR",2014,MIP
Ian Eagle,YES Network,"Green, Gerald -- PHO","Stephenson, Lance -- IND","DeRozan, DeMar -- TOR",2014,MIP
Israel Gutierez,ESPN.com,"Davis, Anthony -- NO","Morris, Markieff -- PHO","Stephenson, Lance -- IND",2014,MIP
JA Adande,ESPN.com,"Stephenson, Lance -- IND","Dragic, Goran -- PHO","Davis, Anthony -- NO",2014,MIP
Jack Armstrong,SportsNet/TSN,"Lowry, Kyle -- TOR","Dragic, Goran -- PHO","Augustin, D.J. -- CHI",2014,MIP
Jason Jones,Sacramento Bee,"Morris, Markieff -- PHO","Jordan, DeAndre -- LAC","Green, Gerald -- PHO",2014,MIP
Jason Kosmicki,Altitude Radio Network,"Green, Gerald -- PHO","Jackson, Reggie -- OKC","Davis, Anthony -- NO",2014,MIP
Jason Lloyd,Akron Beacon Journal,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Lowry, Kyle -- TOR",2014,MIP
Jeff McDonald,San Antonio Express-News,"Dragic, Goran -- PHO","Mills, Patty -- SA","Stephenson, Lance -- IND",2014,MIP
Jeff Turner,Fox Sports Florida,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Stephenson, Lance -- IND",2014,MIP
Jeff Zillgitt,USA Today,"Griffin, Blake -- LAC","Dragic, Goran -- PHO","Stephenson, Lance -- IND",2014,MIP
Jerry Zgoda,Minneapolis Star Tribune,"Dragic, Goran -- PHO","Davis, Anthony -- NO","DeRozan, DeMar -- TOR",2014,MIP
Jim Paschke,Fox Sports Wisconsin,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","DeRozan, DeMar -- TOR",2014,MIP
Jim Petersen,Fox Sports North,"Davis, Anthony -- NO","Dragic, Goran -- PHO","Green, Gerald -- PHO",2014,MIP
Jody Genessy,Deseret News,"Dragic, Goran -- PHO","Green, Gerald -- PHO","Jordan, DeAndre -- LAC",2014,MIP
Joel Meyers,Fox Sports New Orleans,"Davis, Anthony -- NO","Dragic, Goran -- PHO","Lowry, Kyle -- TOR",2014,MIP
John Denton,OrlandoMagic.com,"Davis, Anthony -- NO","Dragic, Goran -- PHO","Parsons, Chandler -- HOU",2014,MIP
John Reid,New Orleans Times Picayune,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Stephenson, Lance -- IND",2014,MIP
Jon Barry,ESPN Radio,"Lowry, Kyle -- TOR","Green, Gerald -- PHO","Griffin, Blake -- LAC",2014,MIP
Jonathan Feigen,Houston Chronicle,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Green, Gerald -- PHO",2014,MIP
Keith Pompey,Philadelphia Inquirer,"Davis, Anthony -- NO","Stephenson, Lance -- IND","Green, Gerald -- PHO",2014,MIP
Ken Berger,CBSSports.com,"Dragic, Goran -- PHO","Lowry, Kyle -- TOR","Jordan, DeAndre -- LAC",2014,MIP
Kevin Arnovitz,ESPN.com,"Jordan, DeAndre -- LAC","Dragic, Goran -- PHO","Davis, Anthony -- NO",2014,MIP
Kevin Calabro,ESPN Radio,"Dragic, Goran -- PHO","Lowry, Kyle -- TOR","Jackson, Reggie -- OKC",2014,MIP
Kevin Ding,Bleacher Report,"Griffin, Blake -- LAC","DeRozan, DeMar -- TOR","Dragic, Goran -- PHO",2014,MIP
Lang Whitaker,NBA.com,"Green, Gerald -- PHO","Stephenson, Lance -- IND","DeRozan, DeMar -- TOR",2014,MIP
Marc Spears,Yahoo! Sports,"Dragic, Goran -- PHO","Jordan, DeAndre -- LAC","Davis, Anthony -- NO",2014,MIP
Marc Stein,ESPN.com,"Dragic, Goran -- PHO","Jordan, DeAndre -- LAC","Lowry, Kyle -- TOR",2014,MIP
Mark Boyle,WIBC,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Green, Gerald -- PHO",2014,MIP
Mark Followill,TXA-21/Fox Sports Net,"Green, Gerald -- PHO","Davis, Anthony -- NO","Augustin, D.J. -- CHI",2014,MIP
Marv Albert,TNT,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Livingston, Shaun -- BKN",2014,MIP
Mary Schmitt Boyer,Cleveland Plain Dealer,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Lowry, Kyle -- TOR",2014,MIP
Matt Pinto,WWLS / 98.1,"Dragic, Goran -- PHO","Jordan, DeAndre -- LAC","Stephenson, Lance -- IND",2014,MIP
Matt Winer,NBA TV,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Cousins, DeMarcus -- SAC",2014,MIP
Michael Smith,Prime Ticket,"Durant, Kevin -- OKC","James, LeBron -- MIA","Griffin, Blake -- LAC",2014,MIP
Michael Wallace,ESPN.com,"Stephenson, Lance -- IND","Davis, Anthony -- NO","Jackson, Reggie -- OKC",2014,MIP
Michael Wilbon,ESPN,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Jordan, DeAndre -- LAC",2014,MIP
Mike Breen,ABC Sports,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Livingston, Shaun -- BKN",2014,MIP
Mike Gorman,Comcast SportsNet,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Green, Gerald -- PHO",2014,MIP
Mike Inglis,WIOD Radio,"Davis, Anthony -- NO","Jefferson, Al -- CHA","Livingston, Shaun -- BKN",2014,MIP
Mike Monroe,San Antonio Express-News,"Dragic, Goran -- PHO","Mills, Patty -- SA","Green, Gerald -- PHO",2014,MIP
Mike Rice,Comcast SportsNet NW,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Lopez, Robin -- POR",2014,MIP
Mike Tirico,ESPN,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Stephenson, Lance -- IND",2014,MIP
Mitch Lawrence,New York Daily News,"Griffin, Blake -- LAC","Dragic, Goran -- PHO","Stephenson, Lance -- IND",2014,MIP
Neil Funk,Comcast SportsNet,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Augustin, D.J. -- CHI",2014,MIP
Paul Coro,Arizona Republic,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Griffin, Blake -- LAC",2014,MIP
Pete Pranica,Fox Sports Tennessee,"Dragic, Goran -- PHO","Lowry, Kyle -- TOR","Morris, Markieff -- PHO",2014,MIP
Phil Chenier,Comcast SportsNet,"Green, Gerald -- PHO","Lowry, Kyle -- TOR","Jackson, Reggie -- OKC",2014,MIP
Ralph Lawler,Prime Ticket,"Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Dragic, Goran -- PHO",2014,MIP
Ric Bucher,Bleacher Report,"DeRozan, DeMar -- TOR","Thompson, Klay -- GS","Griffin, Blake -- LAC",2014,MIP
Rick Bonnell,Charlotte Observer,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Augustin, D.J. -- CHI",2014,MIP
Ron Boone,ROOT Sports,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Davis, Anthony -- NO",2014,MIP
Ron Tillery,Memphis Commercial Appeal,"Dragic, Goran -- PHO","Conley, Mike -- MEM","Griffin, Blake -- LAC",2014,MIP
Sam Amick,USA Today,"Stephenson, Lance -- IND","Jordan, DeAndre -- LAC","Dragic, Goran -- PHO",2014,MIP
Sam Smith,Bulls.com,"Dragic, Goran -- PHO","Lowry, Kyle -- TOR","Livingston, Shaun -- BKN",2014,MIP
Scott Hastings,Altitude Sports & Entertainment,"Stephenson, Lance -- IND","Green, Gerald -- PHO","Jackson, Reggie -- OKC",2014,MIP
Sean Deveney,The Sporting News,"Green, Gerald -- PHO","Dragic, Goran -- PHO","Stephenson, Lance -- IND",2014,MIP
Sean Grande,WEEI Radio,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Green, Gerald -- PHO",2014,MIP
Sean Kelley,Pelicans Radio,"Davis, Anthony -- NO","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,MIP
Shaun Powell,Sports on Earth,"Dragic, Goran -- PHO","Green, Gerald -- PHO","Stephenson, Lance -- IND",2014,MIP
Stacey King,Comcast SportsNet,"Augustin, D.J. -- CHI","Jordan, DeAndre -- LAC","Davis, Anthony -- NO",2014,MIP
Stefan Bondy,New York Daily News,"Davis, Anthony -- NO","Green, Gerald -- PHO","Dragic, Goran -- PHO",2014,MIP
Stephanie Ready,SportSouth,"Green, Gerald -- PHO","Gibson, Taj -- CHI","Dragic, Goran -- PHO",2014,MIP
Steve Aschburner,NBA.com,"Stephenson, Lance -- IND","Dragic, Goran -- PHO","Jordan, DeAndre -- LAC",2014,MIP
Steve Holman,Hawks Radio Network,"Dragic, Goran -- PHO","Davis, Anthony -- NO","Stephenson, Lance -- IND",2014,MIP
Steve Kerr,TNT,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Mills, Patty -- SA",2014,MIP
Steve Martin,Bobcats Radio,"Green, Gerald -- PHO","Stephenson, Lance -- IND","DeRozan, DeMar -- TOR",2014,MIP
Ted Davis,WTMJ Radio,"Dragic, Goran -- PHO","Thomas, Isaiah -- SAC","Lowry, Kyle -- TOR",2014,MIP
Tim Kempton,KTAR Radio,"Dragic, Goran -- PHO","Livingston, Shaun -- BKN","Green, Gerald -- PHO",2014,MIP
Tim Roye,KNBR Radio,"Dragic, Goran -- PHO","DeRozan, DeMar -- TOR","Davis, Anthony -- NO",2014,MIP
Tony Fiorentino,Sun Sports,"Davis, Anthony -- NO","Dragic, Goran -- PHO","Jordan, DeAndre -- LAC",2014,MIP
Vincent Goodwill,Detroit News,"Dragic, Goran -- PHO","Stephenson, Lance -- IND","Morris, Markieff -- PHO",2014,MIP
Walt Frazier,MSG Network,"Griffin, Blake -- LAC","Dragic, Goran -- PHO","Stephenson, Lance -- IND",2014,MIP
Zach Lowe,Grantland,"Dragic, Goran -- PHO","Cousins, DeMarcus -- SAC","Morris, Markieff -- PHO",2014,MIP
