voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Anthony Chiang,Miami Herald,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Matt Velazquez,Milwaukee Journal Sentinel,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2020,SMOY
Chris Hine,Minneapolis Star Tribune,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Antoni Daimiel,Movistar+,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Steve Aschburner,NBA.com,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Rose, Derrick (DET)",2020,SMOY
Shaun Powell,NBA.com,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
John Schuhmann,NBA.com,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2020,SMOY
Kurt Helin,NBCSports.com,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Rose, Derrick (DET)",2020,SMOY
Keith Pompey,Philadelphia Inquirer and Daily News,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Rose, Derrick (DET)",2020,SMOY
Chris Sasaki,Rakuten,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Diego Martinez,Reforma,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Andy Larsen,Salt Lake Tribune,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2020,SMOY
Jeff McDonald,San Antonio Express-News,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Connor Letourneau,San Francisco Chronicle,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2020,SMOY
Frank Isola,Sirius Radio,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Justin Termine,Sirius Radio,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Renjun Bao,Tencent,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Will Guillory,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Zach Harper,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Dragic, Goran (MIA)",2020,SMOY
Chris Kirschner,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Jason Quick,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2020,SMOY
Josh Robbins,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Dan Devine,The Ringer,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2020,SMOY
Bill Simmons,The Ringer,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2020,SMOY
Greg Anthony,Turner,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Ernie Johnson,Turner,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Steve Smith,Turner,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Vince Goodwill,Yahoo! Sports,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,SMOY
Maria Taylor,ESPN,"Williams, Lou (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2020,SMOY
Michael Wilbon,ESPN,"Williams, Lou (LAC)","Schroder, Dennis (OKC)","Rose, Derrick (DET)",2020,SMOY
Dennis Scott,Turner,"Williams, Lou (LAC)","Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)",2020,SMOY
Scott Hastings,Altitude Sports & Entertainment,"Crawford, Jamal -- LAC","Speights, Marreese -- GS","Thomas, Isaiah -- BOS",2015,SMOY
Jeff McDonald,San Antonio Express-News,"Thomas, Isaiah -- BOS","Speights, Marreese -- GS","Williams, Lou -- TOR",2015,SMOY
Brian Sieman,The Beast 980 AM FM,"Crawford, Jamal -- LAC","Thomas, Isaiah -- BOS","Williams, Lou -- TOR",2015,SMOY
Jeff Zillgitt,USA Today,"Iguodala, Andre -- GS","Thomas, Isaiah -- BOS","Thompson, Tristan -- CLE",2015,SMOY
Mark Boyle,107.5/1070 The Fan,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Sage Steele,ABC Sports,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Thompson, Tristan -- CLE",2015,SMOY
Ethan Skolnick,Bleacher Report,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Schroder, Dennis -- ATL",2015,SMOY
Gary Washburn,Boston Globe,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Brewer, Corey -- HOU",2015,SMOY
Rick Bonnell,Charlotte Observer,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Dei Lynam,Comcast SportsNet,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Iguodala, Andre -- GS",2015,SMOY
Malik Rose,Comcast SportsNet,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Mirotic, Nikola -- CHI",2015,SMOY
Phil Chenier,Comcast SportsNet Mid-Atlantic,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Gary Gerould,Comcast SportsNet-CA,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Grant Napear,Comcast SportsNet-CA,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Iguodala, Andre -- GS",2015,SMOY
Jody Genessy,Deseret News,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Mike Tirico,ESPN,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Jon Barry,ESPN Radio,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Brian Windhorst,ESPN.com,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Thompson, Tristan -- CLE",2015,SMOY
Dave McMenamin,ESPN.com,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Israel Guttierez,ESPN.com,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Speights, Marreese -- GS",2015,SMOY
David Steele,Fox Sports Florida,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Ginobili, Manu -- SA",2015,SMOY
Jeff Turner,Fox Sports Florida,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Speights, Marreese -- GS",2015,SMOY
Jim Paschke,Fox Sports Wisconsin,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Iguodala, Andre -- GS",2015,SMOY
Bill Reiter,Foxsports.com,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Bill Simmons,Grantland,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Iguodala, Andre -- GS",2015,SMOY
Zach Lowe,Grantland,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Iguodala, Andre -- GS",2015,SMOY
Steve Holman,Hawks Radio Network,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Tim Roye,KNBR Radio,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Tim Kempton,KTAR Radio,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Speights, Marreese -- GS",2015,SMOY
Jerry Zgoda,Minneapolis Star Tribune,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Iguodala, Andre -- GS",2015,SMOY
Brendan Brown,MSG Network,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Thompson, Tristan -- CLE",2015,SMOY
Matt Winer,NBA TV,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Thompson, Tristan -- CLE",2015,SMOY
Sherman Hamilton,NBA TV Canada,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Peter Botte,New York Daily News,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Darnell Mayberry,Oklahoman,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Mirotic, Nikola -- CHI",2015,SMOY
Keith Pompey,Philadelphia Inquirer,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Gibson, Taj -- CHI",2015,SMOY
Rusty Simmons,San Francisco Chronicle,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Iguodala, Andre -- GS",2015,SMOY
Chris Sheridan,Sheridanhoops.com,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Frank Isola,Sirius Radio/New York Daily News,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Brewer, Corey -- HOU",2015,SMOY
Chris Mannix,Sports Illustrated,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Craig Ackerman,Sportstalk 790 AM,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Brewer, Corey -- HOU",2015,SMOY
Tony Fiorentino,Sun Sports,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Thompson, Tristan -- CLE",2015,SMOY
Ernie Johnson,TNT,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Marv Albert,TNT,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Thompson, Tristan -- CLE",2015,SMOY
Mark Followill,TXA-21/Fox Sports Net,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Sean Kelley,WWL 105.3 FM,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Iguodala, Andre -- GS",2015,SMOY
Ian Eagle,YES Network,"Williams, Lou -- TOR","Thomas, Isaiah -- BOS","Crawford, Jamal -- LAC",2015,SMOY
Ric Bucher,Bleacher Report,"Gibson, Taj -- CHI","Thompson, Tristan -- CLE","Speights, Marreese -- GS",2015,SMOY
Bob Fitzgerald,Comcast SportsNet Bay Area,"Iguodala, Andre -- GS","Thompson, Tristan -- CLE","Ginobili, Manu -- SA",2015,SMOY
JA Adande,ESPN.com,"Williams, Lou -- TOR","Thompson, Tristan -- CLE","Crawford, Jamal -- LAC",2015,SMOY
Jim Petersen,Fox Sports North,"Williams, Lou -- TOR","Thompson, Tristan -- CLE","Crawford, Jamal -- LAC",2015,SMOY
Steve Aschburner,NBA.com,"Williams, Lou -- TOR","Thompson, Tristan -- CLE","Iguodala, Andre -- GS",2015,SMOY
Mike Fratello,TNT,"Williams, Lou -- TOR","Thompson, Tristan -- CLE","Thomas, Isaiah -- BOS",2015,SMOY
Israel Guttierez,ESPN.com,"Crawford, Jamal -- LAC","Turner, Evan -- BOS","Kanter, Enes -- OKC",2016,SMOY
Mike Monroe,The Rivard Report,"Crawford, Jamal -- LAC","Turner, Evan -- BOS","Iguodala, Andre -- GS",2016,SMOY
Mike Fratello,TNT,"Crawford, Jamal -- LAC","Turner, Evan -- BOS","Kanter, Enes -- OKC",2016,SMOY
Bob Rathbun,Fox Sports South,"Iguodala, Andre -- GS","Turner, Evan -- BOS","Schroder, Dennis -- ATL",2016,SMOY
Tom McGinnis,Sixers Radio,"Iguodala, Andre -- GS","Turner, Evan -- BOS","Diaw, Boris -- SA",2016,SMOY
Doug Smith,The Toronto Star,"Iguodala, Andre -- GS","Turner, Evan -- BOS","Schroder, Dennis -- ATL",2016,SMOY
Paul Coro,The Arizona Republic,"Kanter, Enes -- OKC","Turner, Evan -- BOS","Barton, Will -- DEN",2016,SMOY
Tony Jones,Salt Lake Tribune,"Gordon, Eric (HOU)","VanVleet, Fred (TOR)","Williams, Lou (LAC)",2018,SMOY
NBA Fan Voting,,"Williams, Lou (LAC)","Gordon, Eric (HOU)","VanVleet, Fred (TOR)",2018,SMOY
Rachel Nichols,ABC/ESPN,"Williams, Lou (LAC)","VanVleet, Fred (TOR)","Gordon, Eric (HOU)",2018,SMOY
Scott Bordow,Arizona Republic,"Williams, Lou (LAC)","VanVleet, Fred (TOR)","Gordon, Eric (HOU)",2018,SMOY
Xavier Vaution,BeIn Sport,"Williams, Lou (LAC)","VanVleet, Fred (TOR)","Barton, Will (DEN)",2018,SMOY
Will Guillory,New Orleans Times‐Picayune,"Williams, Lou (LAC)","VanVleet, Fred (TOR)","Kuzma, Kyle (IND)",2018,SMOY
Yoko Miyaji,Sports Graphic Number,"Williams, Lou (LAC)","VanVleet, Fred (TOR)","Gordon, Eric (HOU)",2018,SMOY
Ben Golliver,Sports Illustrated,"Williams, Lou (LAC)","VanVleet, Fred (TOR)","Gordon, Eric (HOU)",2018,SMOY
Anthony Slater,The Athletic,"Williams, Lou (LAC)","VanVleet, Fred (TOR)","Barton, Will (DEN)",2018,SMOY
Sean Deveney,The Sporting News,"Williams, Lou (LAC)","VanVleet, Fred (TOR)","Barton, Will (DEN)",2018,SMOY
Kevin Harlan,Turner,"Williams, Lou (LAC)","VanVleet, Fred (TOR)","Clarkson, Jordan (CLE)",2018,SMOY
Tim Reynolds,Associated Press,"Williams, Lou (LAC)","Wade, Dwyane (MIA)","Sabonis, Domantas (IND)",2019,SMOY
Diego Martínez Cabrera,Periódico Reforma,"Williams, Lou (LAC)","Wade, Dwyane (MIA)","Gordon, Eric (HOU)",2018,SMOY
Jason Kosmicki,Altitude Radio Network,"Brewer, Corey -- HOU","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Jason Lloyd,Akron Beacon Journal,"Crawford, Jamal -- LAC","Williams, Lou -- TOR","Thompson, Tristan -- CLE",2015,SMOY
Dan Woike,Orange County Register,"Crawford, Jamal -- LAC","Williams, Lou -- TOR","Thomas, Isaiah -- BOS",2015,SMOY
Ralph Lawler,Prime Ticket,"Crawford, Jamal -- LAC","Williams, Lou -- TOR","Speights, Marreese -- GS",2015,SMOY
Bill Worrell,Root Sports Southwest,"Crawford, Jamal -- LAC","Williams, Lou -- TOR","Mirotic, Nikola -- CHI",2015,SMOY
Cedric Maxwell,WEEI Radio,"Crawford, Jamal -- LAC","Williams, Lou -- TOR","Brooks, Aaron -- CHI",2015,SMOY
Kevin Ding,Bleacher Report,"Iguodala, Andre -- GS","Williams, Lou -- TOR","Thomas, Isaiah -- BOS",2015,SMOY
Chuck Cooperstein,ESPN 103.3,"Iguodala, Andre -- GS","Williams, Lou -- TOR","Speights, Marreese -- GS",2015,SMOY
Hubie Brown,ESPN,"Mirotic, Nikola -- CHI","Williams, Lou -- TOR","Thomas, Isaiah -- BOS",2015,SMOY
Bill Wennington,WMVP AM 1000,"Speights, Marreese -- GS","Williams, Lou -- TOR","Thomas, Isaiah -- BOS",2015,SMOY
Eric Hasseltine,92.9 FM ESPN/680 AM,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Ken Berger,CBSSports.com,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Sherrod Blakely,Comcast SportsNet,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Tom Heinsohn,Comcast SportsNet,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Iguodala, Andre -- GS",2015,SMOY
Vince Ellis,Detroit Free Press,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Chris Broussard,ESPN The Magazine,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Marc Stein,ESPN.com,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Thompson, Tristan -- CLE",2015,SMOY
Steve Albert,Fox Sports Arizona,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Speights, Marreese -- GS",2015,SMOY
Dell Curry,Fox Sports Carolinas/SportSouth,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Pete Pranica,Fox Sports Tennessee,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Ginobili, Manu -- SA",2015,SMOY
Jonathan Feigen,Houston Chronicle,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Iguodala, Andre -- GS",2015,SMOY
Mark Medina,LA Daily News,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
David Mayo,Mlive Media Group,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Mirotic, Nikola -- CHI",2015,SMOY
John Reid,New Orleans Times Picayune,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Anthony Slater,Oklahoman,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Bill Oram,Orange County Register,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Jason Jones,Sacramento Bee,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Mike Monroe,San Antonio Express-News,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
Joe Freeman,The Oregonian,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Mirotic, Nikola -- CHI",2015,SMOY
Sam Amick,USA Today,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Iguodala, Andre -- GS",2015,SMOY
Mike Inglis,WAXY Radio,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Speights, Marreese -- GS",2015,SMOY
Chris Carrino,WFAN (660),"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Crawford, Jamal -- LAC",2015,SMOY
George Blaha,WMGC / Fox Sports Detroit,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Gibson, Taj -- CHI",2015,SMOY
Marc Spears,Yahoo! Sports,"Thomas, Isaiah -- BOS","Williams, Lou -- TOR","Iguodala, Andre -- GS",2015,SMOY
Dennis Scott,Turner,"Crawford, Jamal (LA-C)","Williams, Lou (Hou.)","Iguodala, Andre (G.S.)",2017,SMOY
Mark Jackson,ABC/ESPN,"Gordon, Eric (Hou.)","Williams, Lou (Hou.)","Iguodala, Andre (G.S.)",2017,SMOY
Michelle Beadle,ABC/ESPN,"Gordon, Eric (Hou.)","Williams, Lou (Hou.)","Iguodala, Andre (G.S.)",2017,SMOY
Sekou Smith,NBA.com,"Gordon, Eric (Hou.)","Williams, Lou (Hou.)","Crawford, Jamal (LA-C)",2017,SMOY
Frank Isola,Sirius Radio/New York Daily News,"Gordon, Eric (Hou.)","Williams, Lou (Hou.)","Crawford, Jamal (LA-C)",2017,SMOY
Sage Steele,ABC/ESPN,"Iguodala, Andre (G.S.)","Williams, Lou (Hou.)","Gordon, Eric (Hou.)",2017,SMOY
Tim Reynolds,Associated Press,"Iguodala, Andre (G.S.)","Williams, Lou (Hou.)","Kanter, Enes (OKC.)",2017,SMOY
Mark Medina,LA Daily News,"Iguodala, Andre (G.S.)","Williams, Lou (Hou.)","Gordon, Eric (Hou.)",2017,SMOY
Manny Navaro,Miami Herald,"Iguodala, Andre (G.S.)","Williams, Lou (Hou.)","Johnson, Tyler (Mia.)",2017,SMOY
Ben Golliver,Sports Illustrated,"Iguodala, Andre (G.S.)","Williams, Lou (Hou.)","Gordon, Eric (Hou.)",2017,SMOY
Jalen Rose,ABC/ESPN,"Gordon, Eric (HOU)","Williams, Lou (LAC)","Barton, Will (DEN)",2018,SMOY
Sherrod Blakely,NBC Sports Boston,"Gordon, Eric (HOU)","Williams, Lou (LAC)","Barton, Will (DEN)",2018,SMOY
Remi Reverchon,BeIN Sport (France),"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,SMOY
Reid Forgrave,CBSSports.com,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)",2019,SMOY
Joe Cowley,Chicago Sun-Times,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,SMOY
Jon Barry,ESPN,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,SMOY
Marc Kestecher,ESPN,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,SMOY
Dave Pasch,ESPN,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Hill, George (MIL)",2020,SMOY
Olgun Uluc,Fox Sports Australia,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Sabonis, Domantas (IND)",2019,SMOY
Davide Chinellato,La Gazzetta dello Sport,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,SMOY
Mirjam Swanson,Southern California News Group,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,SMOY
Mike Ganter,The Toronto Sun,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Hill, George (MIL)",2020,SMOY
Kristen Ledlow,Turner,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,SMOY
Candace Parker,Turner,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,SMOY
Casey Stern,Turner,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,SMOY
Jackie MacMullan,ESPN,"Sabonis, Domantas (IND)","Williams, Lou (LAC)","Dinwiddie, Spencer (BKN)",2019,SMOY
Mark Jackson,ESPN,"Schroder, Dennis (OKC)","Williams, Lou (LAC)","Harrell, Montrezl (LAC)",2020,SMOY
Sekou Smith,NBA.com,"Schroder, Dennis (OKC)","Williams, Lou (LAC)","Bertans, Davis (WAS)",2020,SMOY
Nick Kosmider,The Athletic,"Schroder, Dennis (OKC)","Williams, Lou (LAC)","Harrell, Montrezl (LAC)",2020,SMOY
Chris Haynes,Yahoo! Sports,"Schroder, Dennis (OKC)","Williams, Lou (LAC)","Harrell, Montrezl (LAC)",2020,SMOY
Frank Isola,Sirius Radio/New York Daily News,"VanVleet, Fred (TOR)","Williams, Lou (LAC)","Gordon, Eric (HOU)",2018,SMOY
Kevin Arnovitz,ESPN,"Harrell, Montrezl (LAC)","Wood, Christian (DET)","Schroder, Dennis (OKC)",2020,SMOY
Kevin Pelton,ESPN,"Harrell, Montrezl (LAC)","Wood, Christian (DET)","Bertans, Davis (WAS)",2020,SMOY
Kevin O'Connor,The Ringer,"Schroder, Dennis (OKC)","Wood, Christian (DET)","Harrell, Montrezl (LAC)",2020,SMOY
Aaron Falk,Salt Lake Tribune,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Adrian Chavarria,KEYH 850 AM,"Crawford, Jamal -- LAC","Jackson, Reggie -- OKC","Ginobili, Manu -- SA",2014,SMOY
Al McCoy,KTAR Radio,"Morris, Markieff -- PHO","Crawford, Jamal -- LAC","Jackson, Reggie -- OKC",2014,SMOY
Alan Horton,WCCO 830-AM,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Andy Vasquez,Bergen Record,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Baxter Holmes,Boston Globe,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Bill Land,Spurs Television,"Ginobili, Manu -- SA","Morris, Markieff -- PHO","Carter, Vince -- DAL",2014,SMOY
Bill Oram,Orange County Register,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Bill Reiter,Foxsports.com,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Bill Schoening,WOAI Radio,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Bill Simmons,Grantland,"Gibson, Taj -- CHI","Ginobili, Manu -- SA","Morris, Markieff -- PHO",2014,SMOY
Bob Cooney,Philadelphia Daily News,"Jackson, Reggie -- OKC","Crawford, Jamal -- LAC","Gibson, Taj -- CHI",2014,SMOY
Bob Rathbun,Fox Sports South,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Brian Davis,Fox Sports Oklahoma,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Jackson, Reggie -- OKC",2014,SMOY
Brian Windhorst,ESPN.com,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Candace Buckner,Indianapolis Star,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Charles Gardner,Milwaukee Journal Sentinel,"Gibson, Taj -- CHI","Ginobili, Manu -- SA","Crawford, Jamal -- LAC",2014,SMOY
Chris Broussard,ESPN The Magazine,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Jackson, Reggie -- OKC",2014,SMOY
Chris Dempsey,Denver Post,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Chris Denari,Fox Sports Indiana,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Chris Haynes,Comcast SportsNet NW,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Chris Mannix,Sports Illustrated,"Gibson, Taj -- CHI","Ginobili, Manu -- SA","Crawford, Jamal -- LAC",2014,SMOY
Chris Marlowe,Altitude Sports & Entertainment,"Crawford, Jamal -- LAC","Morris, Markieff -- PHO","Jackson, Reggie -- OKC",2014,SMOY
Chris Sheridan,Sheridanhoops.com,"Crawford, Jamal -- LAC","Morris, Markieff -- PHO","Gibson, Taj -- CHI",2014,SMOY
Chuck Swirsky,ESPN AM 1000,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Craig Ackerman,Sportstalk 790 AM,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Jackson, Reggie -- OKC",2014,SMOY
Dan Woike,Orange County Register,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Darnell Mayberry,Oklahoman,"Crawford, Jamal -- LAC","Morris, Markieff -- PHO","Gibson, Taj -- CHI",2014,SMOY
Dave Johnson,106.7 The Fan,"Ginobili, Manu -- SA","Crawford, Jamal -- LAC","Gibson, Taj -- CHI",2014,SMOY
