voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Dave McMenamin,ESPNLosAngeles.com,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
David Aldridge,TNT,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Belinelli, Marco -- SA",2014,SMOY
David Mayo,Mlive Media Group,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Jackson, Reggie -- OKC",2014,SMOY
David Steele,Fox Sports Florida,"Ginobili, Manu -- SA","Gibson, Taj -- CHI","Crawford, Jamal -- LAC",2014,SMOY
Dei Lynam,Comcast SportsNet,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Mills, Patty -- SA",2014,SMOY
Dell Curry,SportSouth,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Morris, Markieff -- PHO",2014,SMOY
Diamond Leung,Bay Area News Group/Contra Costa Times,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Dominique Wilkins,Fox Sports South,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Carter, Vince -- DAL",2014,SMOY
Doug Smith,Toronto Star,"Gibson, Taj -- CHI","Ginobili, Manu -- SA","Crawford, Jamal -- LAC",2014,SMOY
Dwain Price,Ft. Worth Star Telegam,"Crawford, Jamal -- LAC","Carter, Vince -- DAL","Blatche, Andray -- BRK",2014,SMOY
Eddie Sefko,Dallas Morning News,"Carter, Vince -- DAL","Morris, Markieff -- PHO","Gibson, Taj -- CHI",2014,SMOY
Eric Hasseltine,92.9 FM ESPN/680 AM,"Gibson, Taj -- CHI","Morris, Markieff -- PHO","Crawford, Jamal -- LAC",2014,SMOY
Ernie Johnson,TNT,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Ethan Skolnick,Bleacher Report,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Andersen, Chris -- MIA",2014,SMOY
Fran Blinebury,NBA.com,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Fred McLeod,Fox Sports Ohio,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Gary Gerould,CSN-CA,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Gary Washburn,Boston Globe,"Crawford, Jamal -- LAC","Morris, Markieff -- PHO","Hardaway Jr., Tim -- NY",2014,SMOY
George Blaha,WXYT / Fox Sports Detroit,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Glenn Consor,106.7 The Fan,"Crawford, Jamal -- LAC","Augustin, D.J. -- CHI","Vasquez, Greivis -- TOR",2014,SMOY
Grant Napear,CSN-CA,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Howard Beck,Bleacher Report,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Hubie Brown,ESPN,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Belinelli, Marco -- SA",2014,SMOY
Israel Gutierrez,ESPN.com,"Ginobili, Manu -- SA","Gibson, Taj -- CHI","Andersen, Chris -- MIA",2014,SMOY
JA Adande,ESPN.com,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Jason Jackson,Sun Sports,"Morris, Markieff -- PHO","Gibson, Taj -- CHI","Young, Nick -- LAL",2014,SMOY
Jason Jones,Sacramento Bee,"Gibson, Taj -- CHI","Morris, Markieff -- PHO","Carter, Vince -- DAL",2014,SMOY
Jason Kosmicki,Altitude Radio Network,"Jackson, Reggie -- OKC","Kanter, Enes -- UTAH","Mozgov, Timofey -- DEN",2014,SMOY
Jason Lloyd,Akron Beacon Journal,"Ginobili, Manu -- SA","Crawford, Jamal -- LAC","Gibson, Taj -- CHI",2014,SMOY
Jeff McDonald,San Antonio Express-News,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Gibson, Taj -- CHI",2014,SMOY
Jeff Turner,Fox Sports Florida,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Jeff Zillgitt,USA Today,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Jerry Zgoda,Minneapolis Star Tribune,"Gibson, Taj -- CHI","Ginobili, Manu -- SA","Crawford, Jamal -- LAC",2014,SMOY
Jim Barnett,Comcast SportsNet Bay Area,"Jackson, Reggie -- OKC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Jim Paschke,Fox Sports Wisconsin,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Jackson, Reggie -- OKC",2014,SMOY
Jim Petersen,Fox Sports North,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Jody Genessy,Deseret News,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Gibson, Taj -- CHI",2014,SMOY
Joe Cowley,Chicago Sun-Times,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Joe Freeman,The Oregonian,"Ginobili, Manu -- SA","Gibson, Taj -- CHI","Crawford, Jamal -- LAC",2014,SMOY
Joel Meyers,Fox Sports New Orleans,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
John Denton,OrlandoMagic.com,"Gibson, Taj -- CHI","Ginobili, Manu -- SA","Crawford, Jamal -- LAC",2014,SMOY
John Reid,New Orleans Times Picayune,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Jon Barry,ESPN Radio,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Young, Nick -- LAL",2014,SMOY
Jonathan Feigen,Houston Chronicle,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Keith Pompey,Philadelphia Inquirer,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Ken Berger,CBSSports.com,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Kevin Arnovitz,ESPN.com,"Ginobili, Manu -- SA","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Kevin Calabro,ESPN Radio,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Jackson, Reggie -- OKC",2014,SMOY
Lang Whitaker,NBA.com,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Leo Rautins,SportsNet/TSN,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Gibson, Taj -- CHI",2014,SMOY
Marc Berman,New York Post,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Marc Spears,Yahoo! Sports,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Jackson, Reggie -- OKC",2014,SMOY
Marc Stein,ESPN.com,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Mark Boyle,WIBC,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Jackson, Reggie -- OKC",2014,SMOY
Mark Followill,TXA-21/Fox Sports Net,"Gibson, Taj -- CHI","Morris, Markieff -- PHO","Carter, Vince -- DAL",2014,SMOY
Marv Albert,TNT,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Mary Schmitt Boyer,Cleveland Plain Dealer,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Jackson, Reggie -- OKC",2014,SMOY
Matt Pinto,WWLS / 98.1,"Jackson, Reggie -- OKC","Crawford, Jamal -- LAC","Gibson, Taj -- CHI",2014,SMOY
Matt Winer,NBA TV,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Michael Smith,Prime Ticket,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Morris, Markieff -- PHO",2014,SMOY
Michael Wilbon,ESPN,"Crawford, Jamal -- LAC","Jackson, Reggie -- OKC","Gibson, Taj -- CHI",2014,SMOY
Mike Breen,ABC Sports,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Mike Gorman,Comcast SportsNet,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Mike Monroe,San Antonio Express-News,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Gibson, Taj -- CHI",2014,SMOY
Mike Rice,Comcast SportsNet NW,"Morris, Markieff -- PHO","Gibson, Taj -- CHI","Williams, Mo -- POR",2014,SMOY
Mike Tirico,ESPN,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Mitch Lawrence,New York Daily News,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Jackson, Reggie -- OKC",2014,SMOY
Nick Friedell,ESPNChicago.com,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Paul Coro,Arizona Republic,"Morris, Markieff -- PHO","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Paul Jones,Raptors Radio,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Jackson, Reggie -- OKC",2014,SMOY
Pete Pranica,Fox Sports Tennessee,"Crawford, Jamal -- LAC","Augustin, D.J. -- CHI","Morris, Markieff -- PHO",2014,SMOY
Phil Chenier,Comcast SportsNet,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Ralph Lawler,Prime Ticket,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Jackson, Reggie -- OKC",2014,SMOY
Ric Bucher,Bleacher Report,"Gibson, Taj -- CHI","Jackson, Reggie -- OKC","Crawford, Jamal -- LAC",2014,SMOY
Rick Bonnell,Charlotte Observer,"Crawford, Jamal -- LAC","Waiters, Dion -- CLE","Ginobili, Manu -- SA",2014,SMOY
Ron Boone,ROOT Sports,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Ginobili, Manu -- SA",2014,SMOY
Ron Tillery,Memphis Commercial Appeal,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Young, Nick -- LAL",2014,SMOY
Sam Amick,USA Today,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Ginobili, Manu -- SA",2014,SMOY
Sam Smith,Bulls.com,"Gibson, Taj -- CHI","Ginobili, Manu -- SA","Crawford, Jamal -- LAC",2014,SMOY
Sean Deveney,The Sporting News,"Ginobili, Manu -- SA","Gibson, Taj -- CHI","Crawford, Jamal -- LAC",2014,SMOY
Sean Grande,WEEI Radio,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Sean Kelley,Pelicans Radio,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Gibson, Taj -- CHI",2014,SMOY
Shaun Powell,Sports on Earth,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Stefan Bondy,New York Daily News,"Ginobili, Manu -- SA","Crawford, Jamal -- LAC","Gibson, Taj -- CHI",2014,SMOY
Steve Aschburner,NBA.com,"Gibson, Taj -- CHI","Morris, Markieff -- PHO","Crawford, Jamal -- LAC",2014,SMOY
Steve Holman,Hawks Radio Network,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Steve Kerr,TNT,"Gibson, Taj -- CHI","Ginobili, Manu -- SA","Crawford, Jamal -- LAC",2014,SMOY
Steve Martin,Bobcats Radio,"Crawford, Jamal -- LAC","Ginobili, Manu -- SA","Jackson, Reggie -- OKC",2014,SMOY
Steve Popper,The Record,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Jackson, Reggie -- OKC",2014,SMOY
Ted Davis,WTMJ Radio,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Tim Bontemps,New York Post,"Crawford, Jamal -- LAC","Jackson, Reggie -- OKC","Gibson, Taj -- CHI",2014,SMOY
Tim Kempton,KTAR Radio,"Morris, Markieff -- PHO","Gibson, Taj -- CHI","Jackson, Reggie -- OKC",2014,SMOY
Tim Roye,KNBR Radio,"Crawford, Jamal -- LAC","Gibson, Taj -- CHI","Morris, Markieff -- PHO",2014,SMOY
Vince Ellis,Detroit Free Press,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Walt Frazier,MSG Network,"Gibson, Taj -- CHI","Crawford, Jamal -- LAC","Morris, Markieff -- PHO",2014,SMOY
Zach Lowe,Grantland,"Gibson, Taj -- CHI","Ginobili, Manu -- SA","Morris, Markieff -- PHO",2014,SMOY
