voter_name,affiliation,year,yr_contrary,num_awards_voted
Al McCoy,KTAR Radio,2014,18.457932359566776,9
Hubie Brown,ESPN,2015,16.48640377706415,9
Mike Fratello,TNT,2016,16.29485346105998,9
Tim Reynolds,Associated Press,2017,17.75515902718891,9
Dennis Scott,Turner,2018,14.34060388327228,9
Gary Washburn,Boston Globe,2019,14.26783599058354,9
Joe Cowley,Chicago Sun-Times,2020,16.54607636644327,9
