voter_name,affiliation,year,award,player,points_given,num_ballots,tot_pts,avg_pts,abs_pt_diff,sq_pt_diff
Brian Windhorst,ESPN.com,2014,DPOY,Roy Hibbert,5,125,166,1.2983870967741935,3.7016129032258065,13.701938085327784
Candace Buckner,Indianapolis Star,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Cedric Maxwell,WEEI Radio,2014,DPOY,LeBron James,3,125,31,0.22580645161290322,2.774193548387097,7.696149843912592
Charles Gardner,Milwaukee Journal Sentinel,2014,DPOY,Andre Iguodala,3,125,47,0.3548387096774194,2.6451612903225805,6.996878251821019
Chris Broussard,ESPN The Magazine,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Chris Carrino,WFAN (660),2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Chris Dempsey,Denver Post,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Chris Denari,Fox Sports Indiana,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Chris Haynes,Comcast SportsNet NW,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Chris Mannix,Sports Illustrated,2014,DPOY,Roy Hibbert,5,125,166,1.2983870967741935,3.7016129032258065,13.701938085327784
Chris Marlowe,Altitude Sports & Entertainment,2014,DPOY,LeBron James,3,125,31,0.22580645161290322,2.774193548387097,7.696149843912592
Chris Sheridan,Sheridanhoops.com,2014,DPOY,DeAndre Jordan,5,125,121,0.9354838709677419,4.064516129032258,16.52029136316337
Chuck Swirsky,ESPN AM 1000,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Dan Woike,Orange County Register,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Darnell Mayberry,Oklahoman,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Dave Johnson,106.7 The Fan,2014,DPOY,Roy Hibbert,5,125,166,1.2983870967741935,3.7016129032258065,13.701938085327784
Dave McMenamin,ESPNLosAngeles.com,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
David Aldridge,TNT,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
David Mayo,Mlive Media Group,2014,DPOY,Roy Hibbert,5,125,166,1.2983870967741935,3.7016129032258065,13.701938085327784
David Steele,Fox Sports Florida,2014,DPOY,Dwight Howard,3,125,25,0.1774193548387097,2.8225806451612905,7.966961498439127
Dei Lynam,Comcast SportsNet,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Diamond Leung,Bay Area News Group/Contra Costa Times,2014,DPOY,Roy Hibbert,5,125,166,1.2983870967741935,3.7016129032258065,13.701938085327784
Dominique Wilkins,Fox Sports South,2014,DPOY,DeAndre Jordan,5,125,121,0.9354838709677419,4.064516129032258,16.52029136316337
Doug Smith,The Toronto Star,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Dwain Price,Ft. Worth Star Telegam,2014,DPOY,DeAndre Jordan,5,125,121,0.9354838709677419,4.064516129032258,16.52029136316337
Eric Hasseltine,92.9 FM ESPN/680 AM,2014,DPOY,Marc Gasol,3,125,4,0.008064516129032258,2.9919354838709675,8.951677939646201
Ernie Johnson,TNT,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Fran Blinebury,NBA.com,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Fred McLeod,Fox Sports Ohio,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Gary Gerould,CSN-CA,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Gary Washburn,Boston Globe,2014,DPOY,Anthony Davis,3,125,25,0.1774193548387097,2.8225806451612905,7.966961498439127
George Blaha,WXYT / Fox Sports Detroit,2014,DPOY,Chris Paul,3,125,5,0.016129032258064516,2.9838709677419355,8.903485952133195
Grant Napear,CSN-CA,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Howard Beck,Bleacher Report,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Hubie Brown,ESPN,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Ira Winderman,South Florida Sun Sentinel,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Israel Gutierrez,ESPN.com,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
JA Adande,ESPN.com,2014,DPOY,Roy Hibbert,5,125,166,1.2983870967741935,3.7016129032258065,13.701938085327784
Jason Jones,Sacramento Bee,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Jason Kosmicki,Altitude Radio Network,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Jason Lloyd,Akron Beacon Journal,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Jeff McDonald,San Antonio Express-News,2014,DPOY,Andre Iguodala,3,125,47,0.3548387096774194,2.6451612903225805,6.996878251821019
Jeff Zillgitt,USA Today,2014,DPOY,Andre Iguodala,5,125,47,0.3387096774193548,4.661290322580645,21.727627471383975
Jerry Zgoda,Minneapolis Star Tribune,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Jim Barnett,Comcast SportsNet Bay Area,2014,DPOY,Andrew Bogut,5,125,11,0.04838709677419355,4.951612903225806,24.518470343392295
Jim Paschke,Fox Sports Wisconsin,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Jim Petersen,Fox Sports North,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Jody Genessy,Deseret News,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Joe Goodman,Miami Herald,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Joel Meyers,Fox Sports New Orleans,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
John Denton,OrlandoMagic.com,2014,DPOY,Roy Hibbert,5,125,166,1.2983870967741935,3.7016129032258065,13.701938085327784
John Reid,Times Picayune,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Jon Barry,ESPN Radio,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Jonathan Feigen,Houston Chronicle,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
K.C. Johnson,Chicago Tribune,2014,DPOY,Paul George,3,125,30,0.21774193548387097,2.782258064516129,7.740959937565036
Keith Pompey,Philadelphia Inquirer,2014,DPOY,Anthony Davis,3,125,25,0.1774193548387097,2.8225806451612905,7.966961498439127
Ken Berger,CBSSports.com,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Kevin Arnovitz,ESPN.com,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Kevin Calabro,ESPN Radio,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Kevin Ding,Bleacher Report,2014,DPOY,Paul George,3,125,30,0.21774193548387097,2.782258064516129,7.740959937565036
Lang Whitaker,NBA.com,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Leo Rautins,SportsNet/TSN,2014,DPOY,LeBron James,3,125,31,0.22580645161290322,2.774193548387097,7.696149843912592
Marc Spears,Yahoo! Sports,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Marc Stein,ESPN.com,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Mark Boyle,WIBC,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Mark Followill,TXA-21/Fox Sports Net,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Marv Albert,TNT,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Mary Schmitt Boyer,Cleveland Plain Dealer,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Matt Bullard,Comcast SportsNet Houston,2014,DPOY,Dwight Howard,3,125,25,0.1774193548387097,2.8225806451612905,7.966961498439127
Matt Devlin,SportsNet/TSN,2014,DPOY,Andre Iguodala,3,125,47,0.3548387096774194,2.6451612903225805,6.996878251821019
Matt Pinto,WWLS / 98.1,2014,DPOY,Serge Ibaka,5,125,79,0.5967741935483871,4.403225806451613,19.388397502601457
Matt Winer,NBA TV,2014,DPOY,Paul George,3,125,30,0.21774193548387097,2.782258064516129,7.740959937565036
Michael Smith,Prime Ticket,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Michael Wilbon,ESPN,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Mike Breen,ABC Sports,2014,DPOY,Kawhi Leonard,3,125,9,0.04838709677419355,2.9516129032258065,8.712018730489074
Mike Monroe,San Antonio Express-News,2014,DPOY,Kawhi Leonard,3,125,9,0.04838709677419355,2.9516129032258065,8.712018730489074
Mike Rice,Comcast SportsNet NW,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Mike Tirico,ESPN,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Mitch Lawrence,New York Daily News,2014,DPOY,DeAndre Jordan,5,125,121,0.9354838709677419,4.064516129032258,16.52029136316337
Nick Friedell,ESPNChicago.com,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Paul Coro,Arizona Republic,2014,DPOY,Andre Iguodala,3,125,47,0.3548387096774194,2.6451612903225805,6.996878251821019
Pete Pranica,Fox Sports Tennessee,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Phil Chenier,Comcast SportsNet,2014,DPOY,Trevor Ariza,3,125,4,0.008064516129032258,2.9919354838709675,8.951677939646201
Ric Bucher,Bleacher Report,2014,DPOY,Serge Ibaka,5,125,79,0.5967741935483871,4.403225806451613,19.388397502601457
Rick Bonnell,Charlotte Observer,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Ron Boone,Newsday,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Ron Tillery,Memphis Commercial Appeal,2014,DPOY,Dwight Howard,5,125,25,0.16129032258064516,4.838709677419355,23.41311134235172
Sam Amick,USA Today,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Sam Smith,Bulls.com,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Sean Deveney,The Sporting News,2014,DPOY,LeBron James,5,125,31,0.20967741935483872,4.790322580645161,22.947190426638915
Sean Grande,WEEI Radio,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Sean Kelley,"WWL, 105.3 FM",2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Shaun Powell,Sports on Earth,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Stephanie Ready,SportSouth,2014,DPOY,DeAndre Jordan,5,125,121,0.9354838709677419,4.064516129032258,16.52029136316337
Steve Aschburner,NBA.com,2014,DPOY,Andre Iguodala,3,125,47,0.3548387096774194,2.6451612903225805,6.996878251821019
Steve Buckhantz,Comcast SportsNet,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Steve Holman,Hawks Radio Network,2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Steve Kerr,TNT,2014,DPOY,LeBron James,5,125,31,0.20967741935483872,4.790322580645161,22.947190426638915
Steve Martin,Bobcats Radio,2014,DPOY,Serge Ibaka,3,125,79,0.6129032258064516,2.3870967741935485,5.698231009365245
Steve Popper,The Record,2014,DPOY,Paul George,3,125,30,0.21774193548387097,2.782258064516129,7.740959937565036
Ted Davis,WTMJ Radio,2014,DPOY,Tim Duncan,3,125,5,0.016129032258064516,2.9838709677419355,8.903485952133195
Tim Capstraw,WFAN (660),2014,DPOY,DeAndre Jordan,3,125,121,0.9516129032258065,2.0483870967741935,4.195889698231009
Tim Kempton,KTAR Radio,2014,DPOY,Anthony Davis,3,125,25,0.1774193548387097,2.8225806451612905,7.966961498439127
Tony Fiorentino,Sun Sports,2014,DPOY,Anthony Davis,5,125,25,0.16129032258064516,4.838709677419355,23.41311134235172
Vincent Goodwill,Detroit Free Press,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Walt Frazier,MSG Network,2014,DPOY,Paul George,3,125,30,0.21774193548387097,2.782258064516129,7.740959937565036
Zach Lowe,Grantland,2014,DPOY,Roy Hibbert,3,125,166,1.314516129032258,1.685483870967742,2.840855879292404
Aaron Falk,Salt Lake Tribune,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Al McCoy,KTAR Radio,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Alan Horton,WCCO 830-AM,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Andy Vasquez,Bergen Record,2014,MIP,DeMar DeRozan,3,126,28,0.2,2.8,7.839999999999999
Baxter Holmes,Boston Globe,2014,MIP,DeAndre Jordan,3,126,66,0.504,2.496,6.230016
Bill Land,Spurs Television,2014,MIP,Patty Mills,3,126,14,0.088,2.912,8.479744
Bill Oram,Orange County Register,2014,MIP,Jodie Meeks,3,126,3,0,3,9
Bill Reiter,Foxsports.com,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Bill Schoening,WOAI Radio,2014,MIP,DeAndre Jordan,3,126,66,0.504,2.496,6.230016
Bill Simmons,Grantland,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Bill Worrell,Comcast SportsNet Houston,2014,MIP,Blake Griffin,5,126,39,0.272,4.728,22.353983999999997
Bob Cooney,Philadelphia Daily News,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Bob Fitzgerald,Comcast SportsNet Bay Area,2014,MIP,Blake Griffin,5,126,39,0.272,4.728,22.353983999999997
Bob Rathbun,Fox Sports South,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Brendan Brown,MSG Network,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Brian Davis,Fox Sports Oklahoma,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Brian Wheeler,Fox Sports Radio/620AM,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Brian Windhorst,ESPN.com,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Candace Buckner,Indianapolis Star,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Charles Gardner,Milwaukee Journal Sentinel,2014,MIP,Shaun Livingston,3,126,11,0.064,2.936,8.620096
Chris Broussard,ESPN The Magazine,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Chris Dempsey,Denver Post,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Chris Denari,Fox Sports Indiana,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Chris Haynes,Comcast SportsNet NW,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Chris Mannix,Sports Illustrated,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Chris Sheridan,Sheridanhoops.com,2014,MIP,Kyle Lowry,3,126,43,0.32,2.68,7.182400000000001
Chuck Swirsky,ESPN AM 1000,2014,MIP,Kyle Lowry,3,126,43,0.32,2.68,7.182400000000001
Craig Ackerman,Sportstalk 790 AM,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Dan Woike,Orange County Register,2014,MIP,DeAndre Jordan,3,126,66,0.504,2.496,6.230016
Darnell Mayberry,Oklahoman,2014,MIP,Isaiah Thomas,3,126,13,0.08,2.92,8.526399999999999
Dave Johnson,106.7 The Fan,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Dave McMenamin,ESPNLosAngeles.com,2014,MIP,DeAndre Jordan,5,126,66,0.488,4.5120000000000005,20.358144000000003
David Aldridge,TNT,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
David Mayo,Mlive Media Group,2014,MIP,DeAndre Jordan,5,126,66,0.488,4.5120000000000005,20.358144000000003
David Steele,Fox Sports Florida,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Dei Lynam,Comcast SportsNet,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Diamond Leung,Bay Area News Group/Contra Costa Times,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Dominique Wilkins,Fox Sports South,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Doug Smith,Toronto Star,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Dwain Price,Ft. Worth Star Telegam,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Eddie Sefko,Dallas Morning News,2014,MIP,Isaiah Thomas,3,126,13,0.08,2.92,8.526399999999999
Eric Hasseltine,92.9 FM ESPN/680 AM,2014,MIP,DeMar DeRozan,3,126,28,0.2,2.8,7.839999999999999
Eric Smith,SportsNet 590 The Fan,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Ernie Johnson,TNT,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Fran Blinebury,NBA.com,2014,MIP,DeAndre Jordan,3,126,66,0.504,2.496,6.230016
Fred McLeod,Fox Sports Ohio,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Gary Gerould,CSN-CA,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Gary Washburn,Boston Globe,2014,MIP,DeAndre Jordan,5,126,66,0.488,4.5120000000000005,20.358144000000003
George Blaha,WXYT / Fox Sports Detroit,2014,MIP,Andre Drummond,3,126,3,0,3,9
Glenn Consor,106.7 The Fan,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Grant Napear,CSN-CA,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Howard Beck,Bleacher Report,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Hubie Brown,ESPN,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Ian Eagle,YES Network,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Israel Gutierrez,ESPN.com,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
JA Adande,ESPN.com,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Jack Armstrong,SportsNet/TSN,2014,MIP,Kyle Lowry,5,126,43,0.304,4.696,22.052415999999997
Jason Jones,Sacramento Bee,2014,MIP,Markieff Morris,5,126,13,0.064,4.936,24.364096
Jason Kosmicki,Altitude Radio Network,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Jason Lloyd,Akron Beacon Journal,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Jeff McDonald,San Antonio Express-News,2014,MIP,Patty Mills,3,126,14,0.088,2.912,8.479744
Jeff Turner,Fox Sports Florida,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Jeff Zillgitt,USA Today,2014,MIP,Blake Griffin,5,126,39,0.272,4.728,22.353983999999997
Jerry Zgoda,Minneapolis Star Tribune,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Jim Paschke,Fox Sports Wisconsin,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Jim Petersen,Fox Sports North,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Jody Genessy,Deseret News,2014,MIP,Gerald Green,3,126,117,0.912,2.088,4.359744
Joel Meyers,Fox Sports New Orleans,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
John Denton,OrlandoMagic.com,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
John Reid,New Orleans Times Picayune,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Jon Barry,ESPN Radio,2014,MIP,Kyle Lowry,5,126,43,0.304,4.696,22.052415999999997
Jonathan Feigen,Houston Chronicle,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Keith Pompey,Philadelphia Inquirer,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Ken Berger,CBSSports.com,2014,MIP,Kyle Lowry,3,126,43,0.32,2.68,7.182400000000001
Kevin Arnovitz,ESPN.com,2014,MIP,DeAndre Jordan,5,126,66,0.488,4.5120000000000005,20.358144000000003
Kevin Calabro,ESPN Radio,2014,MIP,Kyle Lowry,3,126,43,0.32,2.68,7.182400000000001
Kevin Ding,Bleacher Report,2014,MIP,Blake Griffin,5,126,39,0.272,4.728,22.353983999999997
Lang Whitaker,NBA.com,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Marc Spears,Yahoo! Sports,2014,MIP,DeAndre Jordan,3,126,66,0.504,2.496,6.230016
Marc Stein,ESPN.com,2014,MIP,DeAndre Jordan,3,126,66,0.504,2.496,6.230016
Mark Boyle,WIBC,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Mark Followill,TXA-21/Fox Sports Net,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Marv Albert,TNT,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Mary Schmitt Boyer,Cleveland Plain Dealer,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Matt Pinto,WWLS / 98.1,2014,MIP,DeAndre Jordan,3,126,66,0.504,2.496,6.230016
Matt Winer,NBA TV,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Michael Smith,Prime Ticket,2014,MIP,Kevin Durant,5,126,5,0,5,25
Michael Wallace,ESPN.com,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Michael Wilbon,ESPN,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Mike Breen,ABC Sports,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Mike Gorman,Comcast SportsNet,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Mike Inglis,WIOD Radio,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Mike Monroe,San Antonio Express-News,2014,MIP,Patty Mills,3,126,14,0.088,2.912,8.479744
Mike Rice,Comcast SportsNet NW,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Mike Tirico,ESPN,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Mitch Lawrence,New York Daily News,2014,MIP,Blake Griffin,5,126,39,0.272,4.728,22.353983999999997
Neil Funk,Comcast SportsNet,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Paul Coro,Arizona Republic,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Pete Pranica,Fox Sports Tennessee,2014,MIP,Kyle Lowry,3,126,43,0.32,2.68,7.182400000000001
Phil Chenier,Comcast SportsNet,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Ralph Lawler,Prime Ticket,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Ric Bucher,Bleacher Report,2014,MIP,DeMar DeRozan,5,126,28,0.184,4.816,23.193855999999997
Rick Bonnell,Charlotte Observer,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Ron Boone,ROOT Sports,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Ron Tillery,Memphis Commercial Appeal,2014,MIP,Mike Conley,3,126,3,0,3,9
Sam Amick,USA Today,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Sam Smith,Bulls.com,2014,MIP,Kyle Lowry,3,126,43,0.32,2.68,7.182400000000001
Scott Hastings,Altitude Sports & Entertainment,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Sean Deveney,The Sporting News,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Sean Grande,WEEI Radio,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Sean Kelley,Pelicans Radio,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Shaun Powell,Sports on Earth,2014,MIP,Gerald Green,3,126,117,0.912,2.088,4.359744
Stacey King,Comcast SportsNet,2014,MIP,D.J. Augustin,5,126,9,0.032,4.968,24.681024
Stefan Bondy,New York Daily News,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Stephanie Ready,SportSouth,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Steve Aschburner,NBA.com,2014,MIP,Lance Stephenson,5,126,158,1.224,3.776,14.258175999999999
Steve Holman,Hawks Radio Network,2014,MIP,Anthony Davis,3,126,155,1.216,1.784,3.182656
Steve Kerr,TNT,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Steve Martin,Bobcats Radio,2014,MIP,Gerald Green,5,126,117,0.896,4.104,16.842816
Ted Davis,WTMJ Radio,2014,MIP,Isaiah Thomas,3,126,13,0.08,2.92,8.526399999999999
Tim Kempton,KTAR Radio,2014,MIP,Shaun Livingston,3,126,11,0.064,2.936,8.620096
Tim Roye,KNBR Radio,2014,MIP,DeMar DeRozan,3,126,28,0.2,2.8,7.839999999999999
Tony Fiorentino,Sun Sports,2014,MIP,Anthony Davis,5,126,155,1.2,3.8,14.44
Vincent Goodwill,Detroit News,2014,MIP,Goran Dragic,5,126,408,3.224,1.7759999999999998,3.154175999999999
Walt Frazier,MSG Network,2014,MIP,Blake Griffin,5,126,39,0.272,4.728,22.353983999999997
Zach Lowe,Grantland,2014,MIP,DeMarcus Cousins,3,126,5,0.016,2.984,8.904256
A. Sherrod Blakely,Comcast SportsNet,2014,MVP,Joakim Noah,5,125,322,2.556451612903226,2.443548387096774,5.970928720083246
Aaron Falk,Salt Lake Tribune,2014,MVP,Joakim Noah,5,125,322,2.556451612903226,2.443548387096774,5.970928720083246
Adrian Chavarria,KEYH 850 AM,2014,MVP,Stephen Curry,5,125,66,0.49193548387096775,4.508064516129032,20.322645681581683
Al Iannazzone,Newsday,2014,MVP,Blake Griffin,5,125,434,3.4596774193548385,1.5403225806451615,2.37259365244537
