voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Steve Smith,Turner Sports,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Tim Bontemps,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)",2019,DPOY
Tim MacMahon,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Turner, Myles (IND)",2019,DPOY
Tim Reynolds,Associated Press,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Vince Goodwill,Yahoo! Sports,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2019,DPOY
Weiping Zhang,CCTV,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Will Guillory,The Athletic,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Turner, Myles (IND)",2019,DPOY
Zach Harper,The Athletic,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Zach Lowe,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Ailene Voisin,Sacramento Bee,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Amin Elhassan,ESPN.com,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Andrew Sharp,Sports Illustrated,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Anthony Slater,The Athletic,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Green, Draymond (GSW)",2018,DPOY
Ben Golliver,Sports Illustrated,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Bill Oram,Orange County Register,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Bill Simmons,The Ringer,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Brent Barry,Turner,"Gobert, Rudy (UTA)","Horford, Al (BOS)","Green, Draymond (GSW)",2018,DPOY
Brett Dawson,The Oklahoman,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Brian Mahoney,Associated Press,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Durant, Kevin (GSW)",2018,DPOY
Brian Windhorst,ESPN.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Horford, Al (BOS)",2018,DPOY
Cassidy Hubbarth,ESPN,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Chase Hughes,NBCSportsWashington.com,"Davis, Anthony (NOP)","Gobert, Rudy (UTA)","Embiid, Joel (PHI)",2018,DPOY
Chris Broussard,Fox Sports,"Davis, Anthony (NOP)","Green, Draymond (GSW)","Gobert, Rudy (UTA)",2018,DPOY
Chris Haynes,ESPN.com,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Brown, Jaylen (BOS)",2018,DPOY
Chris Mannix,Yahoo!,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Horford, Al (BOS)",2018,DPOY
Chris Webber,Turner,"Gobert, Rudy (UTA)","George, Paul (OKC)","Davis, Anthony (NOP)",2018,DPOY
Clifton Brown,Indianapolis Star,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Connor Letourneau,San Francisco Chronicle,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Dave McMenamin,ESPN.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
David Aldridge,Turner,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Covington, Robert (PHI)",2018,DPOY
Davide Chinellato,La Gazzetta dello Sport,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Butler, Jimmy (MIN)",2018,DPOY
Dennis Scott,Turner,"George, Paul (OKC)","Davis, Anthony (NOP)","Gobert, Rudy (UTA)",2018,DPOY
Diego Martínez Cabrera,Periódico Reforma,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Doris Burke,ABC/ESPN,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Eddie Sefko,Dallas Morning News,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Covington, Robert (PHI)",2018,DPOY
Elliott Teaford,Southern California News Group,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Ernie Johnson,Turner,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Green, Draymond (GSW)",2018,DPOY
Flavio Tranquillo,Sky Italia,"Gobert, Rudy (UTA)","Horford, Al (BOS)","Thompson, Klay (GSW)",2018,DPOY
Frank Isola,Sirius Radio/New York Daily News,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Horford, Al (BOS)",2018,DPOY
Gary Washburn,Boston Globe,"Gobert, Rudy (UTA)","Adams, Steven (OKC)","Drummond, Andre (DET)",2018,DPOY
Gina Mizell,Denver Post,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Greg Anthony,Turner,"Davis, Anthony (NOP)","Embiid, Joel (PHI)","Capela, Clint (HOU)",2018,DPOY
Greg Logan,Newsday,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Howard Beck,Bleacher Report,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Jackie MacMullan,ESPN.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Jalen Rose,ABC/ESPN,"Davis, Anthony (NOP)","Gobert, Rudy (UTA)","Embiid, Joel (PHI)",2018,DPOY
Jared Greenberg,Turner,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Horford, Al (BOS)",2018,DPOY
Jason Jones,Sacramento Bee,"Gobert, Rudy (UTA)","George, Paul (OKC)","Green, Draymond (GSW)",2018,DPOY
Jason Lloyd,The Athletic,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Jason Quick,NBC Sports Northwest,"Gobert, Rudy (UTA)","George, Paul (OKC)","Davis, Anthony (NOP)",2018,DPOY
Jeff McDonald,San Antonio Express‐News,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Jeff Zillgitt,USA Today,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Horford, Al (BOS)",2018,DPOY
Jerry Zgoda,Minneapolis Star Tribune,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Joe Cowley,Chicago Sun‐Times,"Gobert, Rudy (UTA)","Holiday, Jrue (NOP)","Covington, Robert (PHI)",2018,DPOY
John Schuhmann,NBA.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Jon Barry,ESPN Radio,"Gobert, Rudy (UTA)","George, Paul (OKC)","Embiid, Joel (PHI)",2018,DPOY
Justin Termine,Sirius Radio,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
KC Johnson,Chicago Tribune,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Keith Pompey,Philadelphia Inquirer,"Embiid, Joel (PHI)","Gobert, Rudy (UTA)","Davis, Anthony (NOP)",2018,DPOY
Kevin Arnovitz,ESPN.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Kevin Harlan,Turner,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Butler, Jimmy (MIN)",2018,DPOY
Kevin O'Connor,The Ringer,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Kevin Pelton,ESPN.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Nurkic, Jusuf (POR)",2018,DPOY
Kristen Ledlow,Turner,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Horford, Al (BOS)",2018,DPOY
Kurt Helin,NBCSports.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Lee Jenkins,Sports Illustrated,"Gobert, Rudy (UTA)","Horford, Al (BOS)","Embiid, Joel (PHI)",2018,DPOY
Lisa Shen Yang,Tencent,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Manny Navarro,Miami Herald,"Davis, Anthony (NOP)","Brown, Jaylen (BOS)","Gobert, Rudy (UTA)",2018,DPOY
Marc Berman,New York Post,"Gobert, Rudy (UTA)","Durant, Kevin (GSW)","George, Paul (OKC)",2018,DPOY
Marc Kestecher,ESPN Radio,"Gobert, Rudy (UTA)","George, Paul (OKC)","Embiid, Joel (PHI)",2018,DPOY
Mark Jackson,ABC/ESPN,"George, Paul (OKC)","Gobert, Rudy (UTA)","Davis, Anthony (NOP)",2018,DPOY
Marv Albert,Turner,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Green, Draymond (GSW)",2018,DPOY
Matt Velazquez,Milwaukee Journal Sentinel,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Matt Winer,Turner,"Gobert, Rudy (UTA)","Horford, Al (BOS)","Embiid, Joel (PHI)",2018,DPOY
Michael Grange,Rogers Sportsnet,"Horford, Al (BOS)","Davis, Anthony (NOP)","Covington, Robert (PHI)",2018,DPOY
Michael Wilbon,ABC/ESPN,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Michelle Beadle,ABC/ESPN,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","George, Paul (OKC)",2018,DPOY
Mike Breen,ABC/ESPN,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Horford, Al (BOS)",2018,DPOY
Mike Ganter,Toronto Sun,"Gobert, Rudy (UTA)","Horford, Al (BOS)","George, Paul (OKC)",2018,DPOY
NBA Fan Voting,NA,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Nira Khurana,Excelsior,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Horford, Al (BOS)",2018,DPOY
Paul Flannery,SB Nation,"Gobert, Rudy (UTA)","Holiday, Jrue (NOP)","Covington, Robert (PHI)",2018,DPOY
Rachel Nichols,ABC/ESPN,"Embiid, Joel (PHI)","Gobert, Rudy (UTA)","Davis, Anthony (NOP)",2018,DPOY
Ramona Shelburne,ESPN.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Reggie Miller,Turner,"Gobert, Rudy (UTA)","George, Paul (OKC)","Davis, Anthony (NOP)",2018,DPOY
Ric Bucher,Bleacher Report,"Green, Draymond (GSW)","Covington, Robert (PHI)","Capela, Clint (HOU)",2018,DPOY
Richard Walker,Gaston Gazette,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Green, Draymond (GSW)",2018,DPOY
Rob Mahoney,Sports Illustrated,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Rod Beard,Detroit News,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Ron Tillery,Memphis Commercial Appeal,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Horford, Al (BOS)",2018,DPOY
Rosalyn Gold‐Onwude,Turner,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Oladipo, Victor (IND)",2018,DPOY
Royce Young,ESPN.com,"Gobert, Rudy (UTA)","George, Paul (OKC)","Horford, Al (BOS)",2018,DPOY
Sam Amick,USA Today,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Scott Bordow,Arizona Republic,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Sean Deveney,The Sporting News,"Gobert, Rudy (UTA)","Horford, Al (BOS)","Embiid, Joel (PHI)",2018,DPOY
Sekou Smith,NBA.com,"Holiday, Jrue (NOP)","Gobert, Rudy (UTA)","George, Paul (OKC)",2018,DPOY
Sherrod Blakely,NBC Sports Boston,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Horford, Al (BOS)",2018,DPOY
Stefan Bondy,New York Daily News,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Brown, Jaylen (BOS)",2018,DPOY
Steve Aschburner,NBA.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Steve Smith,Turner,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Thales Soares,Globoesporte.com,"Gobert, Rudy (UTA)","Durant, Kevin (GSW)","Davis, Anthony (NOP)",2018,DPOY
Tim Reynolds,Associated Press,"Gobert, Rudy (UTA)","Thompson, Klay (GSW)","Butler, Jimmy (MIN)",2018,DPOY
TJ Manotoc,ABS‐CBN,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Tony Jones,Salt Lake Tribune,"Gobert, Rudy (UTA)","Horford, Al (BOS)","Davis, Anthony (NOP)",2018,DPOY
Vincent Goodwill,NBC Sports Chicago,"Gobert, Rudy (UTA)","Davis, Anthony (NOP)","Embiid, Joel (PHI)",2018,DPOY
Weiping Zhang,CCTV,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Embiid, Joel (PHI)",2018,DPOY
Will Guillory,New Orleans Times‐Picayune,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Xavier Vaution,BeIn Sport,"Gobert, Rudy (UTA)","George, Paul (OKC)","Davis, Anthony (NOP)",2018,DPOY
Yoko Miyaji,Sports Graphic Number,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Zach Lowe,ESPN.com,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Davis, Anthony (NOP)",2018,DPOY
Ailene Voisin,Sacramento Bee,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Andrew Sharp,Sports Illustrated,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Roberson, Andre (OKC.)",2017,DPOY
Anthony Slater,Bay Area News Group,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Antoni Daimiel,Moviestar+,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Covington, Robert (Phi.)",2017,DPOY
Ben Golliver,Sports Illustrated,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Roberson, Andre (OKC.)",2017,DPOY
Bill Oram,Orange County Register,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Bill Simmons,The Ringer,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Brent Barry,Turner,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Brian Lewis,New York Post,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Brian Mahoney,Associated Press,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Brian Windhorst,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Calvin Watkins,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Charles Gardner,Milwaukee Journal-Sentinel,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Chris Broussard,Fox Sports,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Chris Webber,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
David Aldridge,Turner,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Davide Chinellato,LaGazetta Dello Sport,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Dennis Scott,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Doris Burke,ABC/ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Doug Collins,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Doug Haller,Arizona Republic,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Doug Smith,The Toronto Star,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Eddie Sefko,Dallas Morning News,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Erik Horne,The Oklahoman,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Roberson, Andre (OKC.)",2017,DPOY
Ernie Johnson,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Flavio Tranquillo,Sky Italia,"Green, Draymond (G.S.)","Covington, Robert (Phi.)","Gobert, Rudy (Utah)",2017,DPOY
Fran Blinebury,NBA.com,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Frank Isola,Sirius Radio/New York Daily News,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Gary Washburn,Boston Globe,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Howard Beck,Bleacher Report,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Hubie Brown,ABC/ESPN,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Whiteside, Hassan (Mia.)",2017,DPOY
J Michael Falgoust,CSN Washington,"Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)",2017,DPOY
JA Adande,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jackie MacMullan,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jacques Monclar,BEIN Sport,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Jalen Rose,ABC/ESPN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Jared Greenberg,Turner,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jason Jones,Sacramento Bee,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Jeff McDonald,San Antonio Express-News,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Jeff Zillgitt,USA Today,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jerry Zgoda,Minneapolis Star-Tribune,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Joe Freeman,The Oregonian,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Joe Vardon,Cleveland.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
John Schuhmann,NBA.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jon Barry,ESPN Radio,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jon Krawczynski,Associated Press,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Justin Termine,Sirius XM,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Justin Verrier,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
KC Johnson,Chicago Tribune,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Keith Pompey,Philadelphia Inquirer,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Kevin Arnovitz,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Kevin Ding,Bleacher Report,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Kevin Harlan,Turner,"Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)",2017,DPOY
Kevin O'Connor,The Ringer,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Kristen Ledlow,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Kurt Helin,NBCSports.com,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Lang Whitaker,NBA.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Lee Jenkins,Sports Illustrated,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)",2017,DPOY
Lisa Shen Yang,Tencent,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Manny Navaro,Miami Herald,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Marc Berman,New York Post,"Green, Draymond (G.S.)","James, LeBron (Cle.)","Leonard, Kawhi (S.A.)",2017,DPOY
Marc Kestecher,ESPN Radio,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Marc Spears,The Undefeated,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Marc Stein,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Marcelo Nogueira,Ole,"Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Aldridge, LaMarcus (S.A.)",2017,DPOY
Mark Jackson,ABC/ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Mark Medina,LA Daily News,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Matt Moore,CBSSports.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Matt Winer,Turner,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Michael Grange,Rogers Sportsnet,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Michael Wilbon,ABC/ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Michelle Beadle,ABC/ESPN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Mike Breen,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Nate Taylor,Indianapolis Star,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Nira Khurana,Excelsior,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Paul Flannery,SB Nation,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Rachel Nichols,ABC/ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Ramona Shelburne,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Reggie Miller,Turner,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Ric Bucher,Bleacher Report,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Richard Walker,Gaston Gazette,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Whiteside, Hassan (Mia.)",2017,DPOY
Rod Beard,Detroit News,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Ron Tillery,Memphis Commercial-Appeal,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Royce Young,ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Ryan Wolstat,Toronto Sun,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Sage Steele,ABC/ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Sam Amick,USA Today,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Sean Deveney,The Sporting News,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Sekou Smith,NBA.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Sherrod Blakely,CSN New England,"Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)",2017,DPOY
Steve Aschburner,NBA.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Steve Kyler,Basketball Insiders,"Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Whiteside, Hassan (Mia.)",2017,DPOY
