voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Tim Bontemps,ESPN,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Green, Draymond (GSW)",2021,DPOY
Tim Reynolds,Associated Press,"Gobert, Rudy (UTA)","Adebayo, Bam (MIA)","Simmons, Ben (PHI)",2021,DPOY
Tony Jones,The Athletic,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2021,DPOY
Vince Goodwill,Yahoo! Sports,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Simmons, Ben (PHI)",2021,DPOY
Yoko Miyaji,Sports Graphic Number,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)",2021,DPOY
Zach Harper,The Athletic,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2021,DPOY
Zach Lowe,ESPN,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Simmons, Ben (PHI)",2021,DPOY
Adam Himmelsbach,Boston Globe,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)",2020,DPOY
Amin Elhassan,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Adebayo, Bam (MIA)",2020,DPOY
Andy Larsen,Salt Lake Tribune,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Anthony Chiang,Miami Herald,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Antoine Bancharel,Canal+ Afrique,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)",2020,DPOY
Antoni Daimiel,Movistar+,"Adebayo, Bam (MIA)","Davis, Anthony (LAL)","Lopez, Brook (MIL)",2020,DPOY
Bill Simmons,The Ringer,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Brad Townsend,Dallas Morning News,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Brian Mahoney,Associated Press,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2020,DPOY
Brian Windhorst,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Candace Parker,Turner,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2020,DPOY
Casey Stern,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Cassidy Hubbarth,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Chris Broussard,Fox Sports,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Adebayo, Bam (MIA)",2020,DPOY
Chris Fedor,Cleveland.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Chris Haynes,Yahoo! Sports,"Davis, Anthony (LAL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2020,DPOY
Chris Hine,Minneapolis Star Tribune,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Adebayo, Bam (MIA)",2020,DPOY
Chris Kirschner,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Chris Mannix,Sports Illustrated,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)",2020,DPOY
Chris Sasaki,Rakuten,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Connor Letourneau,San Francisco Chronicle,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Coral Lu,ESPN-Tencent,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Dan Devine,The Ringer,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Simmons, Ben (PHI)",2020,DPOY
Dave McMenamin,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2020,DPOY
Dave Pasch,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Leonard, Kawhi (LAC)",2020,DPOY
Davide Chinellato,La Gazzetta dello Sport,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2020,DPOY
Dennis Scott,Turner,"Gobert, Rudy (UTA)","Davis, Anthony (LAL)","Allen, Jarrett (BKN)",2020,DPOY
Diego Martinez,Reforma,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Doris Burke,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Doug Smith,The Toronto Star,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Duane Rankin,Arizona Republic,"Davis, Anthony (LAL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2020,DPOY
Erik Horne,The Athletic,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Ernie Johnson,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)",2020,DPOY
Evan Barnes,Memphis Commercial Appeal,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Frank Isola,Sirius Radio,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Fred Katz,The Athletic,"Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2020,DPOY
Gary Washburn,Boston Globe,"Antetokounmpo, Giannis (MIL)","Smart, Marcus (BOS)","Davis, Anthony (LAL)",2020,DPOY
Greg Anthony,Turner,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Greg Logan,Newsday,"Drummond, Andre (CLE)","Whiteside, Hassan (POR)","Antetokounmpo, Giannis (MIL)",2020,DPOY
Howard Beck,Bleacher Report,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Jackie MacMullan,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)",2020,DPOY
Jalen Rose,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Beverley, Patrick (LAC)",2020,DPOY
Jared Greenberg,Turner,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Lopez, Brook (MIL)",2020,DPOY
Jason Anderson,Sacramento Bee,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Jason Quick,The Athletic,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Smart, Marcus (BOS)",2020,DPOY
Jeff McDonald,San Antonio Express-News,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Jeff Zillgitt,USA Today,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)",2020,DPOY
Joe Cowley,Chicago Sun-Times,"Beverley, Patrick (LAC)","Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)",2020,DPOY
Joe Vardon,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)",2020,DPOY
John Schuhmann,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Jon Barry,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Simmons, Ben (PHI)",2020,DPOY
Josh Robbins,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Justin Termine,Sirius Radio,"Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2020,DPOY
Keith Pompey,Philadelphia Inquirer and Daily News,"Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)",2020,DPOY
Kelly Iko,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Kevin Arnovitz,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Lopez, Brook (MIL)",2020,DPOY
Kevin Harlan,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Kevin O'Connor,The Ringer,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Kevin Pelton,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Lopez, Brook (MIL)",2020,DPOY
Kristen Ledlow,Turner,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Kurt Helin,NBCSports.com,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Lisa Hsu,Tencent,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Marc Berman,New York Post,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Leonard, Kawhi (LAC)",2020,DPOY
Marc Kestecher,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Maria Taylor,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Simmons, Ben (PHI)",2020,DPOY
Mark Jackson,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Simmons, Ben (PHI)",2020,DPOY
Mark Jones,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2020,DPOY
Mark Medina,USA Today,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2020,DPOY
Marv Albert,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Matt Velazquez,Milwaukee Journal Sentinel,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Matt Winer,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Maxime Malet,L'Equipe,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)",2020,DPOY
Michael Wilbon,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Mike Breen,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)",2020,DPOY
Mike Ganter,The Toronto Sun,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Mirjam Swanson,Southern California News Group,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2020,DPOY
Nick Kosmider,The Athletic,"Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2020,DPOY
Rachel Nichols,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Ramona Shelburne,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Remi Reverchon,BeIN Sport (France),"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2020,DPOY
Renjun Bao,Tencent,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Ric Bucher,Bleacher Report,"Antetokounmpo, Giannis (MIL)","Adebayo, Bam (MIA)","Davis, Anthony (LAL)",2020,DPOY
Rod Beard,Detroit News,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Royce Young,ESPN,"Adebayo, Bam (MIA)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2020,DPOY
Sam Amick,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Seerat Sohi,Yahoo! Sports,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2020,DPOY
Sekou Smith,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Shams Charania,The Athletic/Stadium,"Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)",2020,DPOY
Shaun Powell,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Simone Sandri,La Gazzetta Dello Sport,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Beverley, Patrick (LAC)",2020,DPOY
Stephen A. Smith,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Steve Aschburner,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)",2020,DPOY
Steve Smith,Turner,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2020,DPOY
Tim Bontemps,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Tim Reynolds,Associated Press,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Adebayo, Bam (MIA)",2020,DPOY
Vince Goodwill,Yahoo! Sports,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Will Guillory,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Yoko Miyaji,Sports Graphic Number,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
Zach Harper,The Athletic,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2020,DPOY
Zach Lowe,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2020,DPOY
A. Sherrod Blakely,NBC Sports Boston,"Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","George, Paul (OKC)",2019,DPOY
Amin Elhassan,ESPN,"Gobert, Rudy (UTA)","George, Paul (OKC)","Turner, Myles (IND)",2019,DPOY
Andre Voigt,DAZN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)",2019,DPOY
Andrew Sharp,Sports Illustrated,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Anthony Chiang,Miami Herald,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Anthony Slater,The Athletic,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Bill Oram,The Athletic,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Bill Simmons,The Ringer,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Brian Lewis,New York Post,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Brian Mahoney,Associated Press,"Gobert, Rudy (UTA)","George, Paul (OKC)","Turner, Myles (IND)",2019,DPOY
Brian Windhorst,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Casey Stern,Turner Sports,"Leonard, Kawhi (TOR)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Cassidy Hubbarth,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Chris Broussard,Fox Sports,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Chris Haynes,Yahoo! Sports,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Chris Mannix,Sports Illustrated,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Dave Campbell,Associated Press,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Dave McMenamin,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)",2019,DPOY
Dave Pasch,ESPN,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
David Cobb,Memphis Commercial Appeal,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Dennis Scott,Turner Sports,"Gobert, Rudy (UTA)","Turner, Myles (IND)","Allen, Jarrett (BKN)",2019,DPOY
Diego Martinez,Reforma,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Embiid, Joel (PHI)",2019,DPOY
Doris Burke,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Doug Smith,Toronto Star,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Duane Rankin,Arizona Republic,"Gobert, Rudy (UTA)","George, Paul (OKC)","Turner, Myles (IND)",2019,DPOY
Eric Woodyard,Deseret News,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Erik Horne,The Oklahoman,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Flavio Tranquillo,Sky Italia,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Smart, Marcus (BOS)",2019,DPOY
Frank Isola,Sirius Radio/The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)",2019,DPOY
Fred Katz,The Athletic,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Gary Washburn,Boston Globe,"George, Paul (OKC)","Gobert, Rudy (UTA)","Turner, Myles (IND)",2019,DPOY
Greg Anthony,Turner Sports,"Embiid, Joel (PHI)","George, Paul (OKC)","Gobert, Rudy (UTA)",2019,DPOY
Guillermo Schutz,Televisa,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Howard Beck,Bleacher Report,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Jackie MacMullan,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Jalen Rose,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Jared Greenberg,Turner,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Jason Anderson,Sacramento Bee,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Jeff McDonald,San Antonio Express‐News,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Jeff Zillgitt,USA Today,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Joe Freeman,The Oregonian,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Joe Vardon,The Athletic,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
John Schuhmann,NBA.com,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)",2019,DPOY
Jon Barry,ESPN,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Josh Robbins,The Athletic,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Justin Termine,Sirius Radio,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
K.C. Johnson,Chicago Tribune,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Keith Pompey,Philadelphia Inqurier and Daily News,"Gobert, Rudy (UTA)","George, Paul (OKC)","Turner, Myles (IND)",2019,DPOY
Kelly Iko,The Athletic,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Kennegh Lau,BesTV,"Green, Draymond (GSW)","Embiid, Joel (PHI)","Gobert, Rudy (UTA)",2019,DPOY
Kevin Arnovitz,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Smart, Marcus (BOS)",2019,DPOY
Kevin Harlan,Turner Sports,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Kevin O'Connor,The Ringer,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Kevin Pelton,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Kristen Ledlow,Turner Sports,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Kurt Helin,NBCSports.com,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Lisa Hsu,Tencent,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Marc Kestecher,ESPN,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Mark Jackson,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Beverley, Patrick (LAC)",2019,DPOY
Mark Jones,ESPN,"George, Paul (OKC)","Gobert, Rudy (UTA)","Green, Draymond (GSW)",2019,DPOY
Marv Albert,Turner Sports,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Massimo Lopes Pegna,La Gazzetta dello Sport,"Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","George, Paul (OKC)",2019,DPOY
Matt Velazquez,Milwaukee Journal Sentinel,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Matt Winer,Turner Sports,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Maxime Malet,L'Equipe,"Gobert, Rudy (UTA)","Embiid, Joel (PHI)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Michael Grange,Rogers Sportsnet,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Michael Wilbon,ESPN,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Michelle Beadle,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Mike Breen,ESPN,"Gobert, Rudy (UTA)","George, Paul (OKC)","Leonard, Kawhi (TOR)",2019,DPOY
Mike Singer,Denver Post,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Mirjam Swanson,Southern California News Group,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Nira Khurana,Perform,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)",2019,DPOY
Olgun Uluc,Fox Sports Australia,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Paul Flannery,SB Nation,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Rachel Nichols,ESPN,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)",2019,DPOY
Ramona Shelburne,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Embiid, Joel (PHI)",2019,DPOY
Reggie Miller,Turner Sports,"George, Paul (OKC)","Gobert, Rudy (UTA)","Turner, Myles (IND)",2019,DPOY
Reid Forgrave,CBSSports.com,"Gobert, Rudy (UTA)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Ric Bucher,Bleacher Report,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Smart, Marcus (BOS)",2019,DPOY
Richard Walker,Gaston Gazette,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Rob Mahoney,Sports Illustrated,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Rod Beard,Detroit News,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Rosalyn Gold‐Onwude,Turner,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Royce Young,ESPN,"George, Paul (OKC)","Gobert, Rudy (UTA)","Turner, Myles (IND)",2019,DPOY
Ryan Wolstat,Toronto Sun,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Sam Amick,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","George, Paul (OKC)",2019,DPOY
Scott Agness,The Athletic,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Gobert, Rudy (UTA)",2019,DPOY
Sean Deveney,The Sporting News,"George, Paul (OKC)","Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Sekou Smith,NBA.com,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","George, Paul (OKC)",2019,DPOY
Stefan Bondy,New York Daily News,"Antetokounmpo, Giannis (MIL)","Turner, Myles (IND)","Gobert, Rudy (UTA)",2019,DPOY
Steve Aschburner,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Embiid, Joel (PHI)",2019,DPOY
