voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Rob Mahoney,Sports Illustrated,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2019,COY
Rod Beard,Detroit News,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2019,COY
Rosalyn Gold‐Onwude,Turner,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2019,COY
Royce Young,ESPN,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)",2019,COY
Ryan Wolstat,Toronto Sun,"Malone, Mike (Denver Nuggets)","Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)",2019,COY
Sam Amick,The Athletic,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2019,COY
Scott Agness,The Athletic,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2019,COY
Sean Deveney,The Sporting News,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2019,COY
Sekou Smith,NBA.com,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2019,COY
Stefan Bondy,New York Daily News,"Malone, Mike (Denver Nuggets)","Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)",2019,COY
Steve Aschburner,NBA.com,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2019,COY
Steve Smith,Turner Sports,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2019,COY
Tim Bontemps,ESPN,"Joerger, David (Sacramento Kings)","Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)",2019,COY
Tim MacMahon,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2019,COY
Tim Reynolds,Associated Press,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","Clifford, Steve (Orlando Magic)",2019,COY
Vince Goodwill,Yahoo! Sports,"McMillan, Nate (Indiana Pacers)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2019,COY
Weiping Zhang,CCTV,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2019,COY
Will Guillory,The Athletic,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)",2019,COY
Zach Harper,The Athletic,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2019,COY
Zach Lowe,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2019,COY
Ailene Voisin,Sacramento Bee,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Stevens, Brad (BOS)",2018,COY
Amin Elhassan,ESPN.com,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Stotts, Terry (POR)",2018,COY
Andrew Sharp,Sports Illustrated,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Anthony Slater,The Athletic,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Stevens, Brad (BOS)",2018,COY
Ben Golliver,Sports Illustrated,"Brown, Brett (PHI)","Casey, Dwane (TOR)","Stevens, Brad (BOS)",2018,COY
Bill Oram,Orange County Register,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","D’Antoni, Mike (HOU)",2018,COY
Bill Simmons,The Ringer,"Stevens, Brad (BOS)","Snyder, Quin (UTA)","Brown, Brett (PHI)",2018,COY
Brent Barry,Turner,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","McMillan, Nate (IND)",2018,COY
Brett Dawson,The Oklahoman,"Brown, Brett (PHI)","Snyder, Quin (UTA)","D’Antoni, Mike (HOU)",2018,COY
Brian Mahoney,Associated Press,"Stevens, Brad (BOS)","Stotts, Terry (POR)","Snyder, Quin (UTA)",2018,COY
Brian Windhorst,ESPN.com,"Stevens, Brad (BOS)","Snyder, Quin (UTA)","McMillan, Nate (IND)",2018,COY
Cassidy Hubbarth,ESPN,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Snyder, Quin (UTA)",2018,COY
Chase Hughes,NBCSportsWashington.com,"Snyder, Quin (UTA)","Stevens, Brad (BOS)","Popovich, Gregg (SAS)",2018,COY
Chris Broussard,Fox Sports,"Snyder, Quin (UTA)","Stevens, Brad (BOS)","Casey, Dwane (TOR)",2018,COY
Chris Haynes,ESPN.com,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Stotts, Terry (POR)",2018,COY
Chris Mannix,Yahoo!,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Chris Webber,Turner,"Brown, Brett (PHI)","D’Antoni, Mike (HOU)","Stevens, Brad (BOS)",2018,COY
Clifton Brown,Indianapolis Star,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","McMillan, Nate (IND)",2018,COY
Connor Letourneau,San Francisco Chronicle,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","D’Antoni, Mike (HOU)",2018,COY
Dave McMenamin,ESPN.com,"Brown, Brett (PHI)","Casey, Dwane (TOR)","D’Antoni, Mike (HOU)",2018,COY
David Aldridge,Turner,"Casey, Dwane (TOR)","McMillan, Nate (IND)","Brown, Brett (PHI)",2018,COY
Davide Chinellato,La Gazzetta dello Sport,"D’Antoni, Mike (HOU)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Dennis Scott,Turner,"D’Antoni, Mike (HOU)","Stevens, Brad (BOS)","Casey, Dwane (TOR)",2018,COY
Diego Martínez Cabrera,Periódico Reforma,"Casey, Dwane (TOR)","D’Antoni, Mike (HOU)","Brown, Brett (PHI)",2018,COY
Doris Burke,ABC/ESPN,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Stevens, Brad (BOS)",2018,COY
Eddie Sefko,Dallas Morning News,"Casey, Dwane (TOR)","Stotts, Terry (POR)","D’Antoni, Mike (HOU)",2018,COY
Elliott Teaford,Southern California News Group,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Rivers, Doc (LAC)",2018,COY
Ernie Johnson,Turner,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Brown, Brett (PHI)",2018,COY
Flavio Tranquillo,Sky Italia,"Snyder, Quin (UTA)","Stevens, Brad (BOS)","Stotts, Terry (POR)",2018,COY
Frank Isola,Sirius Radio/New York Daily News,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Brown, Brett (PHI)",2018,COY
Gary Washburn,Boston Globe,"Brown, Brett (PHI)","McMillan, Nate (IND)","Snyder, Quin (UTA)",2018,COY
Gina Mizell,Denver Post,"Stevens, Brad (BOS)","Snyder, Quin (UTA)","Casey, Dwane (TOR)",2018,COY
Greg Anthony,Turner,"Casey, Dwane (TOR)","D’Antoni, Mike (HOU)","Stotts, Terry (POR)",2018,COY
Greg Logan,Newsday,"D’Antoni, Mike (HOU)","Brown, Brett (PHI)","Casey, Dwane (TOR)",2018,COY
Howard Beck,Bleacher Report,"Brown, Brett (PHI)","Snyder, Quin (UTA)","McMillan, Nate (IND)",2018,COY
Jackie MacMullan,ESPN.com,"Stevens, Brad (BOS)","Snyder, Quin (UTA)","Casey, Dwane (TOR)",2018,COY
Jalen Rose,ABC/ESPN,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Brown, Brett (PHI)",2018,COY
Jared Greenberg,Turner,"Snyder, Quin (UTA)","Stevens, Brad (BOS)","Casey, Dwane (TOR)",2018,COY
Jason Jones,Sacramento Bee,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Gentry, Alvin (NOP)",2018,COY
Jason Lloyd,The Athletic,"Stevens, Brad (BOS)","Snyder, Quin (UTA)","Casey, Dwane (TOR)",2018,COY
Jason Quick,NBC Sports Northwest,"Casey, Dwane (TOR)","D’Antoni, Mike (HOU)","Stotts, Terry (POR)",2018,COY
Jeff McDonald,San Antonio Express‐News,"Snyder, Quin (UTA)","Stevens, Brad (BOS)","Brown, Brett (PHI)",2018,COY
Jeff Zillgitt,USA Today,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Stevens, Brad (BOS)",2018,COY
Jerry Zgoda,Minneapolis Star Tribune,"Brown, Brett (PHI)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Joe Cowley,Chicago Sun‐Times,"D’Antoni, Mike (HOU)","Snyder, Quin (UTA)","Stevens, Brad (BOS)",2018,COY
John Schuhmann,NBA.com,"Casey, Dwane (TOR)","Brown, Brett (PHI)","Stevens, Brad (BOS)",2018,COY
Jon Barry,ESPN Radio,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Stevens, Brad (BOS)",2018,COY
Justin Termine,Sirius Radio,"Snyder, Quin (UTA)","Stevens, Brad (BOS)","Casey, Dwane (TOR)",2018,COY
KC Johnson,Chicago Tribune,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Snyder, Quin (UTA)",2018,COY
Keith Pompey,Philadelphia Inquirer,"Brown, Brett (PHI)","Snyder, Quin (UTA)","Casey, Dwane (TOR)",2018,COY
Kevin Arnovitz,ESPN.com,"Casey, Dwane (TOR)","McMillan, Nate (IND)","Snyder, Quin (UTA)",2018,COY
Kevin Harlan,Turner,"Brown, Brett (PHI)","Casey, Dwane (TOR)","Stotts, Terry (POR)",2018,COY
Kevin O'Connor,The Ringer,"Stevens, Brad (BOS)","Snyder, Quin (UTA)","Casey, Dwane (TOR)",2018,COY
Kevin Pelton,ESPN.com,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Stotts, Terry (POR)",2018,COY
Kristen Ledlow,Turner,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Kurt Helin,NBCSports.com,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Lee Jenkins,Sports Illustrated,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Lisa Shen Yang,Tencent,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Stevens, Brad (BOS)",2018,COY
Manny Navarro,Miami Herald,"Snyder, Quin (UTA)","McMillan, Nate (IND)","Casey, Dwane (TOR)",2018,COY
Marc Berman,New York Post,"Stevens, Brad (BOS)","Brown, Brett (PHI)","McMillan, Nate (IND)",2018,COY
Marc Kestecher,ESPN Radio,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Stevens, Brad (BOS)",2018,COY
Mark Jackson,ABC/ESPN,"Casey, Dwane (TOR)","Stotts, Terry (POR)","Snyder, Quin (UTA)",2018,COY
Marv Albert,Turner,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Brown, Brett (PHI)",2018,COY
Matt Velazquez,Milwaukee Journal Sentinel,"Stevens, Brad (BOS)","Snyder, Quin (UTA)","McMillan, Nate (IND)",2018,COY
Matt Winer,Turner,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Snyder, Quin (UTA)",2018,COY
Michael Grange,Rogers Sportsnet,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Stotts, Terry (POR)",2018,COY
Michael Wilbon,ABC/ESPN,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Stotts, Terry (POR)",2018,COY
Michelle Beadle,ABC/ESPN,"Snyder, Quin (UTA)","Brown, Brett (PHI)","Stevens, Brad (BOS)",2018,COY
Mike Breen,ABC/ESPN,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Brown, Brett (PHI)",2018,COY
Mike Ganter,Toronto Sun,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","McMillan, Nate (IND)",2018,COY
Nira Khurana,Excelsior,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Snyder, Quin (UTA)",2018,COY
Paul Flannery,SB Nation,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Rachel Nichols,ABC/ESPN,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Ramona Shelburne,ESPN.com,"Snyder, Quin (UTA)","McMillan, Nate (IND)","Stevens, Brad (BOS)",2018,COY
Reggie Miller,Turner,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Snyder, Quin (UTA)",2018,COY
Ric Bucher,Bleacher Report,"Stevens, Brad (BOS)","Snyder, Quin (UTA)","Casey, Dwane (TOR)",2018,COY
Richard Walker,Gaston Gazette,"McMillan, Nate (IND)","Brown, Brett (PHI)","Gentry, Alvin (NOP)",2018,COY
Rob Mahoney,Sports Illustrated,"Brown, Brett (PHI)","Stevens, Brad (BOS)","Snyder, Quin (UTA)",2018,COY
Rod Beard,Detroit News,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Stevens, Brad (BOS)",2018,COY
Ron Tillery,Memphis Commercial Appeal,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Stevens, Brad (BOS)",2018,COY
Rosalyn Gold‐Onwude,Turner,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Popovich, Gregg (SAS)",2018,COY
Royce Young,ESPN.com,"Brown, Brett (PHI)","Snyder, Quin (UTA)","Spoelstra, Erik (MIA)",2018,COY
Sam Amick,USA Today,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","McMillan, Nate (IND)",2018,COY
Scott Bordow,Arizona Republic,"Casey, Dwane (TOR)","McMillan, Nate (IND)","Stevens, Brad (BOS)",2018,COY
Sean Deveney,The Sporting News,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Snyder, Quin (UTA)",2018,COY
Sekou Smith,NBA.com,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Stotts, Terry (POR)",2018,COY
Sherrod Blakely,NBC Sports Boston,"Stevens, Brad (BOS)","Stotts, Terry (POR)","Casey, Dwane (TOR)",2018,COY
Stefan Bondy,New York Daily News,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","D’Antoni, Mike (HOU)",2018,COY
Steve Aschburner,NBA.com,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","McMillan, Nate (IND)",2018,COY
Steve Smith,Turner,"Casey, Dwane (TOR)","Stevens, Brad (BOS)","Snyder, Quin (UTA)",2018,COY
Thales Soares,Globoesporte.com,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Snyder, Quin (UTA)",2018,COY
Tim Reynolds,Associated Press,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Popovich, Gregg (SAS)",2018,COY
TJ Manotoc,ABS‐CBN,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Stevens, Brad (BOS)",2018,COY
Tony Jones,Salt Lake Tribune,"Stevens, Brad (BOS)","Snyder, Quin (UTA)","Casey, Dwane (TOR)",2018,COY
Vincent Goodwill,NBC Sports Chicago,"McMillan, Nate (IND)","Snyder, Quin (UTA)","Casey, Dwane (TOR)",2018,COY
Weiping Zhang,CCTV,"Stevens, Brad (BOS)","Casey, Dwane (TOR)","Brown, Brett (PHI)",2018,COY
Will Guillory,New Orleans Times‐Picayune,"Stevens, Brad (BOS)","Popovich, Gregg (SAS)","Casey, Dwane (TOR)",2018,COY
Xavier Vaution,BeIn Sport,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Stevens, Brad (BOS)",2018,COY
Yoko Miyaji,Sports Graphic Number,"Casey, Dwane (TOR)","Snyder, Quin (UTA)","Brown, Brett (PHI)",2018,COY
Zach Lowe,ESPN.com,"Snyder, Quin (UTA)","Casey, Dwane (TOR)","Stevens, Brad (BOS)",2018,COY
Ailene Voisin,Sacramento Bee,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Stevens, Brad (Boston Celtics)",2017,COY
Andrew Sharp,Sports Illustrated,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)",2017,COY
Anthony Slater,Bay Area News Group,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Snyder, Quin (Utah Jazz)",2017,COY
Antoni Daimiel,Moviestar+,"D’Antoni, Mike (Houston Rockets)","Kerr, Steve (Golden State Warriors)","Kidd, Jason (Milwaukee Bucks)",2017,COY
Ben Golliver,Sports Illustrated,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Brooks, Scott (Washington Wizards)",2017,COY
Bill Oram,Orange County Register,"D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)","Popovich, Gregg (San Antonio Spurs)",2017,COY
Bill Simmons,The Ringer,"Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)",2017,COY
Brent Barry,Turner,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Brooks, Scott (Washington Wizards)",2017,COY
Brian Lewis,New York Post,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)",2017,COY
Brian Mahoney,Associated Press,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Stevens, Brad (Boston Celtics)",2017,COY
Brian Windhorst,ESPN.com,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2017,COY
Calvin Watkins,ESPN.com,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Brooks, Scott (Washington Wizards)",2017,COY
Charles Gardner,Milwaukee Journal-Sentinel,"Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)",2017,COY
Chris Broussard,Fox Sports,"D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)","Spoelstra, Erik (Miami Heat)",2017,COY
Chris Webber,Turner,"D’Antoni, Mike (Houston Rockets)","Kidd, Jason (Milwaukee Bucks)","Brooks, Scott (Washington Wizards)",2017,COY
David Aldridge,Turner,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2017,COY
Davide Chinellato,LaGazetta Dello Sport,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Spoelstra, Erik (Miami Heat)",2017,COY
Dennis Scott,Turner,"Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)",2017,COY
Doris Burke,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2017,COY
Doug Collins,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Snyder, Quin (Utah Jazz)",2017,COY
Doug Haller,Arizona Republic,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Spoelstra, Erik (Miami Heat)",2017,COY
Doug Smith,The Toronto Star,"Kidd, Jason (Milwaukee Bucks)","Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)",2017,COY
Eddie Sefko,Dallas Morning News,"Brooks, Scott (Washington Wizards)","D’Antoni, Mike (Houston Rockets)","Kerr, Steve (Golden State Warriors)",2017,COY
Erik Horne,The Oklahoman,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Snyder, Quin (Utah Jazz)",2017,COY
Ernie Johnson,Turner,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Spoelstra, Erik (Miami Heat)",2017,COY
Flavio Tranquillo,Sky Italia,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)",2017,COY
Fran Blinebury,NBA.com,"Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)",2017,COY
Frank Isola,Sirius Radio/New York Daily News,"D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)","Brooks, Scott (Washington Wizards)",2017,COY
Gary Washburn,Boston Globe,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Stevens, Brad (Boston Celtics)",2017,COY
Howard Beck,Bleacher Report,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)",2017,COY
Hubie Brown,ABC/ESPN,"Brooks, Scott (Washington Wizards)","Snyder, Quin (Utah Jazz)","Stevens, Brad (Boston Celtics)",2017,COY
J Michael Falgoust,CSN Washington,"D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)","Spoelstra, Erik (Miami Heat)",2017,COY
JA Adande,ESPN.com,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Snyder, Quin (Utah Jazz)",2017,COY
Jackie MacMullan,ESPN.com,"Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)",2017,COY
Jacques Monclar,BEIN Sport,"Stevens, Brad (Boston Celtics)","Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)",2017,COY
Jalen Rose,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Fizdale, David (Memphis Grizzlies)","Spoelstra, Erik (Miami Heat)",2017,COY
Jared Greenberg,Turner,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Brooks, Scott (Washington Wizards)",2017,COY
Jason Jones,Sacramento Bee,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Brooks, Scott (Washington Wizards)",2017,COY
Jeff McDonald,San Antonio Express-News,"D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)","Popovich, Gregg (San Antonio Spurs)",2017,COY
Jeff Zillgitt,USA Today,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)",2017,COY
Jerry Zgoda,Minneapolis Star-Tribune,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Spoelstra, Erik (Miami Heat)",2017,COY
Joe Freeman,The Oregonian,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Brooks, Scott (Washington Wizards)",2017,COY
Joe Vardon,Cleveland.com,"Spoelstra, Erik (Miami Heat)","Kidd, Jason (Milwaukee Bucks)","Stevens, Brad (Boston Celtics)",2017,COY
John Schuhmann,NBA.com,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)",2017,COY
Jon Barry,ESPN Radio,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Snyder, Quin (Utah Jazz)",2017,COY
Jon Krawczynski,Associated Press,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Stevens, Brad (Boston Celtics)",2017,COY
Justin Termine,Sirius XM,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Brooks, Scott (Washington Wizards)",2017,COY
Justin Verrier,ESPN.com,"Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)",2017,COY
KC Johnson,Chicago Tribune,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)",2017,COY
Keith Pompey,Philadelphia Inquirer,"Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)",2017,COY
Kevin Arnovitz,ESPN.com,"Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)",2017,COY
Kevin Ding,Bleacher Report,"Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)","Stevens, Brad (Boston Celtics)",2017,COY
Kevin Harlan,Turner,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Brooks, Scott (Washington Wizards)",2017,COY
Kevin O'Connor,The Ringer,"Popovich, Gregg (San Antonio Spurs)","Stevens, Brad (Boston Celtics)","Snyder, Quin (Utah Jazz)",2017,COY
Kristen Ledlow,Turner,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Kerr, Steve (Golden State Warriors)",2017,COY
Kurt Helin,NBCSports.com,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Stevens, Brad (Boston Celtics)",2017,COY
Lang Whitaker,NBA.com,"Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)",2017,COY
Lee Jenkins,Sports Illustrated,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Brooks, Scott (Washington Wizards)",2017,COY
Lisa Shen Yang,Tencent,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Kerr, Steve (Golden State Warriors)",2017,COY
Manny Navaro,Miami Herald,"Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)",2017,COY
Marc Berman,New York Post,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Brooks, Scott (Washington Wizards)",2017,COY
Marc Kestecher,ESPN Radio,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Kerr, Steve (Golden State Warriors)",2017,COY
Marc Spears,The Undefeated,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Kerr, Steve (Golden State Warriors)",2017,COY
Marc Stein,ESPN.com,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Brooks, Scott (Washington Wizards)",2017,COY
Marcelo Nogueira,Ole,"Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)","Kidd, Jason (Milwaukee Bucks)",2017,COY
Mark Jackson,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Stevens, Brad (Boston Celtics)",2017,COY
Mark Medina,LA Daily News,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)",2017,COY
Matt Moore,CBSSports.com,"Brooks, Scott (Washington Wizards)","D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)",2017,COY
Matt Winer,Turner,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2017,COY
Michael Grange,Rogers Sportsnet,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Casey, Dwane (Toronto Raptors)",2017,COY
Michael Wilbon,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)",2017,COY
Michelle Beadle,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2017,COY
