voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Scott Hastings,Altitude Sports & Entertainment,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN",2016,ROY
Sean Deveney,The Sporting News,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN",2016,ROY
Sean Kelley,WRNO 99.5 FM,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN",2016,ROY
Stefan Bondy,New York Daily News,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX",2016,ROY
Steve Aschburner,NBA.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN",2016,ROY
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX",2016,ROY
Steve Holman,Hawks Radio Network,"Towns, Karl-Anthony -- MIN","Jokic, Nikola -- DEN","Porzingis, Kristaps -- NYK",2016,ROY
Ted Davis,WTMJ Radio,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX",2016,ROY
Tim Capstraw,WFAN (660),"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN",2016,ROY
Tim Kempton,KTAR Radio,"Towns, Karl-Anthony -- MIN","Jokic, Nikola -- DEN","Booker, Devin -- PHX",2016,ROY
Tim Reynolds,Associated Press,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX",2016,ROY
Tom Heinsohn,Comcast SportsNet New England,"Towns, Karl-Anthony -- MIN","Okafor, Jahlil -- PHI","Porzingis, Kristaps -- NYK",2016,ROY
Tom McGinnis,Sixers Radio,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI",2016,ROY
Vince Ellis,Detroit Free Press,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI",2016,ROY
Vince Goodwill,CSNChicago.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN",2016,ROY
Zach Lowe,ESPN.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN",2016,ROY
Aaron Falk,Salt Lake Tribune,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Adrian Chavarria,KEYH 850 AM,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2015,ROY
Alan Horton,WCCO 830-AM,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Andre Aldridge,Fox Sports South,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Andy Vasquez,Bergen Record,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Anthony Slater,Oklahoman,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Antonio Harvey,Fox Sports Radio/620AM,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2015,ROY
Bill Land,Fox Sports Southwest,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Bill Oram,Orange County Register,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Bill Reiter,Foxsports.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Bill Schoening,WOAI Radio,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Bill Simmons,Grantland,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Bill Wennington,WMVP AM 1000,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Bill Worrell,Root Sports Southwest,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Bob Fitzgerald,Comcast SportsNet Bay Area,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Smart, Marcus -- BOS",2015,ROY
Bob Rathbun,Fox Sports South,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Brian Sieman,The Beast 980 AM FM,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2015,ROY
Brian Windhorst,ESPN.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Candace Buckner,Indianapolis Star,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Cedric Maxwell,WEEI Radio,"Mirotic, Nikola -- CHI","Smart, Marcus -- BOS","Wiggins, Andrew -- MIN",2015,ROY
Charles Gardner,Milwaukee Journal Sentinel,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Chris Broussard,ESPN The Magazine,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Chris Carrino,WFAN (660),"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2015,ROY
Chris Dempsey,Denver Post,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Chris Denari,Fox Sports Indiana,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Chris Haynes,Northeast Ohio Media Group/Cleveland.com,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Chris Mannix,Sports Illustrated,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Chris Sheridan,Sheridanhoops.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Chuck Cooperstein,ESPN 103.3,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Chuck Swirsky,WMVP AM 1000,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Dan Woike,Orange County Register,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Dante Marchitelli,Fox Sports Florida,"Payton, Elfrid -- ORL","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Darnell Mayberry,Oklahoman,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Dave Johnson,106.7 The Fan,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
David Aldridge,TNT,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
David Mayo,Mlive Media Group,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Dell Curry,Fox Sports Carolinas/SportSouth,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Dennis Neumann,ESPN 580 AM,"Payton, Elfrid -- ORL","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Diamond Leung,Bay Area News Group/Contra Costa Times,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Doris Burke,ESPN,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Doug Smith,The Toronto Star,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Dwain Price,Ft. Worth Star Telegam,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Eric Hasseltine,92.9 FM ESPN/680 AM,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Eric Smith,TSN 1050/Sportsnet 590 The Fan,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Ernie Johnson,TNT,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Ethan Skolnick,Bleacher Report,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2015,ROY
Fran Blinebury,NBA.com,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Frank Isola,Sirius Radio/New York Daily News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Fred McLeod,Fox Sports Ohio,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2015,ROY
Gary Gerould,Comcast SportsNet-CA,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Gary Washburn,Boston Globe,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
George Blaha,WMGC / Fox Sports Detroit,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Glenn Consor,106.7 The Fan,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Grant Napear,Comcast SportsNet-CA,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Howard Beck,Bleacher Report,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Hubie Brown,ESPN,"Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN",2015,ROY
Israel Guttierez,ESPN.com,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2015,ROY
JA Adande,ESPN.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Jason Jackson,Sun Sports,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Jason Jones,Sacramento Bee,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Noel, Nerlens -- PHI",2015,ROY
Jason Kosmicki,Altitude Radio Network,"Wiggins, Andrew -- MIN","Nurkic, Jusuf -- DEN","Mirotic, Nikola -- CHI",2015,ROY
Jason Lloyd,Akron Beacon Journal,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Jeff McDonald,San Antonio Express-News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Jeff Turner,Fox Sports Florida,"Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN",2015,ROY
Jeff Zillgitt,USA Today,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Jerry Zgoda,Minneapolis Star Tribune,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Jim Paschke,Fox Sports Wisconsin,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL",2015,ROY
Jim Petersen,Fox Sports North,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Jody Genessy,Deseret News,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2015,ROY
Joe Cowley,Chicago Sun-Times,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Joe Freeman,The Oregonian,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Joe Goodman,Miami Herald,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Joel Meyers,Fox Sports New Orleans,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
John Reid,New Orleans Times Picayune,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Jon Barry,ESPN Radio,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Jonathan Feigen,Houston Chronicle,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Keith Pompey,Philadelphia Inquirer,"Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI",2015,ROY
Ken Berger,CBSSports.com,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2015,ROY
Kevin Arnovitz,ESPN.com,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL",2015,ROY
Kevin Calabro,ESPN Radio,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Kevin Ding,Bleacher Report,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Lang Whitaker,NBA.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Marc Berman,New York Post,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Marc Spears,Yahoo! Sports,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Marc Stein,ESPN.com,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Marc Zumoff,Comcast SportsNet,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Mark Boyle,107.5/1070 The Fan,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Mark Followill,TXA-21/Fox Sports Net,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Mark Medina,LA Daily News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Marv Albert,TNT,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Matt Pinto,WWLS / 98.1,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Matt Winer,NBA TV,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Michael Smith,Prime Ticket,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Michael Wilbon,ESPN,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Mike Breen,ABC Sports,"Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI",2015,ROY
Mike Fratello,TNT,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Mike Gorman,Comcast SportsNet,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Smart, Marcus -- BOS",2015,ROY
Mike Inglis,WAXY Radio,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2015,ROY
Mike Monroe,San Antonio Express-News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Mike Rice,Comcast SportsNet NW,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Clarkson, Jordan -- LAL",2015,ROY
Mike Tirico,ESPN,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Molly Sullivan,Comcast SportsNet,"Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI",2015,ROY
Paul Coro,Arizona Republic,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2015,ROY
Pete Pranica,Fox Sports Tennessee,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Phil Chenier,Comcast SportsNet Mid-Atlantic,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2015,ROY
Ramona Shelburne,ESPN.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Ric Bucher,Bleacher Report,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2015,ROY
Rick Bonnell,Charlotte Observer,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Ron Boone,ROOT Sports,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Ron Tillery,Memphis Commercial Appeal,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Rusty Simmons,San Francisco Chronicle,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2015,ROY
Sage Steele,ABC Sports,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Sam Amick,USA Today,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Sam Smith,Bulls.com,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL",2015,ROY
Scott Hastings,Altitude Sports & Entertainment,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Clarkson, Jordan -- LAL",2015,ROY
Sean Deveney,The Sporting News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Sean Kelley,WWL 105.3 FM,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Sherman Hamilton,NBA TV Canada,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Sherrod Blakely,Comcast SportsNet,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Stefan Bondy,New York Daily News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Stephanie Ready,Fox Sports Carolinas/SportSouth,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Steve Albert,Fox Sports Arizona,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Smart, Marcus -- BOS",2015,ROY
Steve Aschburner,NBA.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Steve Holman,Hawks Radio Network,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2015,ROY
Steve Popper,The Record,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Ted Davis,WTMJ Radio,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Tim Kempton,KTAR Radio,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2015,ROY
Vince Ellis,Detroit Free Press,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2015,ROY
Walt Frazier,MSG Network,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2015,ROY
Zach Lowe,Grantland,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2015,ROY
Aaron Falk,Salt Lake Tribune,"Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH","Oladipo, Victor -- ORL",2014,ROY
Adrian Chavarria,KEYH 850 AM,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Al Iannazzone,Newsday,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Al McCoy,KTAR Radio,"Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH","Oladipo, Victor -- ORL",2014,ROY
Alan Horton,WCCO 830-AM,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN",2014,ROY
Anthony Slater,Oklahoman,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Bill Land,Spurs Television,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Bill Reiter,Foxsports.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Bill Schoening,WOAI Radio,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Bill Simmons,Grantland,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN",2014,ROY
Bob Cooney,Philadelphia Daily News,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Bob Rathbun,Fox Sports South,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Dieng, Gorgui -- MIN",2014,ROY
Brian Davis,Fox Sports Oklahoma,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Antetokounmpo, Giannis -- MIL",2014,ROY
Brian Sieman,KFWB News Talk 980 AM/KWKW,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Brian Wheeler,Fox Sports Radio/620AM,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Brian Windhorst,ESPN.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Candace Buckner,Indianapolis Star,"Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN","Oladipo, Victor -- ORL",2014,ROY
Charles Gardner,Milwaukee Journal Sentinel,"Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH","Oladipo, Victor -- ORL",2014,ROY
Chris Broussard,ESPN The Magazine,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Chris Dempsey,Denver Post,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Chris Denari,Fox Sports Indiana,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Chris Haynes,Comcast SportsNet NW,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Chris Mannix,Sports Illustrated,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Chris Marlowe,Altitude Sports & Entertainment,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Chris Sheridan,Sheridanhoops.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Dan Woike,Orange County Register,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Dave McMenamin,ESPNLosAngeles.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
David Aldridge,TNT,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN",2014,ROY
David Mayo,Mlive Media Group,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Dei Lynam,Comcast SportsNet,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Dell Curry,SportSouth,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Dennis Neumann,ESPN 580 AM,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH",2014,ROY
Dominique Wilkins,Fox Sports South,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Doug Smith,Toronto Star,"Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH","Oladipo, Victor -- ORL",2014,ROY
Dwain Price,Ft. Worth Star Telegam,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Eddie Sefko,Dallas Morning News,"Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH","Oladipo, Victor -- ORL",2014,ROY
Eric Hasseltine,92.9 FM ESPN/680 AM,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Eric Reid,Sun Sports,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Ernie Johnson,TNT,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Fran Blinebury,NBA.com,"Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN","Oladipo, Victor -- ORL",2014,ROY
Fred McLeod,Fox Sports Ohio,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Gary Gerould,CSN-CA,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Gary Washburn,Boston Globe,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Glenn Consor,106.7 The Fan,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Dieng, Gorgui -- MIN",2014,ROY
Grant Napear,CSN-CA,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Howard Beck,Bleacher Report,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
