voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Hubie Brown,ESPN,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Ian Eagle,YES Network,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Israel Gutierez,ESPN.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
JA Adande,ESPN.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Jack Armstrong,SportsNet/TSN,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Calathes, Nick -- MEM",2014,ROY
Jason Jones,Sacramento Bee,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Jason Kosmicki,Altitude Radio Network,"Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH","Oladipo, Victor -- ORL",2014,ROY
Jason Lloyd,Akron Beacon Journal,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Jeff McDonald,San Antonio Express-News,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Jeff Turner,Fox Sports Florida,"Oladipo, Victor -- ORL","Burke, Trey -- UTAH","Carter-Williams, Michael -- PHI",2014,ROY
Jeff Zillgitt,USA Today,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Jerry Zgoda,Minneapolis Star Tribune,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Jim Barnett,Comcast SportsNet Bay Area,"Carter-Williams, Michael -- PHI","Hardaway Jr., Tim -- NY","Burke, Trey -- UTAH",2014,ROY
Jim Paschke,Fox Sports Wisconsin,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH",2014,ROY
Jim Petersen,Fox Sports North,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Jody Genessy,Deseret News,"Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH","Oladipo, Victor -- ORL",2014,ROY
Joe Freeman,The Oregonian,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH",2014,ROY
Joel Meyers,Fox Sports New Orleans,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN",2014,ROY
John Reid,New Orleans Times Picayune,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN",2014,ROY
Jon Barry,ESPN Radio,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Jonathan Feigen,Houston Chronicle,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Jose Paneda,Univision Radio 710am/Mix,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Keith Pompey,Philadelphia Inquirer,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Ken Berger,CBSSports.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Kevin Arnovitz,ESPN.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Kevin Calabro,ESPN Radio,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Kevin Ding,Bleacher Report,"Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH","Oladipo, Victor -- ORL",2014,ROY
Lang Whitaker,NBA.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Marc Berman,New York Post,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Marc Spears,Yahoo! Sports,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Marc Stein,ESPN.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Mark Boyle,WIBC,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Marv Albert,TNT,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Mary Schmitt Boyer,Cleveland Plain Dealer,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Matt Bullard,Comcast SportsNet Houston,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Matt Pinto,WWLS / 98.1,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Matt Winer,NBA TV,"Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN","Oladipo, Victor -- ORL",2014,ROY
Michael Wilbon,ESPN,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Dieng, Gorgui -- MIN",2014,ROY
Mike Breen,ABC Sports,"Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN","Hardaway Jr., Tim -- NY",2014,ROY
Mike Monroe,San Antonio Express-News,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Adams, Steven -- OKC",2014,ROY
Mike Tirico,ESPN,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Mitch Lawrence,New York Daily News,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH",2014,ROY
Neil Funk,Comcast SportsNet,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Nick Friedell,ESPNChicago.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Paul Coro,Arizona Republic,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Paul Jones,Raptors Radio,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Pete Pranica,Fox Sports Tennessee,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Phil Chenier,Comcast SportsNet,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Ralph Lawler,Prime Ticket,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Ric Bucher,Bleacher Report,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Rick Bonnell,Charlotte Observer,"Carter-Williams, Michael -- PHI","Burke, Trey -- UTAH","Oladipo, Victor -- ORL",2014,ROY
Rod Boone,Newsday,"Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN","Oladipo, Victor -- ORL",2014,ROY
Ron Boone,ROOT Sports,"Burke, Trey -- UTAH","Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL",2014,ROY
Ron Tillery,Memphis Commercial Appeal,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Rusty Simmons,San Francisco Chronicle,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Sam Amick,USA Today,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Sam Smith,Bulls.com,"Oladipo, Victor -- ORL","Burke, Trey -- UTAH","Hardaway Jr., Tim -- NY",2014,ROY
Sean Deveney,The Sporting News,"Plumlee, Mason -- BKN","Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL",2014,ROY
Sean Grande,WEEI Radio,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Sean Kelley,Pelicans Radio,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Shaun Powell,Sports on Earth,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Sherrod Blakely,Comcast SportsNet,"Plumlee, Mason -- BKN","Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL",2014,ROY
Stacey King,Comcast SportsNet,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Steve Aschburner,NBA.com,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Steve Buckhantz,Comcast SportsNet,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Steve Holman,Hawks Radio Network,"Oladipo, Victor -- ORL","Burke, Trey -- UTAH","Carter-Williams, Michael -- PHI",2014,ROY
Steve Kerr,TNT,"Hardaway Jr., Tim -- NY","Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI",2014,ROY
Steve Martin,Bobcats Radio,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Steve Popper,The Record,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Ted Davis,WTMJ Radio,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Tim Bontemps,New York Post,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN",2014,ROY
Tim Kempton,KTAR Radio,"Oladipo, Victor -- ORL","Burke, Trey -- UTAH","Carter-Williams, Michael -- PHI",2014,ROY
Tim Roye,KNBR Radio,"Carter-Williams, Michael -- PHI","Hardaway Jr., Tim -- NY","Oladipo, Victor -- ORL",2014,ROY
Tom Heinsohn,Comcast SportsNet,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Plumlee, Mason -- BKN",2014,ROY
Tony Fiorentino,Sun Sports,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Hardaway Jr., Tim -- NY",2014,ROY
Vince Ellis,Detroit Free Press,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Vincent Goodwill,Detroit News,"Carter-Williams, Michael -- PHI","Oladipo, Victor -- ORL","Burke, Trey -- UTAH",2014,ROY
Zach Lowe,Grantland,"Oladipo, Victor -- ORL","Carter-Williams, Michael -- PHI","Plumlee, Mason -- BKN",2014,ROY
