voter_name,affiliation,first,first_2,first_3,first_4,first_5,second,second_2,second_3,second_4,second_5,year,award
JA Adande,ESPN.com,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Chriss, Marquese (Pho.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Hernangomez, Willy (N.Y.)","Whitehead, Isaiah (Bkn.)","Brown, Jaylen (Bos.)",2017,All-Rook
Marcelo Nogueira,Ole,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Bender, Dragan (Pho.)","Abrines, Alex (OKC.)","Sabonis, Domantas (OKC.)","Whitehead, Isaiah (Bkn.)","Ingram, Brandon (LA-L)",2017,All-Rook
Jason Jones,Sacramento Bee,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Brown, Jaylen (Bos.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)","Whitehead, Isaiah (Bkn.)","McGruder, Rodney (Mia.)",2017,All-Rook
Bill Simmons,The Ringer,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Davis, Terence (TOR)","Washington, P.J. (CHA)","Hachimura, Rui (WAS)","Paschall, Eric (GSW)","White, Coby (CHI)","Williamson, Zion (NOP)","Hunter, De'Andre (ATL)",2020,All-Rook
Bill Oram,Orange County Register,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Russell, D'Angelo -- LAL","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Johnson, Stanley -- DET","Winslow, Justise -- MIA","Turner, Myles -- IND",2016,All-Rook
Phil Chenier,Comcast SportsNet Mid-Atlantic,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Russell, D'Angelo -- LAL","Cauley-Stein, Willie -- SAC","Mudiay, Emmanuel -- DEN","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Hezonja, Mario -- ORL",2016,All-Rook
Ernie Johnson,TNT,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Turner, Myles -- IND","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Portis, Bobby -- CHI","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Kaminsky, Frank -- CHA",2016,All-Rook
Grant Napear,Comcast SportsNet-CA,"Booker, Devin -- PHX","Porzingis, Kristaps -- NYK","Towns, Karl-Anthony -- MIN","Jokic, Nikola -- DEN","Turner, Myles -- IND","Cauley-Stein, Willie -- SAC","Mudiay, Emmanuel -- DEN","Lyles, Trey -- UTA","Winslow, Justise -- MIA","Okafor, Jahlil -- PHI",2016,All-Rook
Jason Jones,Sacramento Bee,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET","Mudiay, Emmanuel -- DEN","Winslow, Justise -- MIA","Cauley-Stein, Willie -- SAC",2016,All-Rook
Brian Lewis,New York Post,"Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Towns, Karl-Anthony -- MIN","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Lyles, Trey -- UTA","Russell, D'Angelo -- LAL","Mudiay, Emmanuel -- DEN","Winslow, Justise -- MIA","Turner, Myles -- IND",2016,All-Rook
Chris Denari,Fox Sports Indiana,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Turner, Myles -- IND","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Russell, D'Angelo -- LAL","Mudiay, Emmanuel -- DEN","Winslow, Justise -- MIA","Kaminsky, Frank -- CHA",2016,All-Rook
Mark Boyle,107.5/1070 The Fan,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Mudiay, Emmanuel -- DEN","Winslow, Justise -- MIA","Lyles, Trey -- UTA",2016,All-Rook
Jeff McDonald,San Antonio Express-News,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Winslow, Justise -- MIA","Cauley-Stein, Willie -- SAC",2016,All-Rook
Sean Deveney,The Sporting News,"Jokic, Nikola -- DEN","Porzingis, Kristaps -- NYK","Towns, Karl-Anthony -- MIN","Booker, Devin -- PHX","Turner, Myles -- IND","Portis, Bobby -- CHI","Cauley-Stein, Willie -- SAC","Russell, D'Angelo -- LAL","Winslow, Justise -- MIA","Kaminsky, Frank -- CHA",2016,All-Rook
Brian Windhorst,ESPN.com,"Porzingis, Kristaps -- NYK","Towns, Karl-Anthony -- MIN","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Turner, Myles -- IND","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Winslow, Justise -- MIA","Richardson, Josh -- MIA",2016,All-Rook
Lang Whitaker,NBA.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Jokic, Nikola -- DEN","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Winslow, Justise -- MIA","Johnson, Stanley -- DET",2016,All-Rook
Howard Beck,Bleacher Report,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Russell, D'Angelo -- LAL","Booker, Devin -- PHX","Turner, Myles -- IND","Winslow, Justise -- MIA","Kaminsky, Frank -- CHA",2016,All-Rook
Marc Zumoff,Sixers TV,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Jokic, Nikola -- DEN","Russell, D'Angelo -- LAL","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Winslow, Justise -- MIA","Johnson, Stanley -- DET",2016,All-Rook
Vince Goodwill,CSNChicago.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Winslow, Justise -- MIA","Cauley-Stein, Willie -- SAC",2016,All-Rook
Aaron Falk,Salt Lake Tribune,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Plumlee, Mason","Hardaway Jr., Tim","Antetokounmpo, Giannis","Wolters, Nate","Antic, Pero","Olynyk, Kelly","Adams, Steven",2014,All-Rook
Adrian Chavarria,KEYH 850 AM,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Dellavedova, Matthew","Plumlee, Mason","Thompson, Hollis","Snell, Tony","Adams, Steven","Bullock, Reggie","Olynyk, Kelly",2014,All-Rook
Al Iannazzone,Newsday,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Burke, Trey","Hardaway Jr., Tim","Antetokounmpo, Giannis","Dieng, Gorgui","McLemore, Ben","Olynyk, Kelly","Dellavedova, Matthew",2014,All-Rook
Al McCoy,KTAR Radio,"Plumlee, Mason","Olynyk, Kelly","Zeller, Cody","Carter-Williams, Michael","Oladipo, Victor","Kelly, Ryan","Antic, Pero","Dieng, Gorgui","McLemore, Ben","Pressey, Phil",2014,All-Rook
Alan Horton,WCCO 830-AM,"Carter-Williams, Michael","Oladipo, Victor","Hardaway Jr., Tim","Plumlee, Mason","Dieng, Gorgui","Burke, Trey","Olynyk, Kelly","Antetokounmpo, Giannis","Adams, Steven","Zeller, Cody",2014,All-Rook
Anthony Slater,Oklahoman,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Burke, Trey","Dieng, Gorgui","Antetokounmpo, Giannis","Olynyk, Kelly","Adams, Steven","McLemore, Ben",2014,All-Rook
Baxter Holmes,Boston Globe,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Plumlee, Mason","Olynyk, Kelly","Adams, Steven","Hardaway Jr., Tim","Antetokounmpo, Giannis","Zeller, Cody","McLemore, Ben",2014,All-Rook
Bill Land,Spurs Television,"Burke, Trey","Hardaway Jr., Tim","Oladipo, Victor","Carter-Williams, Michael","Plumlee, Mason","Antetokounmpo, Giannis","Dieng, Gorgui","McLemore, Ben","Olynyk, Kelly","Zeller, Cody",2014,All-Rook
Bill Oram,Orange County Register,"Carter-Williams, Michael","Oladipo, Victor","Hardaway Jr., Tim","Plumlee, Mason","Dellavedova, Matthew","Dieng, Gorgui","Kelly, Ryan","McLemore, Ben","Zeller, Cody","Burke, Trey",2014,All-Rook
Bill Reiter,Foxsports.com,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Antic, Pero","Antetokounmpo, Giannis","Zeller, Cody","Dieng, Gorgui","McLemore, Ben",2014,All-Rook
Bill Schoening,WOAI Radio,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Olynyk, Kelly","Hardaway Jr., Tim","McLemore, Ben","Dieng, Gorgui","Plumlee, Mason","Antetokounmpo, Giannis","Kelly, Ryan",2014,All-Rook
Bill Simmons,Grantland,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Dieng, Gorgui","Plumlee, Mason","Hardaway Jr., Tim","Antetokounmpo, Giannis","Kelly, Ryan","Calathes, Nick","Adams, Steven",2014,All-Rook
Bob Cooney,Philadelphia Daily News,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Hardaway Jr., Tim","Plumlee, Mason","Olynyk, Kelly","McLemore, Ben","Kelly, Ryan","Antetokounmpo, Giannis","Wolters, Nate",2014,All-Rook
Bob Rathbun,Fox Sports South,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Dieng, Gorgui","Hardaway Jr., Tim","Adams, Steven","Plumlee, Mason","Antic, Pero","Olynyk, Kelly","McLemore, Ben",2014,All-Rook
Brian Wheeler,Fox Sports Radio/620AM,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Olynyk, Kelly","Hardaway Jr., Tim","Dieng, Gorgui","Calathes, Nick","McLemore, Ben","Plumlee, Mason","Zeller, Cody",2014,All-Rook
Brian Windhorst,ESPN.com,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Burke, Trey","Adams, Steven","Antetokounmpo, Giannis","Antic, Pero","Calathes, Nick","Dieng, Gorgui",2014,All-Rook
Candace Buckner,Indianapolis Star,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Burke, Trey","Antic, Pero","Antetokounmpo, Giannis","Hardaway Jr., Tim","Zeller, Cody","Olynyk, Kelly","McLemore, Ben",2014,All-Rook
Charles Gardner,Milwaukee Journal Sentinel,"Carter-Williams, Michael","Burke, Trey","Hardaway Jr., Tim","Oladipo, Victor","Antic, Pero","Antetokounmpo, Giannis","McCallum, Ray","Wolters, Nate","Zeller, Cody","Plumlee, Mason",2014,All-Rook
Chris Broussard,ESPN The Magazine,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","McCallum, Ray","Antetokounmpo, Giannis","Dieng, Gorgui","Olynyk, Kelly","Antic, Pero",2014,All-Rook
Chris Carrino,WFAN (660),"Burke, Trey","Carter-Williams, Michael","Hardaway Jr., Tim","Plumlee, Mason","Oladipo, Victor","Antetokounmpo, Giannis","Olynyk, Kelly","McLemore, Ben","Zeller, Cody","Thompson, Hollis",2014,All-Rook
Chris Dempsey,Denver Post,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Hardaway Jr., Tim","Plumlee, Mason","Antetokounmpo, Giannis","Dieng, Gorgui","Olynyk, Kelly","Zeller, Cody","Calathes, Nick",2014,All-Rook
Chris Denari,Fox Sports Indiana,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Hardaway Jr., Tim","Plumlee, Mason","McLemore, Ben","Olynyk, Kelly","Zeller, Cody","Wolters, Nate","Kelly, Ryan",2014,All-Rook
Chris Haynes,Comcast SportsNet NW,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Hardaway Jr., Tim","McLemore, Ben","Olynyk, Kelly","Antetokounmpo, Giannis","Zeller, Cody","Wolters, Nate","Kelly, Ryan",2014,All-Rook
Chris Mannix,Sports Illustrated,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Burke, Trey","Dieng, Gorgui","Adams, Steven","Antetokounmpo, Giannis","Hardaway Jr., Tim","Olynyk, Kelly","McLemore, Ben",2014,All-Rook
Chris Marlowe,Altitude Sports & Entertainment,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Zeller, Cody","Antetokounmpo, Giannis","Antic, Pero","Olynyk, Kelly","McLemore, Ben",2014,All-Rook
Chris Sheridan,Sheridanhoops.com,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Antic, Pero","Burke, Trey","Olynyk, Kelly","Dellavedova, Matthew","Hardaway Jr., Tim","Kelly, Ryan","Zeller, Cody",2014,All-Rook
Chuck Swirsky,ESPN AM 1000,"Burke, Trey","Carter-Williams, Michael","Oladipo, Victor","Hardaway Jr., Tim","Plumlee, Mason","Dieng, Gorgui","Kelly, Ryan","Olynyk, Kelly","Antic, Pero","Zeller, Cody",2014,All-Rook
Craig Ackerman,Sportstalk 790 AM,"Carter-Williams, Michael","Oladipo, Victor","Hardaway Jr., Tim","Burke, Trey","Plumlee, Mason","Calathes, Nick","Antetokounmpo, Giannis","Olynyk, Kelly","McLemore, Ben","Dieng, Gorgui",2014,All-Rook
Dan Woike,Orange County Register,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Dieng, Gorgui","Burke, Trey","Kelly, Ryan","Hardaway Jr., Tim","Antic, Pero","Adams, Steven","Dellavedova, Matthew",2014,All-Rook
Darnell Mayberry,Oklahoman,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Plumlee, Mason","Dieng, Gorgui","Hardaway Jr., Tim","McLemore, Ben","Antetokounmpo, Giannis","Olynyk, Kelly","Adams, Steven",2014,All-Rook
Dave Johnson,106.7 The Fan,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Burke, Trey","Olynyk, Kelly","Antetokounmpo, Giannis","Hardaway Jr., Tim","Calathes, Nick","Pressey, Phil","Zeller, Cody",2014,All-Rook
Dave McMenamin,ESPNLosAngeles.com,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Plumlee, Mason","Hardaway Jr., Tim","Olynyk, Kelly","Dieng, Gorgui","Antic, Pero","Antetokounmpo, Giannis","Kelly, Ryan",2014,All-Rook
David Aldridge,TNT,"Antetokounmpo, Giannis","Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Antic, Pero","Adams, Steven","Burke, Trey","Calathes, Nick","Hardaway Jr., Tim","Olynyk, Kelly",2014,All-Rook
David Steele,Fox Sports Florida,"Oladipo, Victor","Carter-Williams, Michael","Burke, Trey","Hardaway Jr., Tim","Plumlee, Mason","Antetokounmpo, Giannis","Olynyk, Kelly","McLemore, Ben","Kelly, Ryan","Wolters, Nate",2014,All-Rook
Dei Lynam,Comcast SportsNet,"Carter-Williams, Michael","Oladipo, Victor","Hardaway Jr., Tim","Burke, Trey","Olynyk, Kelly","Plumlee, Mason","Thompson, Hollis","Antetokounmpo, Giannis","Dieng, Gorgui","McLemore, Ben",2014,All-Rook
Dell Curry,SportSouth,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Burke, Trey","Antetokounmpo, Giannis","Dieng, Gorgui","Antic, Pero","Kelly, Ryan","Zeller, Cody",2014,All-Rook
Dennis Neumann,ESPN 580 AM,"Oladipo, Victor","Carter-Williams, Michael","Burke, Trey","Hardaway Jr., Tim","Olynyk, Kelly","Plumlee, Mason","Antetokounmpo, Giannis","McLemore, Ben","Calathes, Nick","Kelly, Ryan",2014,All-Rook
Diamond Leung,Bay Area News Group/Contra Costa Times,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Dieng, Gorgui","Plumlee, Mason","Hardaway Jr., Tim","Antic, Pero","McCallum, Ray","Antetokounmpo, Giannis","Dellavedova, Matthew",2014,All-Rook
Dominique Wilkins,Fox Sports South,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","McLemore, Ben","Antic, Pero","Antetokounmpo, Giannis","Plumlee, Mason","Olynyk, Kelly","Hardaway Jr., Tim","Dieng, Gorgui",2014,All-Rook
Doug Smith,Toronto Star,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Antic, Pero","Dellavedova, Matthew","Hardaway Jr., Tim","Olynyk, Kelly","Zeller, Cody","Adams, Steven","Wolters, Nate",2014,All-Rook
Dwain Price,Ft. Worth Star Telegam,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Hardaway Jr., Tim","McLemore, Ben","Plumlee, Mason","McCallum, Ray","Zeller, Cody","Adams, Steven","Olynyk, Kelly",2014,All-Rook
Eric Hasseltine,92.9 FM ESPN/680 AM,"Burke, Trey","Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Calathes, Nick","Dieng, Gorgui","Antic, Pero","Antetokounmpo, Giannis","Zeller, Cody",2014,All-Rook
Eric Smith,SportsNet 590 The Fan,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Antetokounmpo, Giannis","Burke, Trey","Antic, Pero","Hardaway Jr., Tim","Dieng, Gorgui","McLemore, Ben","Olynyk, Kelly",2014,All-Rook
Ernie Johnson,TNT,"Carter-Williams, Michael","Oladipo, Victor","Olynyk, Kelly","Burke, Trey","Hardaway Jr., Tim","Adams, Steven","Antic, Pero","Plumlee, Mason","Wolters, Nate","Antetokounmpo, Giannis",2014,All-Rook
Ethan Skolnick,Bleacher Report,"Oladipo, Victor","Carter-Williams, Michael","Burke, Trey","Plumlee, Mason","Hardaway Jr., Tim","Antic, Pero","Olynyk, Kelly","Antetokounmpo, Giannis","McLemore, Ben","Adams, Steven",2014,All-Rook
Fran Blinebury,NBA.com,"Carter-Williams, Michael","Plumlee, Mason","Oladipo, Victor","Burke, Trey","Calathes, Nick","Antetokounmpo, Giannis","Hardaway Jr., Tim","Olynyk, Kelly","Zeller, Cody","Wolters, Nate",2014,All-Rook
Fred McLeod,Fox Sports Ohio,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Hardaway Jr., Tim","Olynyk, Kelly","McLemore, Ben","Dieng, Gorgui","Plumlee, Mason","Zeller, Cody","Wolters, Nate",2014,All-Rook
Gary Gerould,CSN-CA,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Hardaway Jr., Tim","Dieng, Gorgui","Olynyk, Kelly","Plumlee, Mason","Antetokounmpo, Giannis","McLemore, Ben","McCallum, Ray",2014,All-Rook
Gary Washburn,Boston Globe,"Carter-Williams, Michael","Oladipo, Victor","Hardaway Jr., Tim","Burke, Trey","Plumlee, Mason","Antetokounmpo, Giannis","Olynyk, Kelly","McLemore, Ben","Zeller, Cody","Wolters, Nate",2014,All-Rook
George Blaha,WXYT / Fox Sports Detroit,"Hardaway Jr., Tim","Antetokounmpo, Giannis","Plumlee, Mason","Oladipo, Victor","Carter-Williams, Michael","Olynyk, Kelly","Zeller, Cody","Dieng, Gorgui","Dellavedova, Matthew","Burke, Trey",2014,All-Rook
Glenn Consor,106.7 The Fan,"Carter-Williams, Michael","Oladipo, Victor","Dieng, Gorgui","Hardaway Jr., Tim","Burke, Trey","Plumlee, Mason","Olynyk, Kelly","Calathes, Nick","Zeller, Cody","Antetokounmpo, Giannis",2014,All-Rook
Grant Napear,CSN-CA,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Zeller, Cody","Burke, Trey","Adams, Steven","Antetokounmpo, Giannis","Dieng, Gorgui","McCallum, Ray","Olynyk, Kelly",2014,All-Rook
Howard Beck,Bleacher Report,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Burke, Trey","Antetokounmpo, Giannis","Calathes, Nick","Adams, Steven","Olynyk, Kelly","Zeller, Cody",2014,All-Rook
Hubie Brown,ESPN,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Adams, Steven","Burke, Trey","Zeller, Cody","Hardaway Jr., Tim","Dieng, Gorgui","Olynyk, Kelly","Antetokounmpo, Giannis",2014,All-Rook
Israel Gutierrez,ESPN.com,"Burke, Trey","Oladipo, Victor","Carter-Williams, Michael","Hardaway Jr., Tim","Plumlee, Mason","Caldwell-Pope, Kentavious","Antetokounmpo, Giannis","Antic, Pero","Calathes, Nick","Olynyk, Kelly",2014,All-Rook
JA Adande,ESPN.com,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Burke, Trey","Hardaway Jr., Tim","Olynyk, Kelly","Calathes, Nick","Dieng, Gorgui","Zeller, Cody","Antetokounmpo, Giannis",2014,All-Rook
Jason Jones,Sacramento Bee,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Hardaway Jr., Tim","Plumlee, Mason","McLemore, Ben","Antetokounmpo, Giannis","Olynyk, Kelly","Adams, Steven","Thompson, Hollis",2014,All-Rook
Jason Lloyd,Akron Beacon Journal,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Dieng, Gorgui","Hardaway Jr., Tim","Antetokounmpo, Giannis","Olynyk, Kelly","Plumlee, Mason","Zeller, Cody","Dellavedova, Matthew",2014,All-Rook
Jeff McDonald,San Antonio Express-News,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Burke, Trey","Dieng, Gorgui","Antetokounmpo, Giannis","Adams, Steven","McLemore, Ben","Caldwell-Pope, Kentavious","Hardaway Jr., Tim",2014,All-Rook
Jeff Turner,Fox Sports Florida,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Plumlee, Mason","Antetokounmpo, Giannis","Adams, Steven","Dieng, Gorgui","Hardaway Jr., Tim","Olynyk, Kelly","Antic, Pero",2014,All-Rook
Jeff Zillgitt,USA Today,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Plumlee, Mason","Hardaway Jr., Tim","McLemore, Ben","Antetokounmpo, Giannis","Olynyk, Kelly","Wolters, Nate","Zeller, Cody",2014,All-Rook
Jerry Zgoda,Minneapolis Star Tribune,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Burke, Trey","Dieng, Gorgui","Olynyk, Kelly","Calathes, Nick","Antetokounmpo, Giannis","Adams, Steven",2014,All-Rook
Jim Barnett,Comcast SportsNet Bay Area,"Carter-Williams, Michael","Burke, Trey","Hardaway Jr., Tim","Antetokounmpo, Giannis","Oladipo, Victor","McCollum, CJ","Adams, Steven","McLemore, Ben","Plumlee, Mason","McCallum, Ray",2014,All-Rook
Jim Paschke,Fox Sports Wisconsin,"Oladipo, Victor","Carter-Williams, Michael","Burke, Trey","McLemore, Ben","Plumlee, Mason","Olynyk, Kelly","Antetokounmpo, Giannis","Antic, Pero","Kelly, Ryan","Wolters, Nate",2014,All-Rook
Jim Petersen,Fox Sports North,"Carter-Williams, Michael","Oladipo, Victor","Hardaway Jr., Tim","Plumlee, Mason","Dieng, Gorgui","Burke, Trey","Wolters, Nate","Zeller, Cody","Adams, Steven","Olynyk, Kelly",2014,All-Rook
Jody Genessy,Deseret News,"Carter-Williams, Michael","Burke, Trey","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Olynyk, Kelly","Antic, Pero","Zeller, Cody","Antetokounmpo, Giannis","McLemore, Ben",2014,All-Rook
Joe Freeman,The Oregonian,"Oladipo, Victor","Carter-Williams, Michael","Burke, Trey","Plumlee, Mason","Hardaway Jr., Tim","Adams, Steven","McLemore, Ben","Olynyk, Kelly","Wolters, Nate","Antetokounmpo, Giannis",2014,All-Rook
Joe Goodman,Miami Herald,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Hardaway Jr., Tim","Olynyk, Kelly","McLemore, Ben","Antetokounmpo, Giannis","Antic, Pero","Plumlee, Mason","Zeller, Cody",2014,All-Rook
Joel Meyers,Fox Sports New Orleans,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Hardaway Jr., Tim","Olynyk, Kelly","Burke, Trey","Calathes, Nick","Zeller, Cody","Withey, Jeff","Adams, Steven",2014,All-Rook
John Reid,New Orleans Times Picayune,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Burke, Trey","Hardaway Jr., Tim","Adams, Steven","McLemore, Ben","Antetokounmpo, Giannis","Caldwell-Pope, Kentavious","Dieng, Gorgui",2014,All-Rook
Jon Barry,ESPN Radio,"Adams, Steven","Carter-Williams, Michael","Oladipo, Victor","Hardaway Jr., Tim","Plumlee, Mason","Burke, Trey","Calathes, Nick","Dieng, Gorgui","Zeller, Cody","McLemore, Ben",2014,All-Rook
Jonathan Feigen,Houston Chronicle,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Plumlee, Mason","Adams, Steven","Dieng, Gorgui","Hardaway Jr., Tim","McLemore, Ben","Antetokounmpo, Giannis","Olynyk, Kelly",2014,All-Rook
Keith Pompey,Philadelphia Inquirer,"Carter-Williams, Michael","Oladipo, Victor","Burke, Trey","Plumlee, Mason","Hardaway Jr., Tim","Olynyk, Kelly","Antetokounmpo, Giannis","Dieng, Gorgui","McCallum, Ray","Antic, Pero",2014,All-Rook
Ken Berger,CBSSports.com,"Carter-Williams, Michael","Oladipo, Victor","Hardaway Jr., Tim","Burke, Trey","Antetokounmpo, Giannis","Wolters, Nate","Olynyk, Kelly","Adams, Steven","Plumlee, Mason","Caldwell-Pope, Kentavious",2014,All-Rook
Kevin Arnovitz,ESPN.com,"Carter-Williams, Michael","Oladipo, Victor","Plumlee, Mason","Zeller, Cody","Calathes, Nick","Burke, Trey","Olynyk, Kelly","Dieng, Gorgui","Antic, Pero","Adams, Steven",2014,All-Rook
Kevin Calabro,ESPN Radio,"Carter-Williams, Michael","Burke, Trey","Adams, Steven","Plumlee, Mason","Antic, Pero","Antetokounmpo, Giannis","Hardaway Jr., Tim","Olynyk, Kelly","Kelly, Ryan","Zeller, Cody",2014,All-Rook
